"MajorCommandID","pEffectiveComp","pService","pProduct","pRnD","pAir","pVessel","pLand","pMnS","pWnA","pFnC","pEnC","wavOffers","avOffers","lwavOffers","lavOffers","TotalValue","pIDV","fit","lwr","upr"
"ORG-2773",0.713884984549937,0.670151716616032,0.329392109831029,0.000456173552938308,0,0,0,0,0,0.660335619769636,0.31521851541392,3.39526704922762,3.95867768595041,1.39587903172386,1.43263584976272,0.0749143700082,0.795306186186689,0.627640178899025,0.335161410287495,0.920118947510554
"ORG-2774",0.887399460726909,0.846635257334082,0.153498517048389,-0.000133774382470138,0,0.000214665404140666,0.00149477143158906,0,0.000705657298010113,0.762493595452701,0.163468691695535,5.23488732165406,5.25862068965517,1.7021607310221,1.59357597277529,0.1736317209922,0.237575489696109,0.56326815164819,0.263109876088318,0.863426427208062
"ORG-2775",0.937034510453421,0.0616857560408013,0.938291418454435,2.28255047632802e-05,0,0,4.00961345301538e-06,0,0,0.0594918907181348,3.07690180320589e-05,26.2507747096275,11.0995670995671,2.99942396533662,1.89896412108854,8.378057457409,0.920896157835726,0.82511281182973,0.526455535150373,1.12377008850909
"ORG-2776",-0.351462296412868,0.617929376642858,0.382070623357142,0,0,0,0.00883983245002265,0,0,0.345199693889285,0.338124202720217,2.73181278528737,2.66666666666667,1.19314436854548,1.15449236715866,0.0045286491828,-0.483019336805318,-0.211416112090975,-0.688674202241388,0.265841978059437
"ORG-2777",0.837031091802307,0.890719807898247,0.109280192101753,0,0,0,0.00341010939465531,0,0,0.820451841120611,0.00428568116377341,4.46678131850227,4.75806451612903,1.58828520685903,1.45186940429652,0.0734745299621,0.816916594257373,0.708255205204968,0.418267559841194,0.998242850568741
"ORG-2781",0.899458058437171,0.00303834099038681,0.996961659009613,0,0.006324544806917,0.310926201438089,0.000100908742683751,0,1.35238128564057e-06,0.473156521796494,0.0263985683341184,10.1232468893428,10.0303687635575,2.13551951318947,2.08175700778614,2.4244084421303,0.780512594458372,0.785521927133211,0.489395670927738,1.08164818333868
"ORG-2783",0.45971294270526,0,1,0,0.0507572405123328,0.00230371067731425,0.478613274858283,5.29145529185406e-05,0.0943198890822103,0.0716205862036786,0.24005544882952,3.53921564293332,8.39556592765461,1.23037954386237,1.87541481963537,1.2306251920713,0.321649358922165,0.596445651682859,0.267384770476476,0.925506532889242
"ORG-2784",0.529679028588276,0.000570175268865766,0.999429824731134,0,0.0388019010983544,0.0371318228357713,0.0590045604275764,0.000606310931994087,0.0278518932881502,0.106260960727003,0.421374529055622,3.75322047546907,8.11111111111111,1.34577214985818,1.87268472056285,1.8631794407296,0.302374804434342,0.582987842390525,0.277473573444491,0.888502111336559
"ORG-2785",0.960079702484498,1.30101706432056e-05,0.999986989829357,0,0,1.21292071747256e-06,0.000101089547240823,0,0,0.0182829874840185,0.000136582423069921,4.73507706230152,16.7548387096774,1.58288363370612,2.25123607075616,4.6807907832943,0.996736317809071,0.819586267697637,0.510025306089675,1.1291472293056
"ORG-2786",0.893737084941821,8.70656688126346e-05,0.999912934331187,0,0,0,0,0,0,0.0109477775748272,7.10141990678187e-06,2.70626624303566,4.8,1.28621715467419,1.58964618486992,0.6024412140471,0.970585408197165,0.81693870879004,0.509503068196358,1.12437434938372
