"PoPstateCode","pEffectiveComp","pService","pProduct","pRnD","pAir","pVessel","pLand","pMnS","pWnA","pFnC","pEnC","wavOffers","avOffers","lwavOffers","lavOffers","TotalValue","pIDV","fit","lwr","upr"
"ID",0.770261096494855,0.566260722996769,0.384288615613172,0.0494506613900597,0.0120960447898568,0.00862510027465704,0.0125958653927552,3.090860404804e-05,0.00133308088634189,0.465198975349682,0.0763929964145625,15.1072376344256,6.41111111111111,2.13142064469164,1.57497141352447,0.1588602931474,0.565157200015336,0.665207741592752,0.461371819142933,0.869043664042572
"IL",0.60836427218937,0.326249293158557,0.556857984628648,0.116892722212795,0.0438147608527033,0.013784210768069,0.0501638417876252,0.00173203864960319,0.0482821376616256,0.245578473928932,0.32031800711338,5.76659276572606,12.975753604194,1.40164012935117,1.85465373164255,4.2889772902144,0.656363642040822,0.501464114354528,0.292983529573343,0.709944699135714
"IN",0.406897492721748,0.256219019287694,0.693792504121318,0.0499884765909882,0.353291077485431,0.0028278457539746,0.106198392311042,0.0073921533732645,0.00914372448305517,0.0724935412874248,0.191501945833925,7.59616604940126,11.3718689788054,1.61839407265834,1.7855754619075,2.4633415627488,0.709233908734791,0.396650703687418,0.178424536856648,0.614876870518189
"KS",0.464926667058244,0.597084039628203,0.397105092135174,0.00581086823662224,0.511497492768871,0.00670076661287252,0.0030582679989259,0.00203368444693178,0.00570119959788835,0.300664683434438,0.026258134169992,6.05121704224857,8.99867724867725,1.66782447804055,1.7626167216015,1.554604995244,0.550332350624101,0.470399691129229,0.242649230607137,0.698150151651321
"KY",0.884726848028448,0.87120225416636,0.123775489995225,0.00502225583841556,0.0422871629364577,0.0063637189113264,0.000972335725053809,0.00247609436889228,0.033505945285367,0.170533426386019,0.0273030714377945,3.61288663107707,9.17985611510791,1.31746288578076,1.6774611698711,5.9723370257579,0.214517298936829,0.725218195015,0.49947663451772,0.950959755512281
"LA",0.801675051534454,0.75282131059933,0.244498568772459,0.00268012062821145,0.00382372062514083,0.0654711216103445,0.0336159530630154,7.52953136366589e-05,0.00140697658519472,0.611666848542107,0.0448949163051611,8.29937810044029,10.8538205980066,1.90430391250838,1.86217968174247,2.0766840663741,0.343515507910432,0.700808449832733,0.489088744526523,0.912528155138944
"MA",0.194933601340257,0.191828721349054,0.512901935067231,0.295269343583715,0.12238988609241,0.0146477394063878,0.00114692618458224,0.266558593086841,0.0378257753819758,0.0444916720614526,0.329968351581747,16.4677782071716,25.3171044202434,1.44118050907584,2.03200797898597,9.4333267564504,0.316540796676537,0.346622303825557,0.114775425463273,0.57846918218784
"MD",0.555258782142282,0.604318562870103,0.243200741825477,0.15248069530442,0.0780449941423673,0.0639170867725023,-4.55452276885482e-05,0.0272343560661334,0.00531567257625953,0.170737474232413,0.283453425977508,9.08216491380523,19.3519706691109,1.47371697585482,2.00555827448013,12.9400153585828,0.588879517922068,0.512218877646309,0.295031472048296,0.729406283244321
"ME",0.632746658487838,0.427269019276098,0.57157097482748,0.00116000589642155,0.00119601051380496,0.593203876943777,0.000586636578170259,0.00260246046431973,0.0183066809693761,0.104956450330713,0.0139033072912703,2.56194921815217,6.2106824925816,1.18735835736964,1.5448629990669,1.4216326743395,0.147697545505877,0.514643820794204,0.279515658060967,0.749771983527441
"MI",0.324092309018448,0.189556453295062,0.72967643227339,0.0807671144315471,0.0393188328960563,0.017112156941489,0.587240004532156,0.00694358015025073,0.000726320899550018,0.141870568370348,0.042186662282435,14.268560772146,14.8874388254486,1.63137107931547,1.87292951712234,2.4325830040002,0.578958878848429,0.498960551149805,0.286935510390309,0.710985591909302
"MN",0.890631358638046,0.786943162693471,0.188447702302877,0.0246091350036516,0.00984647954433863,0.022239280282003,0.00187422549887141,0.00870987867225444,0.0914863630634074,0.0165199654143709,0.0490922354200847,8.31820689107452,12.6742857142857,1.18866385721485,1.71042529581281,3.8534245024343,0.112494928059173,0.650041973390229,0.414168856066365,0.885915090714093
"MO",0.288243358086193,0.270016759076947,0.716498993344935,0.0134842475781182,0.614263993081362,0.0024265157081763,0.0177370257493892,0.0254278255494222,0.0618975769644448,0.0934157321162427,0.0441443991013591,5.49351883910972,9.41161616161616,1.55025018162139,1.79171884487136,7.0239228267925,0.387379254999733,0.194306578350198,-0.0324381687251269,0.421051325425523
"MP",0.492805282137843,0.584111443632176,0.415888556367824,0,0,0.052787071268022,0,0,0,0.116322944616004,0.040141339247343,7.9939661399584,5.06666666666667,1.7658111574125,1.34697515815114,0.0004579568182,0.527170916570055,0.670518425302435,0.465614847651108,0.875422002953762
"MS",0.707595085570315,0.481240006525974,0.50402407128611,0.0147359221879166,0.296944741702817,0.420069425334443,0.00134079887107168,-0.000627944053485832,0.000218291416920706,0.130348865250947,0.0874327595954822,3.51782536355432,7.84709066305819,1.35757576482188,1.68164987150835,2.2700459069031,0.361276633523257,0.442554172106579,0.215971005468266,0.669137338744893
"MT",0.572578587068632,0.659205060513799,0.315291988644136,0.0255029508420651,0.174369979037127,0.00517423479887945,0.0115769476707685,0,0.00253708667094587,0.476129811710743,0.0843169713932806,13.8205990275806,9.24078091106291,1.69246500926215,1.72946034150897,0.2037627235624,0.559187463114207,0.617897935199423,0.41295297667452,0.822842893724326
"NC",0.786118193047161,0.765915766564738,0.178775123716889,0.0553091097183738,0.0234953538903421,0.00762340434387544,0.00887412220715076,0.00440052506165306,0.00117070014112427,0.512252714067866,0.114617860477118,8.82518409563767,15.8051750380518,1.74694277293997,1.88100277328287,2.4890142038954,0.655868224426615,0.742351297280818,0.535043926800602,0.949658667761034
"ND",0.878672102286738,0.856170750732458,0.138586235543751,0.00524301372379115,0.0197086536923017,0.000359721572800589,0.0106519523494336,5.02764388747279e-05,0.000306231179102917,0.772290092964581,0.0723924042786855,5.9331972931572,6.02446483180428,1.71021803367425,1.5979789475905,0.2212420022014,0.425021238354192,0.738499092588482,0.528243888343817,0.948754296833147
"NE",0.753483011133809,0.818775266028585,0.155075202731647,0.0261495312397689,0.0814193789895555,0.00165822873649123,0.00552380658950184,0.00132587312388948,0.00127147501001866,0.377737398166818,0.372443751525678,4.80778250637918,8.38823529411765,1.62040251408132,1.62927042255408,0.6467805056735,0.537631909867328,0.401427913508435,0.144385422704291,0.658470404312579
"NH",0.34696458377996,0.12544375573054,0.763451941983859,0.111104302285601,0.131094869519342,0.0155296361717442,0.000234647677393571,0.0433720578753734,0.0609129842308201,0.0671156349678333,0.557303851364919,18.441521902441,22.1074626865672,1.55537656648586,1.77477889125813,1.1314556591964,0.668848093579987,0.452955979103137,0.182977898808875,0.722934059397399
"NJ",0.521902635303656,0.36649407493239,0.424546479992322,0.208959445075289,0.0434832852074164,0.103688078959681,0.0376207997838507,0.139115977121618,0.066396321794554,0.185911808612341,0.20685078664706,8.34981535708134,13.377722464219,1.46924214157893,1.87287101495111,5.5336160335386,0.376390717092961,0.490840598750804,0.28143410096064,0.700247096540969
"NM",0.691924869559943,0.704016499118591,0.090915056159387,0.205068444722022,0.0354299485656937,0.000994640095495752,0.01715751127706,0.0795310712961922,0.0494848061585826,0.391010187060902,0.090238913907475,11.4799932866381,19.4944099378882,1.64658899752994,1.86412200793296,1.2624290361543,0.488499804712924,0.747196572720872,0.537609954709616,0.956783190732129
"NV",0.410108049592462,0.712965784563107,0.248396485925268,0.0386377295116246,0.198810610645188,0.00239237191549167,0.0229670109244219,0.00135561743929396,0.00587284269017009,0.203329379663625,0.103818398162155,9.90156964075526,11.2715596330275,1.78759517212596,1.68705464077574,1.2734545337569,0.796680376440415,0.690669575755548,0.467962527297999,0.913376624213096
"NY",0.320914101322405,0.246144530270562,0.52681819315749,0.227037276571948,0.361306869021446,0.0225989746663329,0.00628873351578106,0.0217486406925474,0.0101976156646548,0.13937824992994,0.298858547104364,7.53431886990017,16.3758901322482,1.4707890514885,1.94277371296198,6.2187123480123,0.40659258236559,0.296942284365912,0.0831030932058159,0.510781475526009
"OH",0.66770082786773,0.256455011396637,0.591976372470238,0.151568616133125,0.344393723084587,0.0185634026129441,0.0342851273089702,0.0228322019810968,0.0236712226577575,0.093979303759256,0.142088192062954,5.08272105374816,14.4324324324324,1.40795307307132,1.88117241373029,4.4918157898547,0.748303774755827,0.455566934790521,0.233847261391034,0.677286608190009
"OK",0.591430711714946,0.815623389036505,0.178632708414262,0.00574390254923299,0.420075511428582,0.00854491931813201,0.0116048857025639,0.0026755132253494,0.0037851302264966,0.342945922167804,0.0680764531509788,7.34568990628409,7.36481700118064,1.82709442441911,1.6792713215937,1.8337599822452,0.558318205699125,0.589735905725051,0.361370922917591,0.818100888532511
"OR",0.536744158158146,0.436022688792366,0.536195467249561,0.027781843958073,0.107715200099582,0.206467975095907,0.0208233802860273,-0.0134464236017942,0.0101692167223736,0.273563845651966,0.239109189212933,21.0939495655226,17.6309314586995,1.61215614824902,1.74220727571577,0.5736478306908,0.474212380287421,0.46682196966076,0.259004385019044,0.674639554302477
"PA",0.590409594881905,0.169848733752365,0.770009331063023,0.0601419351846112,0.101293218675436,0.227366829629587,0.0815179305058705,0.0911608725645139,0.0586403676452488,0.0834658049381355,0.0930234928085335,9.51738345726747,16.399377593361,1.50140254741965,1.87266910808456,10.1521852863459,0.366895679488359,0.393873252952646,0.183007401968924,0.604739103936368
"PR",0.830829195928466,0.301714824040943,0.697953934856923,0.0003312411021335,0.00239774149366712,0.000336910154910504,0.000282696625023718,1.61648061601587e-05,0.000132228948914644,0.254116555133337,0.0257783288960224,7.3602539777437,5.02826855123675,1.89563225332977,1.51435595377421,0.3348014165061,0.820988490678599,0.606926126462274,0.389680960243364,0.824171292681183
"RI",0.522067495969014,0.56727860397865,0.37049215719877,0.0622292388225797,0.027762059205583,0.0261544835641721,0.000340964493907089,0.0359652522841064,0.076837356790897,0.203656110662545,0.269156913950294,9.8217683201463,14.2291666666667,1.38010863692531,1.66496107370093,0.824260461182,0.620777772890429,0.539477096706361,0.331664806020791,0.74728938739193
"SC",0.657133617123937,0.70259766101835,0.281067929116372,0.0163344098652779,0.0175283120662061,0.0317601769072271,0.0749244778753385,1.92819936418525e-05,0.0256342182888778,0.259353810439317,0.358968246521863,4.76582853863512,9.09118541033435,1.42896410099898,1.74984408107288,2.7370748574912,0.662702433626235,0.489429545439564,0.262063847453296,0.716795243425833
"SD",0.509021449955577,0.402553791066732,0.556108788450152,0.041337420483116,0.0371092276187276,0.000665759207625018,0.00872667253826885,0.38758990615584,0.0355530928538285,0.330649631019341,0.0892514453546861,3.69080916997039,5.0983606557377,1.28612984170013,1.54482545860333,0.1227964382097,0.366764086123488,0.487303399322875,0.226767435202028,0.747839363443722
"TN",0.746482808145272,0.617412727186914,0.350533216675526,0.0320540561375596,0.0159486014632753,0.0138360158323974,0.0171677598998021,0.019174395730908,0.160316217329763,0.195624819702298,0.103469504958967,6.90785631297264,12.0570719602978,1.48776470092083,1.73393546304032,1.1715450389396,0.500972993839769,0.638340209516182,0.434780135806154,0.84190028322621
"TX",0.394310143179727,0.304505674222054,0.621349846758654,0.0741444790192919,0.457467932415319,0.00264295331621675,0.0060546756030592,0.0415167602021941,0.0149611044290589,0.0925897339967257,0.0625892254897149,12.8381357975562,17.0849338454972,2.0822266475188,1.99538479933195,23.5632539651144,0.48417063375785,0.336218575373065,0.121655202825431,0.550781947920699
"UT",0.519118541476656,0.622956792803086,0.265341302861158,0.111701904335756,0.153240360131266,0.00349653557349307,0.00314583800274251,0.257667192411153,0.0271806745178897,0.229093841445161,0.196859011571967,6.34152696793195,11.0175438596491,1.3715447429703,1.65050675939528,1.533525161808,0.526676920437594,0.522172589932352,0.28709625297844,0.757248926886265
"VA",0.546709363576009,0.580920215301266,0.320590156560318,0.0984896281384155,0.0308724459975568,0.156431833799995,0.00423161027252863,0.0138864140544055,0.00903574713547281,0.0729798032811791,0.307492757354859,9.55421872670149,17.2816312303939,1.62827572228158,2.00072853106916,33.5889706408561,0.666674644341404,0.535646212915622,0.317044093191687,0.754248332639557
"VI",0.440346945293386,0.707586897139627,0.292413102860373,0,0,0.00953062094564637,0,0,0,0.421713372492984,0.194453249245015,3.68466262800571,4.54347826086957,1.27706665367506,1.36154615438365,0.0042284757971,0.295323138033907,0.528657725387907,0.301959158897779,0.755356291878035
"VT",0.292927720223677,0.173374994673778,0.772266953336232,0.0543580519899896,0.247004264200867,0.0109377420742581,0.0311696104886585,0.0323853902396147,0.163086965627654,0.182753429979559,0.105599856202548,8.23093911355668,8.53562005277045,1.31649101846635,1.6339119864008,0.145101941499,0.357160600567548,0.316017028609803,0.102990577645495,0.529043479574111
"WA",0.453765096900711,0.248869334143366,0.724334592223278,0.0267960736333553,0.664129653775972,0.0284820092672128,0.00333209734753896,0.0047624367251942,0.00311334566891075,0.153872139793996,0.0411516256457821,7.42162338704805,14.5815384615385,1.51239052394727,1.80426724781869,7.5203807113655,0.259570038616962,0.132647586125339,-0.101358015023715,0.366653187274393
"WI",0.648250455471653,0.275844473243505,0.705537354142389,0.0186181726141063,0.0389737535862545,0.050874554186259,0.432268182297506,0.000708019413004432,0.0772355614190693,0.185446199374088,0.0236791548895653,6.53094383783846,10.5976878612717,1.43684623853488,1.78191409518746,1.2816724843619,0.64078177464587,0.535421919675165,0.324723704417685,0.746120134932645
"WV",0.734915611218824,0.612971095687199,0.347209334256875,0.0398195700559251,0.0116303527924634,0.0178422698425814,0.00494647721806583,0.00952977391099668,0.21807528011375,0.496385379033052,0.0897876113738726,12.6868345113844,9.24888888888889,1.83099074742162,1.64581650149015,0.2396162827513,0.311624217463139,0.595632640484307,0.38009487066557,0.811170410303044
"WY",0.750531186213053,0.805568367446245,0.160249966640616,0.0341816659131386,0.138454039840692,0.00560614175109204,0.003515074525557,4.14204302867125e-05,0.00563799366338977,0.642022157896856,0.120512734255137,4.7110668712719,5.47017543859649,1.55738593386798,1.62948540688164,0.0903177483663,0.486655531628602,0.641759755744702,0.434259007400045,0.84926050408936
