"PoPstateCode","pEffectiveComp","pService","pProduct","pRnD","pAir","pVessel","pLand","pMnS","pWnA","pFnC","pEnC","wavOffers","avOffers","lwavOffers","lavOffers","pFixed","pCostPlus","pIncentFee","pIDV","TotalValue","TotalCount","avSize","lavSize","fit","lwr","upr","fit","lwr","upr"
"MP",0.782654643866,0.988702900060117,0.0112970999398829,0,0,0.00912715928284052,0.00190775726129768,0,0,0.756992570913193,0.017567342875276,6.38290949205445,7.10975609756098,1.79039696698934,1.73727096487284,0.928035862426121,0.0718861734931632,0,0.794549633108794,51214526.4590007,177,289347.607112998,2.83744093065457,0.995731100487806,0.752885384588283,1.23857681638733,0.995731100487806,0.752885384588283,1.23857681638733
"MS",0.458522026097142,0.294518799173621,0.63386358634694,0.0716176144794388,0.0920576056403298,0.607794368388066,0.00799010442463039,0.00329753482672865,0.00594657175992094,0.157826523378668,0.0398294935361566,5.24028385441494,21.5431456548348,1.41581918674813,2.01715310193188,0.720520468780082,0.270922881084545,0.334595386848185,0.229931085372107,54040730737.8876,69998,772032.497184028,0.107129123910974,0.457793255297153,0.222654531824953,0.692931978769353,0.457793255297153,0.222654531824953,0.692931978769353
"MT",0.585240652683031,0.612265028693719,0.347257282253617,0.0404776890526635,0.0211725927302621,0.0018299910873174,0.0184899086490894,0.010383452232459,0.00529434950831565,0.532879861766949,0.0603370784486396,10.8279399807663,22.4399129961936,1.81307641007164,2.13019789254183,0.826215341509083,0.148888610126991,0.00372012138944425,0.495261527284824,3479887361.51867,24443,142367.44104728,0.129747720824159,0.668863811515556,0.463945227247031,0.873782395784082,0.668863811515556,0.463945227247031,0.873782395784082
"NC",0.737340438017729,0.663321743666722,0.298288965555795,0.0383892907774824,0.0365799262466215,0.00114017866291769,0.0153338637325614,0.00721887674823933,0.0193654328007534,0.516005500004811,0.105803770229189,10.9641051212899,35.1655980948892,1.71536683816462,2.2819023909196,0.879128797700323,0.0783902320511363,0.0191623721273518,0.601548409143914,43728307664.3112,209778,208450.398346401,0.0427625399690506,0.67953458528838,0.476021982464229,0.883047188112532,0.67953458528838,0.476021982464229,0.883047188112532
"ND",0.794088822326324,0.705173964579634,0.280939247277568,0.0138867881427976,0.0146987282614069,0.000957726785775177,0.0185377188645928,0.00127709615886973,0.000667953909463624,0.696277514992887,0.0244245805606857,9.377556479255,12.9182134570766,1.89832972910201,2.01547949315025,0.972277229187803,0.0252253157674524,0.00668980003017812,0.509836130727208,4465284951.60918,24829,179841.514020266,0.130426704553617,0.741616874189325,0.533940728705414,0.949293019673236,0.741616874189325,0.533940728705414,0.949293019673236
"NE",0.626897902607684,0.701152828397411,0.242979579887032,0.0558675917155566,0.0253917055710086,0.000430260923890565,0.00315978177332486,0.00341904672461647,0.00503057136270254,0.237302813253651,0.297529801610033,6.39228906193509,15.0556237218814,1.47573917782552,1.90880935851247,0.63956194111769,0.290061982431782,9.88707206880025e-06,0.570827235726796,8928400055.40141,28592,312269.16813799,0.200671800614125,0.513653721036812,0.290966346281383,0.73634109579224,0.513653721036812,0.290966346281383,0.73634109579224
"NH",0.353428647056782,0.168445224063489,0.694320841871247,0.137233934065264,0.0934631286205031,0.00666884807308805,0.0036231281165116,0.0201324753254464,0.104890643986637,0.11302446256895,0.506157643757121,17.2707299905928,48.0200845665962,1.49852583501011,2.21868585612516,0.68587978539786,0.220734762262071,2.99318139073833e-07,0.627273155945033,16851494873.4686,48459,347747.474637707,0.102282365148865,0.437687338845686,0.20032386266608,0.675050815025292,0.437687338845686,0.20032386266608,0.675050815025292
"NJ",0.510830336268413,0.516979518305503,0.339372071128458,0.14364841056604,0.0229841663330261,0.0216753188034552,0.0148546292560776,0.0444204528749106,0.0389203657448831,0.189459741501079,0.212967888848896,7.68581254459754,38.8202572347267,1.52476655641972,2.35365070156459,0.496409549052466,0.272677620104379,0.0331535142270812,0.593100195084926,88281929908.4455,432373,204180.024905453,0.02319487663826,0.580557013628152,0.375565665201029,0.785548362055275,0.580557013628152,0.375565665201029,0.785548362055275
"NM",0.567893091604431,0.576918057192302,0.179109837209452,0.243972105598246,0.0382237378766952,0.000560889304156631,0.0127012291762373,0.0727580480448907,0.0762731093515121,0.325925959148475,0.110629947473388,9.33674231982748,37.3367888138862,1.53543858291524,2.21624732516423,0.581629046906241,0.38771428851894,0.00415218356449722,0.446925149694713,18759871696.1171,56559,331686.764195215,0.127395468479425,0.672671322030105,0.466563104222842,0.878779539837369,0.672671322030105,0.466563104222842,0.878779539837369
"NV",0.498421915367523,0.622506992574764,0.342910256305639,0.0345827511195966,0.306147944650012,0.000327863259243586,0.0118996949584576,0.00369196391380448,0.0202583856539755,0.260863900738409,0.100875868451788,8.54926287681445,28.2808273667462,1.60648124899825,2.13785788332409,0.770853813510011,0.213145882530076,2.42397128826098e-06,0.650699653442413,15054797646.9254,30572,492437.447563961,0.18733229050629,0.561990256991215,0.347635931926596,0.776344582055834,0.561990256991215,0.347635931926596,0.776344582055834
"NY",0.390475237376034,0.246619146000275,0.573284308854715,0.18009654514501,0.257796700581857,0.0627132588911993,0.0123484936955445,0.0318236035964691,0.0215765015927828,0.12645752906026,0.277670974562877,7.81779801120296,42.3143542103686,1.43268683460617,2.4816618774062,0.699880729575287,0.286102196359961,0.0146027620487811,0.445660461019619,104514896107.235,428989,243630.713391801,0.0233682089397647,0.360629561220769,0.152956270510373,0.568302851931165,0.360629561220769,0.152956270510373,0.568302851931165
"OH",0.457232829684717,0.304928616432847,0.556838702430768,0.138232681136385,0.232571314774137,0.00384960145690952,0.0769463860833317,0.00370256748438809,0.0251805288950603,0.130653980520062,0.120787433772786,8.65212381507118,36.6568276684556,1.49396266405011,2.31126988953445,0.730349776554208,0.220190856324413,3.07831268750753e-05,0.697061341751475,81917301529.364,540808,151472.059454305,0.017709279426207,0.509842101327413,0.300977765668454,0.718706436986372,0.509842101327413,0.300977765668454,0.718706436986372
"OK",0.682599087726419,0.668870226990527,0.308452133689502,0.0226776393199708,0.121470945408237,0.00099426904387034,0.012845076520406,0.0111489516473275,0.0655184164945748,0.29305611058064,0.0890816414543708,10.1480935721893,16.3943588404283,1.91032546580742,2.06511406981325,0.78481922060264,0.0867752193387997,0.0373891253622106,0.649687303858728,31237183082.4364,89639,348477.594377853,0.0859640626942806,0.666673658146855,0.460244272707124,0.873103043586586,0.666673658146855,0.460244272707124,0.873103043586586
"OR",0.524983697656923,0.41773478296243,0.494380365161035,0.0878848518765354,0.0112841081810138,0.0665973329462255,0.215320827578328,0.0482402231936499,0.0163290757530584,0.384274221286651,0.123248024846851,9.45147485913941,43.5733924611973,1.40649677854715,2.17507960662302,0.779504811536246,0.217343393605695,2.18077855567182e-06,0.488760071559256,12034781681.3526,54867,219344.627578556,0.0891094811267224,0.567954718671894,0.364847661008736,0.771061776335051,0.567954718671894,0.364847661008736,0.771061776335051
"PA",0.437722564781526,0.238058293392184,0.656899265053764,0.105042441554052,0.161413388883065,0.0694636316850772,0.159073115515727,0.0359331999948727,0.0529617964240113,0.127981204995702,0.0965445360046235,8.30603752965475,40.0499627143922,1.49596249960747,2.38193396602552,0.661775543128232,0.323723114702801,0.0122982432406421,0.510766553007598,139286008108.873,900851,154616.033182927,0.0122736345550926,0.453257096009165,0.249822696817541,0.656691495200789,0.453257096009165,0.249822696817541,0.656691495200789
"PR",0.727527529777373,0.39347478789581,0.60458466779525,0.0019405443089395,0.0051039701684279,0.000472276519902546,0.00219353722199255,0.000561001967955161,0.000511553011895227,0.349546159319983,0.0248239139871839,8.92370996354773,8.35942818243703,1.85061114404259,1.80257173316064,0.934876504862249,0.0608159095964223,8.55266191939939e-07,0.686949278844658,6621451665.76779,19803,334366.089267676,0.178022154509712,0.617616512160097,0.408160863822084,0.827072160498109,0.617616512160097,0.408160863822084,0.827072160498109
"RI",0.438546280866813,0.508892561388984,0.383569160877037,0.107538277733979,0.0613272144165997,0.0203375454275006,0.00232554357682654,0.0429201183020861,0.0499348078499653,0.198741554554474,0.221294380778858,6.9883513952463,25.8748364587876,1.33834765174568,1.89008058335548,0.583339506427694,0.408207531077035,0.0256651012248203,0.540428337930356,8760819114.89474,36992,236830.101505589,0.182718041567637,0.532108265244518,0.327828832170515,0.736387698318521,0.532108265244518,0.327828832170515,0.736387698318521
"SC",0.630543272463967,0.555403784315102,0.428683070034662,0.0159131456502358,0.0744559215891419,0.0157010907618664,0.142186868821176,0.000790596448910592,0.0448966632914736,0.200551136946483,0.303574946923209,5.73931239562843,21.7758112094395,1.51648114414686,2.08962694371077,0.68803855839664,0.291250076212165,0.000579169613249794,0.748615335875628,42981966536.0695,203867,210833.369481424,0.0386052489991396,0.530373113417084,0.318770907280212,0.741975319553956,0.530373113417084,0.318770907280212,0.741975319553956
"SD",0.82719974353474,0.246485513664332,0.74627454675139,0.00723993958427799,0.0241997103527969,0.000173616158891506,0.00561605994355388,0.0718021794238955,0.0231601530679028,0.267719441731662,0.0713949319196657,5.29340415134172,12.0418702023726,1.5793296340309,1.93926206982152,0.976668639177392,0.0201040720429994,0,0.74939212458306,5121382076.5296,17998,284552.843456473,0.172293156194141,0.542239379225012,0.326423498798483,0.75805525965154,0.542239379225012,0.326423498798483,0.75805525965154
"TN",0.752356168277966,0.696609861897249,0.291578437960406,0.0118117001423454,0.0054849175245485,0.00189542527577385,0.0364297537522586,0.0052701927020559,0.0879386178552338,0.132042376495548,0.0307635478537017,7.29854982046989,23.3352941176471,1.64542481511653,2.15837775852267,0.847482039895516,0.14083251744558,0,0.732030114701503,36140053634.2183,90528,399214.095464589,0.064909782800456,0.801274512600502,0.587647488023992,1.01490153717701,0.801274512600502,0.587647488023992,1.01490153717701
"TX",0.404326855666534,0.246413379894095,0.621230032611119,0.132356587494786,0.421086865834471,0.00219510815107452,0.0583126485380274,0.0451519833452828,0.0314415194768975,0.0992750106106081,0.0844138311152429,8.83383789904191,37.810510816627,1.66931379547677,2.4159962867016,0.739488265284059,0.24114978101612,0.0944398380453034,0.398156306129994,405859098678.893,623396,651045.40080285,0.0237135207248117,0.319766675017226,0.108238823667655,0.531294526366798,0.319766675017226,0.108238823667655,0.531294526366798
"UT",0.698604922468416,0.705600885433457,0.226108663412632,0.068290451153911,0.0327152718543536,0.00201007908418124,0.00295104850061607,0.0226175633802632,0.361963266276089,0.24013316024691,0.156440775856164,5.58152144347207,27.2826797385621,1.40012354718584,2.02593576135675,0.510897263479833,0.450466372758997,0.0660416258899255,0.331587135320789,31811373791.3727,66460,478654.435621016,0.102521057599254,0.578337913473595,0.362211928218293,0.794463898728897,0.578337913473595,0.362211928218293,0.794463898728897
"VA",0.54198924584028,0.655263058416824,0.251304290002762,0.0934326515804142,0.0188439158433745,0.114131575852852,0.0124436205205399,0.00802931797478906,0.0169043570919902,0.0967008076200784,0.293047084377479,6.77759563807491,36.3443790647259,1.43830753029225,2.3380405012349,0.541619445685707,0.348305581453848,0.0247924855796057,0.66743437307116,472666196017.811,1091433,433069.364787221,0.019748891871494,0.556148368534308,0.336372201051679,0.775924536016937,0.556148368534308,0.336372201051679,0.775924536016937
"VI",0.939046075493116,0.374487720589451,0.625512279410549,0,7.77812272979735e-05,0.000596626036586091,0.00196845893759376,0,0,0.340038473469639,0.0159680308482236,27.9596538018012,8.19895287958115,2.26943493190359,1.50920794438088,1.00006855610149,-0.000581121764611478,0,0.68492296455915,201694646.466504,978,206231.744853276,0.804330943131916,0.60992856411059,0.399231841081263,0.820625287139917,0.60992856411059,0.399231841081263,0.820625287139917
"VT",0.429446107943642,0.0764845704067671,0.859547804650128,0.0639676249431047,0.101995872312977,0.000954365137580589,0.00642422413209482,0.0188001449746069,0.500118876902785,0.118133065369937,0.188442808174537,4.49031341122376,16.9236209335219,1.25784279579947,1.91750000585003,0.917841329881942,0.0819236493075682,0.000204971251840729,0.579529851251784,7288096610.21389,22161,328870.385371323,0.131268697859365,0.422896301486031,0.210544892992212,0.63524770997985,0.422896301486031,0.210544892992212,0.63524770997985
"WA",0.577550660908703,0.326179472032137,0.562703708226014,0.111116819741849,0.327514979659777,0.0373293743610042,0.00499839901482891,0.00592887888802808,0.0739780551308584,0.204544999959645,0.0921140100037228,9.7729302023407,39.7887185534591,1.64472410515511,2.30166998889558,0.744158259249324,0.240835216858932,0.0875028425991993,0.430008406172458,77299398727.4688,249349,310004.847532851,0.0362457146057648,0.398163262329484,0.191307496469818,0.60501902818915,0.398163262329484,0.191307496469818,0.60501902818915
"WI",0.352041366383113,0.0934972224986462,0.874109069174869,0.032393708326485,0.00557804888616448,0.00779020774211103,0.69249184095237,0.00063081088865831,0.0434760697655341,0.0934461070167939,0.0147580338335604,6.26213370856783,30.4901758014478,1.36731750215673,2.1560445697382,0.975013173023438,0.0235079797732948,0.00854119124995585,0.751056181587076,49021825855.3331,113960,430166.9520475,0.0473298651131715,0.484373827186917,0.258958035801333,0.709789618572502,0.484373827186917,0.258958035801333,0.709789618572502
"WV",0.604478203081179,0.575084020616761,0.313591409135397,0.111324570247842,0.0125219107215563,0.017612806822278,0.0176610723519681,0.0324191448935163,0.0982031450719284,0.437512023435526,0.169108317277545,10.8009182521531,30.6454698930782,1.49247266975881,2.00807093596555,0.793451088024227,0.17749343597855,0.00379702085836455,0.369324913108429,4311907508.45909,25721,167641.518932355,0.148253542267721,0.560116850295243,0.348338509355507,0.771895191234978,0.560116850295243,0.348338509355507,0.771895191234978
"WY",0.819244499852288,0.540156523391128,0.442714682304402,0.0171287943044701,0.0224906551390523,0.000612333071078069,0.00496921270215272,0.00424600085789888,0.0291764012523633,0.501749094460849,0.0386358402791589,14.7955875803879,17.630534351145,2.30210082900767,2.05848017038669,0.917687451973961,0.0623138680770801,0,0.68689858922841,2198846693.78006,9104,241525.339826457,0.302027986529537,0.692253158159727,0.485349598016356,0.899156718303099,0.692253158159727,0.485349598016356,0.899156718303099
