fiscal_year,Query_Run_Date,Customer,popStatecode,StartYearObligatedAmount,StartYearbaseandexercisedoptionsvalue,StartYearMaxOfbaseandalloptions,CountOfPIID,CountofModnumber,SumOfobligatedAmount,SumOfnumberOfActions
2003,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Zero value,1186,1392,59637787,1396
2007,35:17.9,Defense,ID,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,1,1,36973355.85,1
2011,35:17.9,Defense,ID,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,1,21,738963,21
2009,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,1067,1313,31471044.6,1436
2010,35:17.9,Defense,ID,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,2,10,810921.19,10
2012,35:17.9,Defense,ID,Zero value,Less than $250 thousand,Less than $250 thousand,3,3,0,3
2004,35:17.9,Defense,ID,$25 - <$100 million,Zero value,Zero value,1,2,34155171,2
2000,35:17.9,Defense,ID,$250 thousand - <$1 million,Zero value,Zero value,82,115,40559358,137
2007,35:17.9,Defense,ID,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,2,4,750000,4
2006,35:17.9,Defense,ID,Zero value,Less than $250 thousand,Zero value,1,1,0,1
2013,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Zero value,2,3,40851.6,3
2011,35:17.9,Defense,ID,$250 thousand - <$1 million,Zero value,Zero value,2,2,649722,2
2009,35:17.9,Defense,ID,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,1,1,980001,1
2003,35:17.9,Defense,ID,Zero value,Zero value,Less than $250 thousand,5,5,0,5
2010,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,Zero value,30,38,855657.91,38
2010,35:17.9,Defense,ID,$5 - <$25 million,$5 - <$25 million,Deobligation,1,5,6702661.67,5
2008,35:17.9,Defense,ID,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,2,2,650212,2
2004,35:17.9,Defense,ID,$5 - <$25 million,Zero value,Zero value,3,6,21416402,6
2011,35:17.9,Defense,ID,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,1,1,354144,1
2010,35:17.9,Defense,ID,Zero value,Zero value,Less than $250 thousand,2,2,0,2
2011,35:17.9,Defense,ID,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,5,6,45821675.6,6
2010,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,2,4,305903.12,4
2010,35:17.9,Defense,ID,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,1,6,2044638.23,6
2006,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Zero value,1426,1635,32234220.93,2275
2013,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,6,15,576957.9063,15
2005,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Less than $250 thousand,1,3,81493,3
2013,35:17.9,Defense,ID,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,2,16,3725084.525,16
2001,35:17.9,Defense,ID,$1 - <$5 million,Zero value,Zero value,22,48,36924243,56
2013,35:17.9,Defense,ID,$5 - <$25 million,Zero value,Zero value,1,7,5759218,7
2011,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Zero value,9,20,481713.94,20
2008,35:17.9,Defense,ID,$5 - <$25 million,$5 - <$25 million,$25 - <$100 million,1,2,5007417,2
2008,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Zero value,42,81,1945698.87,81
2011,35:17.9,Defense,ID,Zero value,Less than $250 thousand,Zero value,2,3,0,3
2011,35:17.9,Defense,ID,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,2,13,1172872.66,13
2008,35:17.9,Defense,ID,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,0,1
2002,35:17.9,Defense,ID,Zero value,Zero value,Zero value,1,1,0,2
2008,35:17.9,Defense,ID,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,1,5,1341933,5
2013,35:17.9,Defense,ID,$5 - <$25 million,$5 - <$25 million,Less than $250 thousand,1,12,19728497.82,12
2011,35:17.9,Defense,ID,$250 thousand - <$1 million,$1 - <$5 million,Less than $250 thousand,1,8,628322.19,8
2009,35:17.9,Defense,ID,Deobligation,Deobligation,Deobligation,156,166,-24182142.51,166
2003,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,3,3,35925,3
2005,35:17.9,Defense,ID,Deobligation,Zero value,Zero value,54,80,-6633512,80
2005,35:17.9,Defense,ID,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,1,1,2464547,1
2006,35:17.9,Defense,ID,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,3,14,1044849,14
2011,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,Deobligation,16,39,481547.77,39
2004,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,23,23,588187.51,23
2009,35:17.9,Defense,ID,Zero value,Zero value,Less than $250 thousand,1,1,0,1
2004,35:17.9,Defense,ID,Deobligation,Zero value,Zero value,62,80,-1335363,80
2008,35:17.9,Defense,ID,Deobligation,Deobligation,Deobligation,46,51,-1385599.32,51
2004,35:17.9,Defense,ID,Zero value,Zero value,Zero value,31,37,0,37
2011,35:17.9,Defense,ID,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,0,1
2010,35:17.9,Defense,ID,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,23,55,52346827.1,375
2013,35:17.9,Defense,ID,Less than $250 thousand,Less than $250 thousand,Deobligation,25,72,640513.5831,72
2011,35:17.9,Defense,ID,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,23,63,48470321.61,412
2010,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Zero value,16,40,1125120.78,40
2009,35:17.9,Defense,ID,Less than $250 thousand,Zero value,Zero value,29,50,1216003.72,50
2007,35:17.9,Defense,ID,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,1,1,9785797,1
2004,35:17.9,Defense,IL,$25 - <$100 million,Zero value,Zero value,11,77,509223132,77
2002,35:17.9,Defense,IL,Zero value,Zero value,Less than $250 thousand,51,51,0,51
2009,35:17.9,Defense,IL,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,2,15,7190490.06,15
2009,35:17.9,Defense,IL,Zero value,$250 thousand - <$1 million,Less than $250 thousand,1,4,0,4
2008,35:17.9,Defense,IL,$5 - <$25 million,Zero value,Zero value,11,114,132712729.3,114
2008,35:17.9,Defense,IL,Zero value,Zero value,Zero value,1151,1613,0,1615
2008,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$5 - <$25 million,111,111,5314732.06,11403
2008,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,38,64,4700248.39,64
2005,35:17.9,Defense,IL,Zero value,$5 - <$25 million,$5 - <$25 million,1,1,0,1
2005,35:17.9,Defense,IL,$25 - <$100 million,Zero value,Zero value,11,57,544089100,2169
2010,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,$1 - <$5 million,6,39,51421717.71,39
2007,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,17,50,9560644.74,50
2006,35:17.9,Defense,IL,$25 - <$100 million,Greater than $500 million,Greater than $500 million,1,29,78866827.24,58
2012,35:17.9,Defense,IL,$1 - <$5 million,$5 - <$25 million,Zero value,1,11,4585475,11
2007,35:17.9,Defense,IL,Zero value,Deobligation,Zero value,1,1,0,1
2008,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,Zero value,1,2,5408550,2
2009,35:17.9,Defense,IL,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,15,61,595717759,1184
2003,35:17.9,Defense,IL,Zero value,Zero value,Zero value,53,103,0,104
2010,35:17.9,Defense,IL,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,2,6,954859,6
2002,35:17.9,Defense,IL,$1 - <$5 million,$100 - <$500 million,$100 - <$500 million,1,2,3291564,4
2013,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$250 thousand - <$1 million,9,49,20516976.27,49
2012,35:17.9,Defense,IL,$25 - <$100 million,Deobligation,Deobligation,1,13,37401571.1,13
2006,35:17.9,Defense,IL,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,6,18,3212186,21
2008,35:17.9,Defense,IL,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,2,7,3632274,7
2011,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,15,87,35897401.95,87
2008,35:17.9,Defense,IL,Zero value,Zero value,Less than $250 thousand,2,3,0,3
2010,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,10,36,6789326.95,37
2013,35:17.9,Defense,IL,Less than $250 thousand,Zero value,Zero value,73,128,5147345.063,128
2013,35:17.9,Defense,IL,$5 - <$25 million,$1 - <$5 million,Zero value,1,2,5185951.25,2
2012,35:17.9,Defense,IL,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,17,60,672344345.9,2314
2012,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,17,49,43014580.58,49
2008,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,5,6,2314007.08,6
2011,35:17.9,Defense,IL,$1 - <$5 million,$250 thousand - <$1 million,Less than $250 thousand,1,12,1531225.36,12
2011,35:17.9,Defense,IL,Less than $250 thousand,$5 - <$25 million,$5 - <$25 million,3,4,422206,4
2002,35:17.9,Defense,IL,$25 - <$100 million,Zero value,Zero value,11,94,495070109,95
2003,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,1,1,249846,1
2010,35:17.9,Defense,IL,Deobligation,Less than $250 thousand,Less than $250 thousand,1,2,-14400,2
2012,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,7,11,1140266.02,11
2012,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Deobligation,13,76,23397996.46,76
2010,35:17.9,Defense,IL,$250 thousand - <$1 million,Less than $250 thousand,Zero value,2,6,701725,6
2009,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,29,44,2999753.96,46
2005,35:17.9,Defense,IL,$5 - <$25 million,Zero value,$5 - <$25 million,2,2,35591010,2
2006,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,15,19,1676782.76,19
2013,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,9,28,4837636.713,28
2011,35:17.9,Defense,IL,Deobligation,Deobligation,Deobligation,978,1272,-72210218.03,1365
2007,35:17.9,Defense,IL,Less than $250 thousand,$250 thousand - <$1 million,$1 - <$5 million,10,16,1349421.29,3771
2010,35:17.9,Defense,IL,Less than $250 thousand,$250 thousand - <$1 million,Zero value,2,4,300000,4
2006,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$25 - <$100 million,1,4,3020110,4
2007,35:17.9,Defense,IL,Less than $250 thousand,$5 - <$25 million,Greater than $500 million,1,1,10366.73,1
2006,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Zero value,1,6,1496444.9,6
2004,35:17.9,Defense,IL,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,1,4,417609,4
2010,35:17.9,Defense,IL,Less than $250 thousand,Deobligation,Deobligation,18,48,1422568.47,48
2009,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,Deobligation,39,111,3119002.73,111
2012,35:17.9,Defense,IL,Deobligation,Deobligation,Deobligation,1076,1383,-109195818.4,1391
2013,35:17.9,Defense,IL,Zero value,$1 - <$5 million,$1 - <$5 million,3,3,0,3
2008,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,371,444,-63695785.75,444
2011,35:17.9,Defense,IL,Zero value,$5 - <$25 million,$250 thousand - <$1 million,1,8,0,8
2012,35:17.9,Defense,IL,Zero value,Zero value,Less than $250 thousand,3,4,0,4
2013,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Deobligation,23,103,47800549.45,103
2005,35:17.9,Defense,IL,$100 - <$500 million,Zero value,Zero value,1,28,163466591,31
2005,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,3,3,309384,3
2008,35:17.9,Defense,IL,Zero value,$250 thousand - <$1 million,$1 - <$5 million,4,6,0,6
2011,35:17.9,Defense,IL,Zero value,Zero value,Less than $250 thousand,3,4,0,4
2011,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,7,27,5744623,29
2011,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,$1 - <$5 million,4,23,47176549.68,23
2008,35:17.9,Defense,IL,$250 thousand - <$1 million,Deobligation,Deobligation,2,5,616496,5
2012,35:17.9,Defense,IL,Zero value,Zero value,$1 - <$5 million,1,2,0,2
2009,35:17.9,Defense,IL,Zero value,Zero value,$250 thousand - <$1 million,2,4,0,4
2007,35:17.9,Defense,IL,Less than $250 thousand,Zero value,Zero value,571,1127,32310657.1,1150
2011,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,Deobligation,53,116,2927243.37,116
2011,35:17.9,Defense,IL,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,25,83,1000362699,3530
2011,35:17.9,Defense,IL,$5 - <$25 million,$1 - <$5 million,$1 - <$5 million,2,22,17990608.01,22
2011,35:17.9,Defense,IL,$25 - <$100 million,Zero value,Zero value,1,43,25115518.18,43
2011,35:17.9,Defense,IL,$250 thousand - <$1 million,$5 - <$25 million,$5 - <$25 million,2,3,874848,3
2013,35:17.9,Defense,IL,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,9,16,1426108.023,16
2009,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,Zero value,1,1,890550,1
2009,35:17.9,Defense,IL,Zero value,$250 thousand - <$1 million,$1 - <$5 million,4,4,0,4
2008,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,Zero value,1,2,863885.5,2
2010,35:17.9,Defense,IL,Deobligation,Deobligation,Deobligation,855,1190,-133897153.1,1196
2009,35:17.9,Defense,IL,Less than $250 thousand,Zero value,Zero value,244,422,14411340.18,422
2007,35:17.9,Defense,IL,$250 thousand - <$1 million,Deobligation,Deobligation,1,8,595789,8
2013,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,6,12,1045196.309,12
2010,35:17.9,Defense,IL,$1 - <$5 million,Less than $250 thousand,Deobligation,1,12,1615244,12
2007,35:17.9,Defense,IL,Less than $250 thousand,$5 - <$25 million,$5 - <$25 million,6,6,734395.2,1231
2012,35:17.9,Defense,IL,Zero value,$250 thousand - <$1 million,$1 - <$5 million,3,3,0,3
2012,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,27,61,12810986.1,61
2010,35:17.9,Defense,IL,$5 - <$25 million,Zero value,Zero value,11,109,111584517.6,109
2011,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,252,281,-21697421.04,281
2011,35:17.9,Defense,IL,$5 - <$25 million,Less than $250 thousand,Less than $250 thousand,1,8,5943456.08,8
2005,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,12,18,6629919.27,18
2011,35:17.9,Defense,IL,Zero value,Less than $250 thousand,Zero value,3,3,0,3
2010,35:17.9,Defense,IL,Greater than $500 million,Greater than $500 million,Greater than $500 million,1,7,779734399.5,7
2013,35:17.9,Defense,IL,Less than $250 thousand,$5 - <$25 million,Zero value,1,1,50000,1
2009,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,Zero value,1,2,15328792.1,2
2006,35:17.9,Defense,IL,$1 - <$5 million,Less than $250 thousand,$250 thousand - <$1 million,1,4,1726390,4
2008,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,33,89,73900421.1,12420
2010,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,15,24,8679299.14,24
2011,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,14,51,36476433.68,56
2008,35:17.9,Defense,IL,Deobligation,Deobligation,Deobligation,469,602,-18973085.68,602
2005,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,707,978,-34826604.6,989
2004,35:17.9,Defense,IL,Zero value,Zero value,Zero value,429,522,0,522
2008,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,13,20,2461536.69,27
2013,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,44,85,4812670.255,85
2013,35:17.9,Defense,IL,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,5,16,2317899.131,16
2006,35:17.9,Defense,IL,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,2,11,6562133.8,11
2010,35:17.9,Defense,IL,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,4,29,5967580.02,29
2012,35:17.9,Defense,IL,Zero value,$5 - <$25 million,$5 - <$25 million,2,4,0,4
2011,35:17.9,Defense,IL,$25 - <$100 million,$100 - <$500 million,$100 - <$500 million,1,2,45669284,2
2010,35:17.9,Defense,IL,Less than $250 thousand,$250 thousand - <$1 million,$1 - <$5 million,1,3,216135,3
2008,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,Zero value,69,109,4079562.39,109
2010,35:17.9,Defense,IL,Zero value,$250 thousand - <$1 million,$1 - <$5 million,2,2,0,2
2012,35:17.9,Defense,IL,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,3,6,1863922.92,6
2013,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,$1 - <$5 million,6,50,54531134.67,65
2012,35:17.9,Defense,IL,Zero value,Less than $250 thousand,Zero value,1,1,0,1
2006,35:17.9,Defense,IL,$25 - <$100 million,$25 - <$100 million,$100 - <$500 million,1,5,98102518,5
2008,35:17.9,Defense,IL,$1 - <$5 million,Deobligation,Deobligation,1,3,1620062.62,3
2008,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$250 thousand - <$1 million,3,26,6607553.55,26
2012,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,Zero value,2,7,1026488.85,7
2005,35:17.9,Defense,IL,Less than $250 thousand,Zero value,Zero value,37301,39125,655581629.9,58907
2009,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,6,14,801796.77,14
2008,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,7,28,11217471.82,28
2006,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,1,7,2321677,7
2008,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,$250 thousand - <$1 million,1,9,6778677.02,9
2012,35:17.9,Defense,IL,Deobligation,Deobligation,Zero value,1,1,-177504,1
2013,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,14,26,9209388.789,26
2011,35:17.9,Defense,IL,Zero value,Zero value,Zero value,1161,1784,0,1831
2010,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,Zero value,1,2,730000,2
2010,35:17.9,Defense,IL,Less than $250 thousand,Zero value,Zero value,190,302,10190039.5,302
2013,35:17.9,Defense,IL,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,7,47,11471806.67,47
2001,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,108,143,-15926878,143
2013,35:17.9,Defense,IL,Zero value,Zero value,Less than $250 thousand,32,36,0,222
2009,35:17.9,Defense,IL,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,12,15,1158079.84,15
2012,35:17.9,Defense,IL,$250 thousand - <$1 million,Less than $250 thousand,$250 thousand - <$1 million,1,6,558713.87,6
2010,35:17.9,Defense,IL,Deobligation,Deobligation,Less than $250 thousand,1,2,-207,2
2008,35:17.9,Defense,IL,$25 - <$100 million,$25 - <$100 million,Deobligation,1,9,25082287,9
2006,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,1,4,976758,7
2003,35:17.9,Defense,IL,Zero value,Zero value,$250 thousand - <$1 million,39,39,0,39
2008,35:17.9,Defense,IL,$5 - <$25 million,$100 - <$500 million,$100 - <$500 million,1,2,19840000,2
2009,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Deobligation,10,48,23579086.73,48
2000,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,88,116,-18580376,117
2007,35:17.9,Defense,IL,$100 - <$500 million,$100 - <$500 million,$100 - <$500 million,3,6,733514018,7
2012,35:17.9,Defense,IL,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,1,5,1461805,5
2009,35:17.9,Defense,IL,Less than $250 thousand,$250 thousand - <$1 million,Zero value,2,8,384743.78,8
2010,35:17.9,Defense,IL,Deobligation,$5 - <$25 million,Deobligation,1,7,-3120000,7
2008,35:17.9,Defense,IL,Zero value,Less than $250 thousand,Zero value,7,7,0,7
2003,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,1,1,516740.71,2
2012,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,29,59,15395816.45,59
2011,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,Zero value,5,19,3792593.31,19
2009,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,19,66,10660910.62,66
2010,35:17.9,Defense,IL,Zero value,Zero value,Deobligation,2,4,0,4
2008,35:17.9,Defense,IL,Less than $250 thousand,Zero value,Zero value,342,689,22553888.11,689
2008,35:17.9,Defense,IL,$25 - <$100 million,$5 - <$25 million,$5 - <$25 million,1,6,31595681.55,6
2010,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,41081,44262,790404621.2,61475
2010,35:17.9,Defense,IL,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,3,5,462072,5
2010,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,395,980,839938317.9,35092
2012,35:17.9,Defense,IL,Less than $250 thousand,Deobligation,Deobligation,11,35,947844.26,35
2010,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,1,3,99144,3
2013,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,769,1167,354581972.8,4726
2013,35:17.9,Defense,IL,$5 - <$25 million,Deobligation,Deobligation,2,7,24386650.28,7
2007,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,1,2,1082981,2
2013,35:17.9,Defense,IL,Zero value,$250 thousand - <$1 million,Zero value,2,4,0,4
2006,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,752,918,-42749703.99,937
2011,35:17.9,Defense,IL,$25 - <$100 million,Deobligation,Deobligation,1,3,30037788,3
2009,35:17.9,Defense,IL,$250 thousand - <$1 million,$1 - <$5 million,$5 - <$25 million,1,2,298623.84,4
2003,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,350,471,-14454689,473
2006,35:17.9,Defense,IL,$250 thousand - <$1 million,Zero value,$1 - <$5 million,1,5,547538,5
2013,35:17.9,Defense,IL,Less than $250 thousand,$250 thousand - <$1 million,$1 - <$5 million,1,1,200000,1
2009,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,$1 - <$5 million,6,108,47132586.29,108
2004,35:17.9,Defense,IL,$250 thousand - <$1 million,Zero value,Zero value,754,1051,368372461,1286
2010,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,18,84,9671604.51,84
2011,35:17.9,Defense,IL,$1 - <$5 million,$5 - <$25 million,Deobligation,1,5,4007420.74,5
2012,35:17.9,Defense,IL,$100 - <$500 million,$100 - <$500 million,$100 - <$500 million,8,61,1258406346,1238
2013,35:17.9,Defense,IL,Deobligation,$1 - <$5 million,Deobligation,1,3,-8671.28,3
2010,35:17.9,Defense,IL,Less than $250 thousand,$5 - <$25 million,$25 - <$100 million,1,2,29813,2
2010,35:17.9,Defense,IL,Zero value,Zero value,Less than $250 thousand,3,3,0,3
2013,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,$5 - <$25 million,1,1,104937.9609,1
2012,35:17.9,Defense,IL,$1 - <$5 million,$250 thousand - <$1 million,Deobligation,4,31,8977918.55,31
2009,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,11,41,5890502.62,41
2006,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,156,201,74630984.15,203
2003,35:17.9,Defense,IL,$250 thousand - <$1 million,Zero value,Zero value,679,964,315915126,1114
2010,35:17.9,Defense,IL,Zero value,Zero value,$5 - <$25 million,2,4,0,4
2008,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,346,747,754536663.3,13574
2009,35:17.9,Defense,IL,$250 thousand - <$1 million,Zero value,Zero value,75,213,38066352.74,213
2011,35:17.9,Defense,IL,Deobligation,$250 thousand - <$1 million,Deobligation,2,13,-269224.29,13
2008,35:17.9,Defense,IL,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,8,9,863067,11
2007,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,546,676,-16078940.09,679
2009,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,35111,37795,682348741.8,51962
2008,35:17.9,Defense,IL,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,950,1553,446510993,17385
2011,35:17.9,Defense,IL,Deobligation,Deobligation,Zero value,1,1,-1103.08,1
2007,35:17.9,Defense,IL,$25 - <$100 million,$5 - <$25 million,Less than $250 thousand,1,6,32607314,6
2009,35:17.9,Defense,IL,Less than $250 thousand,$250 thousand - <$1 million,Deobligation,1,5,204954.27,5
2013,35:17.9,Defense,IL,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,9,59,384532053.9,60
2011,35:17.9,Defense,IL,$1 - <$5 million,Zero value,Zero value,33,218,80069460.81,218
2002,35:17.9,Defense,IL,Deobligation,Zero value,Zero value,159,214,-30698546,214
2011,35:17.9,Defense,IL,$5 - <$25 million,$5 - <$25 million,$25 - <$100 million,2,9,16058938.34,9
2013,35:17.9,Defense,IL,$1 - <$5 million,$5 - <$25 million,$25 - <$100 million,1,1,1960784.25,1
2009,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,Zero value,108,176,6648185.66,176
2009,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,$250 thousand - <$1 million,5,21,7335556.96,21
2013,35:17.9,Defense,IL,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,47735,50735,787543355.8,51586
2012,35:17.9,Defense,IL,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,11,61,21831942.53,61
2010,35:17.9,Defense,IL,$1 - <$5 million,Zero value,Zero value,41,273,86439291.22,273
2010,35:17.9,Defense,IL,$100 - <$500 million,$100 - <$500 million,$100 - <$500 million,6,44,1033149689,76
