fiscal_year,Query_Run_Date,Customer,popStatecode,StartYearObligatedAmount,StartYearbaseandexercisedoptionsvalue,StartYearMaxOfbaseandalloptions,CountOfPIID,CountofModnumber,SumOfobligatedAmount,SumOfnumberOfActions
2012,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,1,1,486120,1
2013,35:17.9,Defense,AE,Deobligation,Deobligation,Deobligation,6,7,-226701.5267,7
2008,35:17.9,Defense,AE,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,4,4,234933.12,4
2009,35:17.9,Defense,AE,Zero value,Zero value,Zero value,2,2,0,2
2009,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,4,352202.78,4
2012,35:17.9,Defense,AE,Less than $250 thousand,Zero value,Zero value,3,6,181584.64,6
2012,35:17.9,Defense,AE,Zero value,Zero value,Zero value,2,3,0,3
2013,35:17.9,Defense,AE,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,13,18,189428.6824,18
2010,35:17.9,Defense,AE,Zero value,Zero value,Zero value,1,2,0,2
2012,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,3,3,943471.75,3
2010,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,4,4,2502496.03,4
2011,35:17.9,Defense,AE,Less than $250 thousand,Deobligation,Deobligation,1,2,50074.82,2
2010,35:17.9,Defense,AE,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,20,30,1207401.77,30
2011,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,1,2,471225.49,2
2010,35:17.9,Defense,AE,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,1,1,339232.61,1
2008,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,2,999974.67,2
2012,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,1,2,356004.74,2
2009,35:17.9,Defense,AE,Deobligation,Deobligation,Deobligation,3,6,-14509.43,6
2011,35:17.9,Defense,AE,Zero value,Zero value,Zero value,7,7,0,7
2010,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,3,4,1265276.42,4
2011,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,1,1,346538.58,1
2012,35:17.9,Defense,AE,Deobligation,Deobligation,Deobligation,6,6,-123012.05,6
2010,35:17.9,Defense,AE,Deobligation,Deobligation,Deobligation,12,19,-212735.04,19
2011,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,1,4,375129,4
2013,35:17.9,Defense,AE,Zero value,Zero value,Zero value,3,3,0,3
2009,35:17.9,Defense,AE,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,12,16,587674.56,16
2012,35:17.9,Defense,AE,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,35,52,1857459.26,52
2012,35:17.9,Defense,AE,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,3,3,4674135.29,3
2010,35:17.9,Defense,AE,Zero value,Less than $250 thousand,Less than $250 thousand,1,1,0,1
2008,35:17.9,Defense,AE,Deobligation,Deobligation,Deobligation,1,1,-16222,1
2011,35:17.9,Defense,AE,Deobligation,Deobligation,Deobligation,6,8,-78137.34,8
2011,35:17.9,Defense,AE,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,14,27,914766.05,27
2011,35:17.9,Defense,AE,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,6,354732.46,6
2011,35:17.9,Defense,AK,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,4,7,2318385,7
2012,35:17.9,Defense,AK,Deobligation,Deobligation,Deobligation,513,644,-30346420.24,648
2010,35:17.9,Defense,AK,Deobligation,Deobligation,Less than $250 thousand,2,5,-40639.58,5
2002,35:17.9,Defense,AK,Zero value,Zero value,$5 - <$25 million,4,4,0,4
2006,35:17.9,Defense,AK,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,1,16,1111398,16
2009,35:17.9,Defense,AK,Less than $250 thousand,$250 thousand - <$1 million,$1 - <$5 million,1,2,212979.52,2
2005,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,$100 - <$500 million,1,22,11354531.49,22
2011,35:17.9,Defense,AK,$25 - <$100 million,$25 - <$100 million,$5 - <$25 million,1,41,44500594.83,41
2010,35:17.9,Defense,AK,$250 thousand - <$1 million,$1 - <$5 million,$250 thousand - <$1 million,1,4,729082,4
2009,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,5,9,12593349.26,9
2004,35:17.9,Defense,AK,$5 - <$25 million,Zero value,Zero value,46,246,450439039,246
2007,35:17.9,Defense,AK,$1 - <$5 million,$25 - <$100 million,$25 - <$100 million,1,3,4855776,3
2007,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,31,140,293259199.8,275
2008,35:17.9,Defense,AK,$25 - <$100 million,Zero value,Zero value,2,71,77501351.18,71
2011,35:17.9,Defense,AK,Deobligation,$250 thousand - <$1 million,Less than $250 thousand,1,10,-5763.14,10
2010,35:17.9,Defense,AK,Less than $250 thousand,$250 thousand - <$1 million,Less than $250 thousand,1,4,25791.2,4
2006,35:17.9,Defense,AK,Deobligation,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,-4006,1
2003,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,38,38,645136,38
2010,35:17.9,Defense,AK,Zero value,Zero value,Zero value,393,517,0,517
2006,35:17.9,Defense,AK,Zero value,$5 - <$25 million,$5 - <$25 million,1,1,0,1
2006,35:17.9,Defense,AK,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,3,3,1813418,3
2010,35:17.9,Defense,AK,$250 thousand - <$1 million,$1 - <$5 million,Less than $250 thousand,1,5,886825.42,5
2012,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,2,5,5672324,5
2012,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Deobligation,1,4,1281252.5,4
2008,35:17.9,Defense,AK,Less than $250 thousand,Zero value,Zero value,144,334,8366050.57,334
2006,35:17.9,Defense,AK,Deobligation,Zero value,Zero value,371,489,-40300321.5,489
2007,35:17.9,Defense,AK,$5 - <$25 million,$25 - <$100 million,$25 - <$100 million,1,4,13322822,4
2008,35:17.9,Defense,AK,$1 - <$5 million,$5 - <$25 million,$25 - <$100 million,1,4,2307011,4
2005,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,309,682,147996902,1017
2003,35:17.9,Defense,AK,Zero value,Zero value,$25 - <$100 million,3,3,0,3
2009,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,4,5,845817.02,5
2008,35:17.9,Defense,AK,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,9,10,0,10
2009,35:17.9,Defense,AK,$5 - <$25 million,$1 - <$5 million,$1 - <$5 million,2,8,11931164.61,8
2013,35:17.9,Defense,AK,$5 - <$25 million,Deobligation,Deobligation,1,20,20197429.94,20
2007,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,5,5,535549.15,321
2006,35:17.9,Defense,AK,Zero value,Zero value,Zero value,107,165,0,166
2013,35:17.9,Defense,AK,$5 - <$25 million,Less than $250 thousand,Less than $250 thousand,1,1,5505576,1
2008,35:17.9,Defense,AK,Zero value,Zero value,Zero value,526,691,0,691
2004,35:17.9,Defense,AK,$1 - <$5 million,Zero value,Zero value,89,277,198129788,278
2004,35:17.9,Defense,AK,Zero value,Zero value,Zero value,39,69,0,69
2009,35:17.9,Defense,AK,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,2,16,3897880,17
2009,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,3,6,1355937.82,6
2006,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,$250 thousand - <$1 million,1,1,515547,1
2009,35:17.9,Defense,AK,Zero value,Deobligation,Deobligation,1,1,0,1
2008,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,145,345,311262499.1,510
2010,35:17.9,Defense,AK,Deobligation,Deobligation,Deobligation,444,586,-29216322.82,586
2002,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,800000,1
2012,35:17.9,Defense,AK,Zero value,$250 thousand - <$1 million,$1 - <$5 million,1,1,0,1
2013,35:17.9,Defense,AK,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,2,9,4367225.756,9
2008,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,4,8,11719326.73,8
2009,35:17.9,Defense,AK,Zero value,$25 - <$100 million,$25 - <$100 million,1,1,0,1
2012,35:17.9,Defense,AK,$25 - <$100 million,Zero value,Zero value,1,48,45556749,235
2004,35:17.9,Defense,AK,Zero value,Less than $250 thousand,Less than $250 thousand,10,14,0,14
2007,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Zero value,8,11,332593,11
2013,35:17.9,Defense,AK,$1 - <$5 million,$25 - <$100 million,$100 - <$500 million,1,6,1727872.281,6
2007,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,349,565,179045151.8,764
2006,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,3,5,1365543,5
2008,35:17.9,Defense,AK,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,2,2,256671,2
2010,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,4,24,2651244,24
2006,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,36,45,75873238.2,45
2013,35:17.9,Defense,AK,$25 - <$100 million,Zero value,Zero value,1,61,46671733.66,300
2012,35:17.9,Defense,AK,Zero value,Less than $250 thousand,Deobligation,1,2,0,2
2006,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,6,11,47268982,11
2007,35:17.9,Defense,AK,$25 - <$100 million,$1 - <$5 million,Deobligation,1,7,29757806,7
2009,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,4,12,2252379.02,12
2010,35:17.9,Defense,AK,Deobligation,Zero value,Zero value,106,130,-19325520.17,130
2013,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,Zero value,2,15,13463983.99,15
2013,35:17.9,Defense,AK,$5 - <$25 million,Zero value,Zero value,1,9,6649935.92,9
2011,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,5,17,2770811.89,17
2013,35:17.9,Defense,AK,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,2,6,5807188.17,6
2010,35:17.9,Defense,AK,Zero value,Zero value,Less than $250 thousand,3,3,0,3
2012,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,5,15,2141174.74,15
2007,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,Deobligation,1,8,11529910,8
2002,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,237,403,116019227,438
2006,35:17.9,Defense,AK,$1 - <$5 million,$25 - <$100 million,$25 - <$100 million,1,2,2777000,2
2007,35:17.9,Defense,AK,Less than $250 thousand,$1 - <$5 million,$5 - <$25 million,2,2,69478,2
2006,35:17.9,Defense,AK,Less than $250 thousand,Deobligation,Deobligation,1,1,7300,1
2008,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Zero value,29,40,1441836.96,40
2013,35:17.9,Defense,AK,Deobligation,Less than $250 thousand,Less than $250 thousand,2,7,-14543397.1,7
2011,35:17.9,Defense,AK,Less than $250 thousand,Zero value,Zero value,27,37,1207976.93,37
2006,35:17.9,Defense,AK,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,101,2720385,101
2006,35:17.9,Defense,AK,Deobligation,Less than $250 thousand,Less than $250 thousand,1,2,-1063,2
2011,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,143,352,329453225,369
2009,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,8,18,5053110.96,18
2005,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Zero value,1,1,1961876.32,1
2010,35:17.9,Defense,AK,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,3,13,1845768.78,13
2012,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,10,29,5711653.16,29
2010,35:17.9,Defense,AK,Zero value,Less than $250 thousand,Zero value,1,1,0,1
2013,35:17.9,Defense,AK,Zero value,Less than $250 thousand,Zero value,3,3,0,3
2006,35:17.9,Defense,AK,$1 - <$5 million,$250 thousand - <$1 million,$5 - <$25 million,1,3,1100000,3
2012,35:17.9,Defense,AK,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,2,6,3567315,6
2011,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,$100 - <$500 million,1,16,16364247,16
2000,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,204,300,101659577,312
2009,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,$25 - <$100 million,2,3,26978515,3
2009,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Zero value,2,4,3348078.95,4
2008,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$5 - <$25 million,3,5,1870527.76,17
2006,35:17.9,Defense,AK,$1 - <$5 million,Zero value,Zero value,104,345,219352627.6,346
2008,35:17.9,Defense,AK,$5 - <$25 million,$1 - <$5 million,$1 - <$5 million,1,26,23165389.37,26
2009,35:17.9,Defense,AK,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,11,98,568497251.1,100
2009,35:17.9,Defense,AK,Deobligation,Zero value,Zero value,89,126,-22757912.29,126
2011,35:17.9,Defense,AK,$250 thousand - <$1 million,$1 - <$5 million,$250 thousand - <$1 million,1,8,976521.38,8
2006,35:17.9,Defense,AK,Zero value,$250 thousand - <$1 million,$1 - <$5 million,1,3,0,3
2013,35:17.9,Defense,AK,Deobligation,Deobligation,Deobligation,377,474,-33149592.16,474
2007,35:17.9,Defense,AK,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,2,28,4611176,28
2008,35:17.9,Defense,AK,Zero value,Zero value,$250 thousand - <$1 million,1,1,0,1
2010,35:17.9,Defense,AK,Zero value,Deobligation,Deobligation,8,9,0,9
2006,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,6,8,518052,8
2006,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,Zero value,1,2,6544014,2
2009,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,168,335,363054924.6,485
2001,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,238,355,113894863,382
2010,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,10,38,5116787.43,38
2007,35:17.9,Defense,AK,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,3,5,506650,5
2002,35:17.9,Defense,AK,Zero value,Zero value,$1 - <$5 million,5,5,0,5
2003,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,381,597,189196260,646
2011,35:17.9,Defense,AK,$100 - <$500 million,$100 - <$500 million,$100 - <$500 million,1,1,104438609.1,1
2006,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,687,864,29637079.19,866
2007,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$100 - <$500 million,2,2,90717.69,8
2007,35:17.9,Defense,AK,$25 - <$100 million,Greater than $500 million,Greater than $500 million,1,1,29951782,1
2013,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,Less than $250 thousand,1,13,13807943.63,13
2012,35:17.9,Defense,AK,Zero value,Zero value,Deobligation,1,1,0,1
2006,35:17.9,Defense,AK,Zero value,Deobligation,Deobligation,2,2,0,2
2001,35:17.9,Defense,AK,Deobligation,Zero value,Zero value,52,62,-6785741,64
2008,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,6,23,4471712.61,23
2007,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,17,32,8257520.67,149
2000,35:17.9,Defense,AK,$5 - <$25 million,Zero value,Zero value,30,147,331687625,147
2008,35:17.9,Defense,AK,Less than $250 thousand,Deobligation,Deobligation,3,7,184895.5,7
2008,35:17.9,Defense,AK,Zero value,Less than $250 thousand,Less than $250 thousand,35,45,0,46
2012,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,4,13,2442753.29,13
2002,35:17.9,Defense,AK,Zero value,Zero value,Less than $250 thousand,5,5,0,5
2007,35:17.9,Defense,AK,$250 thousand - <$1 million,Deobligation,Deobligation,4,20,1601513.6,20
2011,35:17.9,Defense,AK,Deobligation,Deobligation,Deobligation,429,518,-18499580.14,522
2013,35:17.9,Defense,AK,Zero value,Deobligation,Deobligation,8,11,0,11
2009,35:17.9,Defense,AK,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,3,3,0,3
2011,35:17.9,Defense,AK,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,2,25,6704660.54,25
2006,35:17.9,Defense,AK,$5 - <$25 million,Zero value,$5 - <$25 million,1,1,15593500,2
2005,35:17.9,Defense,AK,Less than $250 thousand,Zero value,Less than $250 thousand,2,2,349446,2
2006,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,1,1,1372920,1
2007,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,20,35,2095144.26,686
2012,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,3,7,488451.92,7
2008,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,389,667,196315461.8,1863
2010,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,145,417,303529882.8,426
2005,35:17.9,Defense,AK,Less than $250 thousand,Zero value,$250 thousand - <$1 million,1,1,50000,1
2010,35:17.9,Defense,AK,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,9,43,384602977.9,49
2013,35:17.9,Defense,AK,Zero value,$1 - <$5 million,$1 - <$5 million,2,2,0,2
2009,35:17.9,Defense,AK,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,1,3,675309,3
2009,35:17.9,Defense,AK,Less than $250 thousand,Deobligation,Deobligation,2,4,36580,4
2009,35:17.9,Defense,AK,$5 - <$25 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,5,5293255.27,5
2013,35:17.9,Defense,AK,Deobligation,Zero value,Zero value,50,56,-4144010.54,56
2003,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,303025,1
2012,35:17.9,Defense,AK,$100 - <$500 million,$100 - <$500 million,$100 - <$500 million,3,6,482313023,6
2011,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,5,7,2801501.18,7
2002,35:17.9,Defense,AK,Zero value,Zero value,Zero value,12,23,0,24
2007,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,4037,4975,137337676.5,5367
2009,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,16,28,1715558.23,29
2012,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Zero value,1,2,2260060.21,2
2011,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,Less than $250 thousand,1,10,15004391.34,10
2003,35:17.9,Defense,AK,$1 - <$5 million,Zero value,Zero value,139,315,281481592,319
2011,35:17.9,Defense,AK,Zero value,Less than $250 thousand,Less than $250 thousand,43,48,0,48
2013,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,5,12,1896642.606,12
2008,35:17.9,Defense,AK,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,2,10,7139930,10
2005,35:17.9,Defense,AK,Less than $250 thousand,$250 thousand - <$1 million,$1 - <$5 million,3,3,59150.47,3
2008,35:17.9,Defense,AK,$25 - <$100 million,$25 - <$100 million,Less than $250 thousand,1,54,42946106,212
2012,35:17.9,Defense,AK,$5 - <$25 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,15,11189806.79,15
2013,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,1852,2515,78964972.47,3988
2002,35:17.9,Defense,AK,Zero value,Zero value,$250 thousand - <$1 million,1,1,0,1
2010,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,40,60,2640152.27,60
2013,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Zero value,3,7,8455608.813,7
2011,35:17.9,Defense,AK,$5 - <$25 million,Zero value,Zero value,3,29,36262223.86,29
2013,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,Deobligation,1,17,17590781.34,17
2013,35:17.9,Defense,AK,$5 - <$25 million,$25 - <$100 million,$25 - <$100 million,1,14,14525877.25,14
2013,35:17.9,Defense,AK,$1 - <$5 million,Zero value,Zero value,4,28,11255525.84,28
2010,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Deobligation,19,73,1847119.1,73
2010,35:17.9,Defense,AK,Deobligation,Less than $250 thousand,Less than $250 thousand,4,12,-45978.12,13
2006,35:17.9,Defense,AK,$250 thousand - <$1 million,$5 - <$25 million,$5 - <$25 million,2,6,1890977,6
2010,35:17.9,Defense,AK,Zero value,Less than $250 thousand,Less than $250 thousand,53,68,0,68
2011,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$250 thousand - <$1 million,1,5,1828400.05,5
2011,35:17.9,Defense,AK,Less than $250 thousand,Zero value,Deobligation,1,3,109997.63,3
2004,35:17.9,Defense,AK,$25 - <$100 million,Zero value,Zero value,10,71,401545180,71
2012,35:17.9,Defense,AK,Zero value,$1 - <$5 million,$1 - <$5 million,3,3,0,3
2001,35:17.9,Defense,AK,$1 - <$5 million,Zero value,Zero value,97,242,197642887,252
2010,35:17.9,Defense,AK,Less than $250 thousand,$1 - <$5 million,Less than $250 thousand,1,2,154202.7,2
2011,35:17.9,Defense,AK,Zero value,$1 - <$5 million,$1 - <$5 million,4,4,0,4
2007,35:17.9,Defense,AK,$250 thousand - <$1 million,Zero value,Zero value,46,265,25233119.16,265
2002,35:17.9,Defense,AK,Less than $250 thousand,Zero value,Zero value,2315,2848,101509058,2859
2011,35:17.9,Defense,AK,$25 - <$100 million,$1 - <$5 million,$1 - <$5 million,1,20,40931139.88,20
2002,35:17.9,Defense,AK,$1 - <$5 million,Zero value,Zero value,98,323,211722980,323
2011,35:17.9,Defense,AK,$5 - <$25 million,$5 - <$25 million,$25 - <$100 million,1,5,11717851.47,5
2004,35:17.9,Defense,AK,Zero value,$25 - <$100 million,$25 - <$100 million,1,1,0,1
2013,35:17.9,Defense,AK,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,4,5,0,5
2012,35:17.9,Defense,AK,$5 - <$25 million,$1 - <$5 million,Deobligation,1,12,6757107.26,12
2011,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,2668,3577,125436319,4994
2008,35:17.9,Defense,AK,$250 thousand - <$1 million,Deobligation,Deobligation,1,8,281688,8
2008,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Zero value,3,4,7418584,4
2000,35:17.9,Defense,AK,Deobligation,Zero value,Zero value,69,86,-14233608,86
2006,35:17.9,Defense,AK,$5 - <$25 million,$100 - <$500 million,$100 - <$500 million,1,1,8960060.34,1
2012,35:17.9,Defense,AK,$25 - <$100 million,Deobligation,Deobligation,1,26,44298794.74,26
2006,35:17.9,Defense,AK,Deobligation,Deobligation,Deobligation,1,1,-2635,1
2011,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Deobligation,27,76,2203055.95,76
2006,35:17.9,Defense,AK,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,2,7,2241349,7
2007,35:17.9,Defense,AK,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,6,6,406876,6
2005,35:17.9,Defense,AK,$1 - <$5 million,Zero value,Zero value,154,419,351924808,420
2013,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Deobligation,28,83,1954624.148,83
2009,35:17.9,Defense,AK,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,6,7,726942.86,7
2007,35:17.9,Defense,AK,$5 - <$25 million,Less than $250 thousand,Zero value,1,2,13088858.6,2
2010,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,3155,4318,131495186.2,5742
2011,35:17.9,Defense,AK,$1 - <$5 million,$250 thousand - <$1 million,Zero value,1,7,4653056.05,7
2008,35:17.9,Defense,AK,Deobligation,Deobligation,Deobligation,216,309,-8817751.1,309
2008,35:17.9,Defense,AK,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,3,7,354242,7
2010,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,399,837,197099225.2,1893
2009,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,427,698,217374266.9,1518
2006,35:17.9,Defense,AK,$250 thousand - <$1 million,$1 - <$5 million,$5 - <$25 million,1,3,530386,3
2012,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,5,30,9028765.48,32
2011,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,18,30,2398982.98,30
2013,35:17.9,Defense,AK,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,13,36,6611974.787,36
2005,35:17.9,Defense,AK,$1 - <$5 million,Zero value,$1 - <$5 million,4,4,8785761,4
2000,35:17.9,Defense,AK,Less than $250 thousand,Zero value,Zero value,1014,1137,73741822,1180
2012,35:17.9,Defense,AK,Less than $250 thousand,Less than $250 thousand,Deobligation,43,132,2760581.79,132
2008,35:17.9,Defense,AK,Zero value,$1 - <$5 million,$1 - <$5 million,4,7,0,7
2010,35:17.9,Defense,AK,$5 - <$25 million,$25 - <$100 million,$5 - <$25 million,1,27,24832796.15,27
2007,35:17.9,Defense,AK,Deobligation,Zero value,Zero value,263,400,-14742205.31,400
2003,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,1,1,2236681,1
2007,35:17.9,Defense,AK,Zero value,Deobligation,Deobligation,5,6,0,6
2007,35:17.9,Defense,AK,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,4,22,6880574,22
2010,35:17.9,Defense,AK,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,4,17,6521812.24,17
2013,35:17.9,Defense,AK,Deobligation,Deobligation,Zero value,1,1,-16240.5303,1
