Filename,Filename.1,MajorCommandID,pEffComp,pNoEffComp,pPlatEnC,pPlatOther,pPlatFnC,pPlatLand,pPlatVessel,pPlatAir,pPlatWnA,pPlatMnS,pPSRProducts,pPSRServices,pRnD,pPscEnC,pPscICT,pPscPAMS,pPscOther,pPscFRSnC,pPscERS,pPscRnD,pPscLand,pPscFuels,pPscShips,pPscMED,pPscAir,pPscCloth,pPscLnM,pPscMnS,pPscEngines,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeEPA,pFeeIncentive,pFeeFixed,pFeeRedermination,pFeeAward,pFeeEffort,pIDV,pAward,pVehBPA,pVehFSS,pVehMAC,pVehPur,pVehSAC,pVehDef,pVehOIDV,pNoComp1Source,pNoCompOther,pNoCompFollowOn,pComp1Offer,pComp2Offers,pComp3or4Offers,pComp5pOffers,pCompNo.Comp...Unlabeled.,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,TotalThreshold,AnnualThreshold,Exclude,PredFit90,PredLwr90,PredUpr90,PredFit95,PredLwr95,PredUpr95
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2937,0.330197119,0.669802881,0.259332119,0.356850453,0.086444023,0.007964137,0.038305626,0.220335856,0.029514174,0.001253612,0.463074406,0.527151915,0.009773679,0.092293061,0.158052952,0.228690466,0.066338588,0.045163231,0.046776717,0.009773679,0.006357626,0.000300998,0.009676597,0.048468549,0.156908136,0.028534937,0.025730476,0.001411989,0.075521999,0.831329601,0.000126148,0.168532756,1.15E-05,0.831667025,0.001564359,0.000802228,0.157884193,0,0.0080707,1.15E-05,0.774401714,0.225598286,0.009386297,0.052903254,0.157401775,0.096641134,0.475796732,0.130825094,0.077045714,0.459767125,0.095241958,0.015533071,0.112418438,0.08635826,0.129393587,0.101216737,7.08E-05,3.819864917,12.24228029,1.369255511,2.183998935,7668265737,71179,107732.1364,0.019198109,7668265737,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.513740371,0.228579051,0.798901692,0.513740371,0.171404487,0.856076255
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2939,0.830478284,0.169521716,0.04945827,0.732819406,0.015301385,0.006600151,0.195708188,8.81E-05,2.45E-05,0,0.080244379,0.919734561,2.11E-05,0.000262217,0.047445333,0.061294953,0.021908191,0.001505356,0.80943287,2.11E-05,-5.69E-07,0.010175185,0.040943841,5.60E-05,6.26E-05,0,2.45E-05,3.08E-05,0.006837617,0.966141111,0,0.027683551,0.006175339,0.917987192,0.005532163,0,0.023140019,0,0.047165287,0.006175339,0.154835519,0.845164481,0.001304115,0.004070226,0.042374538,0.045385573,0.107039381,0.799778908,4.73E-05,0.045914822,0.022294678,2.40E-05,0.104848255,0.184052349,0.166571346,0.476294583,0,4.942353374,6.360655738,1.630901685,1.799202479,1758997386,3948,445541.3846,0.139033514,1758997386,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.689330117,0.401323161,0.977337073,0.689330117,0.34357805,1.035082183
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2940,0.790387125,0.209612875,0.009323004,0.0438735,0.939610607,0.002856945,0.003049746,7.12E-05,0.001215022,0,0.014912808,0.981362823,0.003724369,0.002461768,0.003601307,0.125855876,0.006383973,0.837539221,0.014251556,0.003724369,0.001515325,2.29E-06,0.002251754,0.000114863,7.12E-05,6.75E-05,-4.81E-08,8.32E-06,0.002150701,0.938156597,0.00021248,0.061576887,5.40E-05,0.936873521,0,4.13E-05,0.011309682,4.87E-05,0.051716327,1.05E-05,0.70699737,0.29300263,0.002199399,0.002081093,0.367000148,0.004798205,0.331043016,0.288342359,0.00453578,0.022234758,0.161563413,0.008883769,0.027461698,0.081091895,0.241223023,0.457442924,9.85E-05,7.297284341,15.20241692,1.856380334,2.302293372,8243724648,25667,321179.906,0.035046044,8243724648,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.672309833,0.388192215,0.956427451,0.672309833,0.331226913,1.013392753
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2941,0.348633898,0.651366102,0.074263161,0.166370663,0.017362077,0.003023703,0.637566445,0.00123577,0.071658789,0.028519392,0.710691346,0.234520063,0.054788592,0.058323808,0.005864365,0.120910077,0.012746485,0.00577118,0.101970941,0.054788592,0.000664432,2.50E-06,0.477323603,3.50E-06,0.001203095,0.000251353,0.059915059,0.026427147,0.073833869,0.317817643,0.001215907,0.680677524,0.000288925,0.166540081,0.00040296,0.302385515,0.464867716,0.000383341,0.065131462,0.000288925,0.217777461,0.782222539,0.001715214,0.004387532,0.113159699,0.007435814,0.075477666,0.774798962,0.023025113,0.540505174,0.039325939,0.000281579,0.071845536,0.210428841,0.118935603,0.01866697,1.04E-05,2.495997469,15.93034826,1.168345554,2.063168261,29864573696,24211,1233512.606,0.093794871,29864573696,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.354092385,0.065928671,0.6422561,0.354092385,0.008152131,0.70003264
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2942,0.037650523,0.962349477,0.01433642,0.169879731,0.003242335,7.69E-05,-0.007023887,8.33E-06,0.11673561,0.702744544,0.722941261,0.238910251,0.038148488,0.005015477,0.003438446,0.230590353,0.001141005,0.003004784,0.001874997,0.038148488,3.53E-05,0,0.0001128,1.67E-06,0,0.000147653,0.051206389,0.665261425,2.12E-05,0.62895525,1.11E-05,0.362783468,0.008250224,0.128813995,0,0.624019161,0.238903978,0,1.26E-05,0.008250224,0.005270243,0.994729757,0.000167557,0.002710581,0.000299865,0.000792847,0.000668979,0.993957081,0.001403089,0.903969947,0.049764929,0.000545474,0.008058767,0.029258643,0.007788253,0.000603627,1.04E-05,2.225759747,6.629032258,1.120323859,1.52382075,2392224088,410,5834692.898,1.948152329,2392224088,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.202670126,-0.113039455,0.518379706,0.202670126,-0.176338914,0.581679166
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2943,0.640770954,0.359229046,0.314173949,0.376499464,0.17799917,0.103519403,0.001724031,0.01547607,0.010608362,-4.49E-07,0.389043218,0.587154821,0.023801961,0.145070255,0.150544407,0.290306258,0.101238454,0.104558673,0.041211605,0.023801961,0.095480651,0.002116491,0.001599157,0.000533878,0.007893717,0.014610017,0.009517428,0.000206548,0.0113105,0.87264748,0.024506449,0.102846071,0,0.866599841,0.000501465,0.013078522,0.083012248,0.017494439,0.019313486,0,0.65924195,0.34075805,0.041134261,0.075556727,0.12408981,0.042350868,0.395002696,0.298335652,0.023529986,0.165594434,0.067351288,0.00080067,0.131357363,0.091332366,0.242635388,0.30096153,-3.30E-05,4.57569192,11.5664557,1.544502084,2.094879054,2971504955,12006,247501.6621,0.070864446,2971504955,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.679581271,0.405456897,0.953705645,0.679581271,0.350495231,1.008667312
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2944,0.571452121,0.428547879,0.675583395,0.249516826,0.006984472,0.000151736,0.003026245,0.045960769,0.000281268,0.018495289,0.270906001,0.629582039,0.09951196,0.217009818,0.398943302,0.196850641,0.005952098,0.000884311,0.032890025,0.09951196,6.56E-05,9.52E-06,0.002913731,1.38E-05,0.044252968,0.000102925,0,1.09E-05,0.000588444,0.359912987,0.005630327,0.634442792,1.39E-05,0.353103849,0,0.08160642,0.528656166,0,0.036619671,1.39E-05,0.812543754,0.187456246,0.015479063,0.011216474,0.465154508,0.014914513,0.310218786,0.172591822,0.010424834,0.143893921,0.048729873,0.019743286,0.208660908,0.239358757,0.179829295,0.159442913,0.000341046,4.119334455,15.76357827,1.296848042,2.085544502,5200071379,11223,463340.5844,0.109997562,5200071379,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.61399052,0.338410622,0.889570417,0.61399052,0.283157125,0.944823914
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-2945,0.590546094,0.409453906,0.080564674,0.809255254,0.024048213,0.000107236,0.041963694,0.000957021,0.000502233,0.042601675,0.071674469,0.186351899,0.741973632,0.038725389,0.017284468,0.163910355,0.023965821,0.000593213,0.004424301,0.741973632,0.000114358,2.66E-05,0.007606473,0.000139562,0.000112601,4.61E-05,0.000112238,0,0.000964902,0.136997079,0.00298608,0.857821611,0.00219523,0.182610585,0,0.002513085,0.77966104,0,0.03302006,0.00219523,0.430053714,0.569946286,0.000181949,0.0266588,0.124278788,0.057920983,0.248710395,0.516056808,0.026192277,0.081701964,0.132859178,0.000437632,0.192906486,0.153727343,0.062960565,0.375380606,2.62E-05,311.0721301,152.2489083,3.211138119,2.871304483,1291282747,5643,228829.1241,0.185833448,1291282747,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.651012866,0.364297788,0.937727944,0.651012866,0.306811698,0.995214034
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-3960,0.845849281,0.154150719,0.029790524,0.966625189,0.000506881,0,0,0.003086009,0,-8.60E-06,0.337907982,0.596980492,0.065111526,0.01356375,0.016226775,0.062200565,0.321257441,1.71E-05,0.515182607,0.065111526,0,0,0,0.003353485,0.003086009,1.26E-05,0,-1.19E-05,0,0.756823651,0.037004238,0.206172111,0,0.801721292,0,0.006797445,0.186494855,0,0.004986408,0,0.892894485,0.107105515,0.001615895,0.005862897,0.204803534,0.000535031,0.680612159,0.106570484,0,0.109015814,0.02026388,-0.000144967,0.04090491,0.527747593,0.103343895,0.198868875,0,3.580635843,8.223140496,1.367349277,1.834028145,1922311096,999,1924235.331,0.787736949,1922311096,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.832603273,0.548986966,1.11621958,0.832603273,0.492122176,1.17308437
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-4383,0.703011603,0.296988397,0.111414599,0.164416652,0.66836451,0.009450954,0.00036598,0.044731813,0.001255492,0,0.272747254,0.727651374,-0.000398628,0.07947845,0.025199689,0.076259802,0.15324739,0.524001627,0.057799894,-0.000398628,0.008334395,0.000236329,0.00036598,0.044390362,0.002830064,0.024027801,0.000656079,0.002279635,0.001291131,1.002087156,-4.31E-05,-0.002044056,0,0.98641392,0.015466618,-0.002044056,0,0,0.000163518,0,0.498990671,0.501009329,0.023264953,0.0809247,0.092831005,0.108811905,0.297387953,0.392386829,0.004392656,0.032813084,0.175190362,0.002328513,0.086656439,0.126766847,0.328235447,0.248009309,0,5.798569018,8.4,1.642322263,1.952681179,266766087.5,2875,92788.20433,0.148904127,266766087.5,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.686428349,0.414200972,0.958655726,0.686428349,0.359619652,1.013237046
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-4404,0.34835783,0.65164217,0.166975514,0.799854588,0.016483051,0,0,0.016668463,1.84E-05,0,0.125709019,0.841382825,0.032908156,0.119808324,0.047199593,0.766465665,0.005900695,0.01088348,0.016834087,0.032908156,0,0,0,0,0,0,0,0,0,0.670685502,0.064410235,0.217088277,0.047815985,0.76803049,0,0,0.184153525,0,0,0.047815985,0.449084202,0.550915798,0.031020943,0.07112659,0.088189482,0.006791943,0.249801774,0.544235485,0.008833782,0.216028458,0.263640926,-5.17E-06,0.167610412,0.114248104,0.145233969,0.093185037,5.83E-05,3.065314886,4.268656716,1.261713857,1.4348058,195823155.9,411,476455.3672,0.860178204,195823155.9,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.691023948,0.417932614,0.964115281,0.691023948,0.363178071,1.018869824
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-4774,0.433215111,0.566784889,0.072307875,0.815970525,0.11624468,-0.003282836,1.27E-05,-5.10E-05,-0.001201945,0,0.653619903,0.346604643,-0.000224546,0.0369274,0.028868402,0.181871417,0.006467484,0.096581133,0.037603397,-0.000224546,-0.005019551,0.609521561,1.27E-05,0.001680294,-9.03E-05,0.007121191,0.006078406,-0.007398009,-1.03E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627299728.3,3566,175911.3091,0.071972692,627299728.3,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,NA,NA,NA,NA,NA,NA
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-4793,0.083533644,0.916466356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.462492451,0.537507549,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.916466356,0.083277867,0,0.000255778,0,1.084300977,2,0.72719445,0.99396266,58163647.74,3932,14792.38244,0.007555718,58163647.74,"[ 1.00e+07, 1.00e+08)","[ 1.00e+07, 1.00e+08)",TRUE,0.909892346,0.618911548,1.200873144,0.909892346,0.560570186,1.259214507
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-4894,0.704056726,0.295943274,0.007774943,0.733823841,0.258173289,0,4.64E-05,5.36E-06,0.000176195,0,0.015907578,0.370899885,0.613192537,0.004543055,0.003239298,0.11359753,0.009032865,0.242349033,0.000232457,0.613192537,0,0,0,0.011481566,5.36E-06,0.002150106,0.000176195,0,0,0.323550102,0.004428479,0.671838357,0.000183063,0.328884674,-0.000138182,-0.000273582,0.670116904,0,0.001227123,0.000183063,0.945499669,0.054500331,0.000135887,0.016805883,0.29912659,0.00742821,0.62860389,0.04707212,0.000827419,0.004136308,0.024220859,0.001676396,0.269032603,0.413281049,0.135770649,0.151882137,0,3.918262426,10.0738255,1.267998147,2.045697726,2969858769,2520,1178515.384,0.376688811,2969858769,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.77030708,0.488513969,1.05210019,0.77030708,0.432014729,1.10859943
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,ORG-4955,0.442642379,0.557357621,0.748431079,0.198732288,0.051955346,0.000881288,0,0,0,0,0.261053381,0.738946619,0,0.214812956,0.530129581,0.190739516,0.046034456,0.011903301,0.005137032,0,0,0,0,0.00103719,0,0.000205969,0,0,0,0.897172172,0.082555604,0.005980763,0.014291461,0.985708539,0,0,0,0,0,0.014291461,0.868432216,0.131567784,0.24301483,0.381098984,0.013124472,0.0292396,0.130953365,0.102959064,0.099609686,0.047684672,0.249688438,0.000444649,0.256174536,0.089106632,0.200323647,0.153435841,0.003141585,2.932935993,4.310344828,1.241375593,1.504224047,108618317.7,520,208881.3803,0.539992867,108618317.7,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.524177887,0.241618646,0.806737128,0.524177887,0.184965797,0.863389976
data\defense_mcc_competition_combined_2014.csv,data\defense_mcc_competition_combined_2014.csv,Uncategorized,0.70985399,0.29014601,0.200040325,0.658097588,0.009122219,0.001150628,0.002895214,0.014542866,0.002585378,0.111565783,0.113575916,0.734170826,0.152253258,0.051337298,0.131198382,0.154186202,0.003200509,0.0051729,0.087618306,0.152253258,0.000910858,8.38E-07,0.002723797,0.355995037,0.00144629,0.001317462,0.001802859,0.050777294,5.87E-05,0.391777289,0.006521431,0.598461409,0.003239871,0.362312797,0.002869911,0.109232083,0.488142336,-6.22E-06,0.03420922,0.003239871,0.402808816,0.597191184,0.018071747,0.041769088,0.091091814,0.015795004,0.208498712,0.584659199,0.040114437,0.164388014,0.083306989,0.002062654,0.06724054,0.396468944,0.131354766,0.154733567,0.000444526,5.161944171,43.79117647,1.376111545,2.621957109,35463774900,45967,771505.0993,0.051355629,35463774900,"[ 1.00e+08, 4.96e+10]","[ 1.00e+08, 4.96e+10]",FALSE,0.670687607,0.397470051,0.943905163,0.670687607,0.342690201,0.998685013
