"ContractingOfficeID","pNoEffComp","pEffComp","pPlatEnC","pPlatFnC","pPlatOther","pPlatLand","pPlatWnA","pPaltMnS","pPlatAir","pPlatVessel","pProducts","pServices","pRnD","pPscEnC","pPscOther","pPscFuels","pPscICT","pPscFRSnC","pPscPAMS","pPscERS","pPscEngines","pPscLnM","pPscMED","pPscMnS","pPscAir","pPscLand","pPscRnD","pPscShips","pPscCloth","pPriceFixed","pPriceTime","pPriceCost","pPriceOther","pFeeNone","pFeeRedermination","pFeeEPA","pFeeFixed","pFeeAward","pFeeIncentive","pFeeEffort","pIDV","pAward","pVehFSS","pVehSAC","pVehBPA","pVehPur","pVehDef","pVehMAC","pVehOIDV","pNoComp1Source","pCompNo Comp. (Unlabeled)","pComp1Offer","pComp2Offers","pComp3or4Offers","pComp5pOffers","pNoCompOther","pNoCompFollowOn","wavOffers","avOffers","lwavOffers","lavOffers","TotalValue","TotalCount","avSize","lavSize","MaxAnnualValue","ExcludeLow","ExcludeHigh"
"N00038",0.327744228195187,0.672255771804813,0.670095726092185,0.267843741792346,0.0617357473401225,0.000324784775346386,0,0,0,0,0.913673813399849,0.0863261866001506,0,0.630003916847035,0.271462148283223,0,0.0327354688310636,0,0.0404457143533091,0.0131450034157779,0.00520476201278011,0,0,0,0,0.000324784775346386,0,0,0.00667820148146461,1,0,0,0,0.999148981085619,0,0,0,0.000851018914380476,0,0,0.997406097635159,0.00259390236484083,0.996672656758886,0,0,0.0026215145365541,0,0,0.000705828704560096,0.19151204757521,0,0.121529987315664,0.0564397313515042,0.355683452517859,0.260443139535789,0.0133953307890146,0.000996310914959602,4.91422489376281,14.3404255319149,1.55044554921562,2.25280673113839,11400234.9417115,623,18298.9324907086,0.17905012076228,2269394.96433068,FALSE,TRUE
"N00039",0.287891104791345,0.712108895208655,0.494865717915812,0.00733295760705154,0.185541815392093,0.00015503451215452,0.00740478006075039,0.212781348624033,0.0875460043289076,0.00437234155919763,0.312740624715654,0.35270987830518,0.334549496979166,0.191906363095836,0.00463226366709118,3.23069120370722e-06,0.167098120632119,0.0025200933374632,0.18166225130759,0.00142941302800842,0,0,0,0.0266954985987019,0.087483514659172,1.61809487947501e-06,0.334549496979166,0.00201813590876955,0,0.281149442873823,0.0049032865871694,0.713875875503459,7.1395035549172e-05,0.262052042449637,0,-0.00023023728704852,0.197138470255135,0.309406132856886,0.231562196689842,7.1395035549172e-05,0.518293784608756,0.481706215391244,0.0043233754461114,0.285356812605957,0.000315434301512766,0.000474604736046784,0.481231610655197,0.228116900529867,0.0001812617253086,0.15215306420101,0.0252603035343099,0.0764239293586631,0.510626196607588,0.129063089626883,0.0876533153606579,0.0166936663490148,0.00212643496187409,3.12116137927465,4.85443668993021,1.25959814470748,1.52728038975687,24407134959.9758,7732,3156639.28608067,0.938112354592592,3414307225.13638,FALSE,FALSE
"N00055",1,0,0.226660770680466,0.575406558004183,0.197932671315352,0,0,0,0,0,0.802067328684648,0.197932671315352,0,0.226660770680466,0.575406558004183,0,0,0,0.197932671315352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.693147180559945,0.693147180559945,91328.0402474825,15,6088.53601649883,1.42104770638419,62303.7585051285,TRUE,TRUE
"N00060",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24668283.875581,3,8222761.29186033,5.67367632113755,24668283.875581,FALSE,TRUE
"N00070",0.925109631923037,0.0748903680769628,0.0283622832440567,0.0590510951801363,0.900902867624613,0.00481386731838448,0,0,0.000646193770907202,0.00622369286190226,1,0,0,0.027354853136713,0.949787525288642,0.0101664375161069,0,0,0,0,0.00100743010734367,0,0,0,0.000646193770907202,0.00481386731838448,0,0.00622369286190226,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.589357638236019,0,0.166571606427981,0,0,0.244070755335999,0,0,0,0.420232299745675,0.154092545021064,0.303157587066915,0.122517568166346,0,0,2.47539386679134,3.90625,1.14001175599496,1.44085603439705,15049339.2442778,191,78792.3520642815,0.32643195608631,13105370.0393279,FALSE,TRUE
"N00076",1,0,0.225777820565781,0.139703552362873,0.634518627071346,0,0,0,0,0,0.212690652104809,0.787309347895191,0,0.196809614672903,0.0158810374319056,0,0.0289682058928785,0.123822514930967,0.634518627071346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0632041847008524,0,0.936795815299148,0,0,0,0,0,1,1,0.693147180559945,0.693147180559945,4097712.26772336,21,195129.155605874,4.7754481215466,2446371.11190561,TRUE,TRUE
"N00102",0.801037861622042,0.198962138377958,0.0715502564528521,0.186075665405842,0.690578382713884,0.00756277497740272,0.00111695696740861,0,0.000465720133108267,0.0426502433495026,0.427432486362494,0.572559968391183,7.54524632320889e-06,0.0484346892883996,0.286868613499379,6.66847475996875e-05,0.00522960259154539,0.000500755196283678,0.294163236901721,0.272666373701633,0.0171633121656697,0.000256938046712599,0,0.00415104353753408,0.00042035084642038,0.00696045636292716,7.54524632320889e-06,0.0385654463905402,0.0245449514773121,0.551516448908507,0.077219303147978,0.371264247943515,0,0.628735752056485,0,0,0.371264247943515,0,0,0,0.601218222162882,0.398781777837118,0.135751728764114,0.459895218381754,0,0.308839304486013,0.0900428764193984,0.00547087194872048,0,0.363762526906548,0.105621362100936,0.257584190999737,0.0971467151452975,0.0878045921741335,0.0141620036462181,0.0739186090271306,0,1.83567026580419,3.75581395348837,0.965126267040224,1.39782526589238,85291669.6905067,4286,19900.06292359,0.0369386402465242,47195919.124424,FALSE,TRUE
"N00104",0.81099468772698,0.18900531227302,0.551553691165812,0.0711751840954042,0.129125415810262,0.0351214938127865,0.133960819334397,0.00741505422591938,0.0117170500850889,0.0599312914703295,0.746567352202679,0.252160593533227,0.00127205426409357,0.304133450361358,0.168300474017486,0.000122562968504496,0.221925597459681,0.00095400735289238,0.0292256782058278,5.02353791038835e-05,0.0636509847058328,0.133765087168934,5.07513572214156e-06,0.00759199891641187,0.0102674501333037,0.00714251067211346,0.00127205426409357,0.0512923946743845,0.000300438584349885,0.900083170027803,0.0923105302389074,0.00743619796129604,0.000170101771993513,0.941128123683483,0.000381730146859692,0.0176753564245265,0.0067309274935988,0.0261652086574445,0.00774855182209406,0.000170101771993513,0.689391152006741,0.310608847993259,0.121052211706864,0.487638934501858,0.00682911902310578,0.146361909033968,0.167262535682177,0.0426412297040667,0.0282140603479603,0.493065897107788,0.023768599233358,0.231133895972205,0.0891050921576925,0.0705089525006429,0.0311370440501508,0.0529412942543656,0.00833922472379677,2.21284951533821,7.6975,1.02450037017172,1.8014397295397,10160002131.2041,133368,76180.2091296572,0.0339848729006239,1338146164.86712,FALSE,FALSE
"N00105",0.549983517007996,0.450016482992004,0.182624833617269,0.212687907415227,0.604687258967505,0,0,0,0,0,0.839076614034144,0.160923385965856,0,0.175073961684572,0.212687907415227,0,0,0,0,0,0.00755087193269636,0,0.160923385965856,0,0,0,0,0,0.443763873001649,1,0,0,0,1,0,0,0,0,0,0,0.832267094027227,0.167732905972773,0.778104422254131,0.00502290453818865,0,0,0.183329492620622,0.033543180587058,0,0.206479193951395,0,0.248824067203848,0,0.450016482992004,0,0.094680255852752,0,2.28789459302522,2.36842105263158,1.13949743356686,1.16740577778517,1049895.53508156,108,9721.25495445891,0.736202851906089,445206.739631336,TRUE,TRUE
"N00124",0.66825855432482,0.33174144567518,0.293474115750865,0.162767271818223,0.539813667154043,0.000286376368403086,0,0,0,0.00365856890846543,0.450846009867407,0.547825734518326,0.00132825561426656,0.279345223585149,0.167619215150782,0,0.0135350178819011,0.00664909235370159,0.522539373941348,0.00510225034137505,0.000453977525410744,0,0,0,0,0.000286376368403086,0.00132825561426656,0.000585804564687859,0.002555412672974,0.775437906124204,0.0406978980554474,0.0851362147593948,0.0987279810609543,0.815199923894838,0,0.000687531851176332,0.0851362147593948,0.000248348433636581,0,0.0987279810609543,0.761504030384952,0.238495969615048,0.503928245268386,0.136741874536193,0.00277436372776672,0.218002506890394,0.0212285803260664,0.014415635067997,0.102908794183196,0.19699890955046,0.033080085348544,0.393098214589358,0.0512165102191689,0.129578776209035,0.151059998990633,0.0411752932798184,0.00379221181298265,3.98195555911335,4.93425605536332,1.25128771053888,1.51800976848554,123737604.114702,4065,30439.7550097669,0.168249504463118,22785174.6198157,FALSE,TRUE
"N00128",0.485181372873056,0.514818627126944,0.215698422179889,0.491215572632463,0.262718214889197,0.0204788350392303,0,0,0.00272768611496777,0.00716126914425323,1,0,0,0.166992912724807,0.730497885118336,0,0,0,0,0,0.0559232830712602,0,0,0.0234359024033235,0,0.0204788350392303,0,0.00267118164304242,0,1,0,0,0,1,0,0,0,0,0,0,0.0741641374188757,0.925835862581124,0.0741641374188757,0,0,0.925835862581124,0,0,0,0,0.144144520905536,0.34103685196752,0.376365068808237,0.138453558318707,0,0,0,1.81970054254793,2.2,0.996169612803313,1.0961277846684,1712682.02764977,163,10507.2517033728,0.0880587222139095,1712682.02764977,TRUE,TRUE
"N00140",0.362280216702695,0.637719783297305,0.436813996703758,0.086554722941928,0.431157840974646,8.12920907102349e-05,0.000877051256963129,0.000162871096893514,0.0101738895055687,0.0341783354295327,0.0346814806948295,0.922376273330202,0.0429422459749683,0.0166119655728426,0.0111877407422795,2.37606578814416e-06,0.419796539685077,0.0760782358961774,0.335997913211284,0.0692921289955328,0.00017525341321793,7.67596128631315e-06,0.0212114555421311,1.0831857929766e-05,0.00176064157127277,3.7870308496125e-05,0.0429422459749683,0.00024505018860886,0.00464207501310748,0.561764101553462,0.0299330577181818,0.408302840728356,0,0.594765687396654,0.000156367443858181,1.15851589729159e-05,0.329256358957545,0.0727259487645067,0.00308405227846297,0,0.712429316446922,0.287570683553078,0.0497803780531178,0.591822827896389,0,0.0319970201384137,0.255657825921273,0.069482116072578,0.0012598319182286,0.0617107067925002,0.0198258329527898,0.189952375166372,0.134606633810143,0.367877908227756,0.139862836069145,0.0795234099014029,0.0066402970798917,3.70631223105148,6.84037558685446,1.39907825707493,1.74082066571032,4461654510.53193,8231,542054.9763737,0.10774611589558,1891751501.8353,FALSE,FALSE
"N00161",0.192076497882268,0.807923502117733,0.591200003400173,0.267277314323702,0.132833491299683,0,0.00144419829306337,0,0.00399482773750768,0.003250164945871,0.376403227463794,0.623596772536206,0,0.0689349984511714,0.264851066191609,0.028306436551655,0.517449760575349,0.0109936829294087,0.0507949528438568,0.0443583761875915,0.00481524437365196,0.00144419829306337,0,0,0.00245474957854111,0,0,0.003250164945871,0.00234636907823072,1,0,0,0,0.75851677209598,0,0.24148322790402,0,0,0,0,0.74456716178346,0.25543283821654,0.507893844217334,0.225387175336046,0,0.255568615934474,0,0.0111503645121461,0,0,0,0.192076497882268,0.678314174444353,0,0.129609327673379,0,0,7.12190593672629,4.33333333333333,1.36880784482197,1.11546473510819,9216122.11981567,239,38561.1804176388,0.173563962527187,9216122.11981567,FALSE,TRUE
"N00162",0.573824081729444,0.426175918270556,0.207239139307197,0.227300083141332,0.558924716614139,0.00653606093733157,0,0,0,0,0.996770976974449,0.00322902302555097,0,0.201854719611232,0.234538706603328,0,0.00243744662782115,0,0,0,0.00294697306814469,0,0.000791576397729819,0,0,0.00653606093733157,0,0,0.550894516754413,0.995021064933423,0,0.00497893506657705,0,0.981336226429668,0,0,0,0.0186637735703322,0,0,0.943820593755498,0.0561794062445022,0.884697659303524,0.0154205362807875,0,0.0350485838945048,0.0254220174427213,0.0394112030784622,0,0.137223367315339,0.0157149360202733,0.417026446172284,0.0164006449685383,0.406732753450127,0.00304251985189057,0.00207053472235197,0.0017887974991958,2.01898338074573,1.95454545454545,1.04294104811958,1.0014191699265,2788334.4633667,204,13668.306192974,0.600978448244079,524441.244239631,TRUE,TRUE
"N00164",0.602925817428266,0.397074182571734,0.426794506173077,0.0324392967440792,0.368690651654742,0.00173736592538975,0.13503010412975,0.00247362335348373,0.026864111994916,0.00597034002456245,0.607298844999749,0.337068430979988,0.0556327240202625,0.388950259253925,0.0442826071027714,4.57949649014712e-06,0.00698349079752815,0.000335025125150797,0.324435161398124,0.00525111400332513,0.0158470393901617,0.116776659708196,6.36396558605138e-05,0.00384286065050753,0.0268610441287985,0.00169555121057426,0.0556327240202625,0.00590209631975926,0.00313614773856507,0.561329160051545,0.00786798434363126,0.428682165614742,0.00212068999008174,0.595900352461358,7.80276216234541e-06,0.000104562826460982,0.300682584293858,0.0989717602867885,0.00221224737929015,0.00212068999008174,0.821074574677179,0.17892542532282,0.0376356486455241,0.464990777658294,0.000793326779549169,0.0293852720493948,0.149650297228605,0.282282391549465,0.0352622860891681,0.345502748319776,0.00896090073006439,0.209465086698268,0.162732145989018,0.139186463608219,0.100720884294962,0.0322276975126169,0.00120407284707587,3.80488802599278,5.98740157480315,1.27012130093966,1.67653222489314,11411730823.473,42037,271468.725729072,0.138163778848163,1569748098.73059,FALSE,FALSE
"N00166",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0354170093759254,0.924168869541365,0.0404141210827099,0,0,3.12603986320335,3.33333333333333,1.40769551110251,1.42086022684424,1678896.3944144,96,17488.5041084833,0.281818698561589,1217299.9691072,TRUE,TRUE
"N00167",0.648208874360996,0.351791125639004,0.0764956802443625,0.0332950826691931,0.662613369530263,0.000871679215212693,0.000608983876854102,0.000174174202281131,0.00726185092835015,0.218679179333483,0.0804531598968776,0.411328923488902,0.50821791661422,0.0278733053523746,0.0336227051005349,4.51347603997423e-05,0.00510037044335535,0.00367655209167902,0.395655335001325,0.00678105603129041,0.00298886925451782,0.000290349936283714,0.000115609921252012,0.000248852670846255,0.00080413326663655,0.000347915377319237,0.50821791661422,0.0121126773799668,0.00211921679799799,0.123545402921098,0.0072398941888051,0.869214702890097,0,0.183547880684626,1.10923840274675e-05,5.15968298532908e-07,0.816222195353909,0.000218315609139072,0,0,0.880741390220359,0.119258609779641,0.0186361507705731,0.260210044912367,0.000107186145670562,0.0621454097042612,0.0571318561735145,0.597502963943778,0.00426638834983648,0.13686658396483,0.00606133368799585,0.488178141412717,0.135834666537489,0.0748290661374437,0.141919173350843,0.0149676155909014,0.00134341931777972,4.59896838633852,9.50604229607251,1.21251048345968,1.69641790387775,2499825048.45643,9000,277758.338717381,0.380208462168288,344727258.480189,FALSE,FALSE
"N00168",0.876240534395792,0.123759465604208,0.0866238127946853,0.105628245483562,0.804530696963859,0.00102911678041696,0.000898888881787822,0.000404859249052266,0.000625988849549887,0.000258390997087271,0.830908244305088,0.16793480493265,0.00115695076226228,0.0737228211775847,0.0778472953430612,6.72371538683373e-05,0.0119282168325731,0.00818550205597059,0.0626903890006346,0.0241260555932206,0.000785856178154604,0.00107742528788515,0.0610046414502507,0.00019523116361904,0.000625988849549887,0.000794516027772432,0.00115695076226228,9.08908447794682e-06,0.675782784039115,0.999766028635281,0,0.000233971364719081,0,0.998511284701299,0,2.40824402833413e-05,0,0.00146463285841767,0,0,0.427088804204752,0.572911195795248,0.365178233131984,0.0384893038177187,5.56167464346867e-05,0.589312613407382,0.00126978983593249,0.00294336301800643,0.00275108004254119,0.674552325676559,0.0608903030167559,0.107252907034147,0.0264399658708154,0.0670042504373426,0.0305576059826256,0.0276432077983219,0.00565943418343278,3.23573789515246,5.51550387596899,1.18791794154911,1.55384348792258,443226389.83519,15937,27811.155790625,0.054610233287606,75705686.4483575,FALSE,FALSE
"N00173",0.588537210152761,0.411462789847239,0.167147837039569,0.0739311283955426,0.696247533408372,0.000722304467608987,0.00227055275784219,0.0501282027674802,0.00680879097243441,0.00274365019115101,0.137443527789646,0.0687731655700032,0.793783306640351,0.0565032130465747,0.0735305422762907,3.99488210394596e-05,0.0322634077698052,0.00125256516816906,0.028922043726037,0.00610540103877983,0.00159488197160702,5.90207629263109e-05,0.000229747867212,0.000585250758199205,0.000726808933060161,0.000636249774754845,0.793783306640351,0.000838631118111071,0.00292898032708237,0.175186599953028,0.016058255522835,0.808582182763505,0.000172961760631867,0.196113681660532,2.07327814039923e-06,1.82886666507931e-05,0.80122679783615,0.00237888279378258,8.73140041126924e-05,0.000172961760631867,0.157784368333382,0.842215631666618,0.0525387832441949,0.0923869360576749,0.000249243363045398,0.062828566449255,0.779466018343323,0.00204429886502395,0.0104861536774829,0.0819730012076886,0.00575626026662398,0.429513954354396,0.224941918289837,0.128894297530929,0.0597874370016051,0.0686914549155637,0.000441676433356638,2.38285349571459,6.53351206434316,1.02761320935156,1.53777971320821,5018685179.1416,33735,148767.902153301,0.167142997601913,666880512.302097,FALSE,FALSE
"N00174",0.618185606373657,0.381814393626343,0.111687386199049,0.0383637521154542,0.67038138564709,0.00364348453943211,0.171392903694334,0.000778030635289296,0.00364553801603825,0.000107519153313108,0.340726478861616,0.626161026648535,0.0331124944898493,0.0859255931539736,0.0789808605211669,6.21776651131435e-05,0.0135145745887013,0.00256846525875715,0.599576159635053,0.0104980427344303,0.000457290506691536,0.159340263972612,3.78443159277815e-06,0.00873211595367728,0.0013444513180025,2.7996668053197e-05,0.0331124944898493,5.84688106037129e-05,0.00579726029172215,0.332818006136979,0.00270607315502202,0.664407736572095,6.81841359036662e-05,0.3558345804951,0.00761814802293126,6.41923593487424e-05,0.587291601402132,0.0490175352550269,0.000105758329556686,6.81841359036662e-05,0.82889930875804,0.17110069124196,0.0264284502383216,0.306980575620411,0.00895697427105899,0.0216930631695942,0.149402042098462,0.484494207846506,0.00204468675564549,0.207721089521541,0.00233820459923958,0.293654719058214,0.111237480269278,0.126460942872603,0.146294139405595,0.110021428726898,0.00227199554663207,5.03484266018265,9.87961985216473,1.33753419776412,1.75617871068957,6864828510.81928,11677,587893.166979471,0.43148117628421,1071632425.10491,FALSE,FALSE
"N00178",0.648161095923143,0.351838904076857,0.265717074920613,0.0310313669312335,0.556654131153405,0.00469595119606311,0.0888629523131779,0.025069817454106,0.00673354698157677,0.021235159049824,0.152981547498381,0.63471487604281,0.212303576458808,0.0962199218752226,0.0243104528246888,0.000132729922507349,0.136844814797665,0.00632040927584812,0.461149542287681,0.0285363345563205,0.00205201558867215,0.0217786695866401,0.00186377512529523,0.000778086831215279,0.0037206849887711,0.000479663224876349,0.212303576458808,0.00334186370666352,0.000167458949124191,0.143137232331944,0.00293316481229361,0.853924578008691,5.02484707167019e-06,0.184165987323428,4.96645056252287e-07,0.000348743873974391,0.683777713057205,0.125821323656526,0.00588071059673794,5.02484707167019e-06,0.736833410093142,0.263166589906858,0.0285258325711748,0.154478579509214,0.00202116080485535,0.0254882949256301,0.23770036452346,0.547290156248607,0.00449561141705863,0.120180943302104,0.0028686629034512,0.435833149495791,0.204329112911773,0.0541258368614455,0.0965881383394861,0.0860412525618336,3.29036241155877e-05,3.61807208571999,7.71654929577465,1.1054591895986,1.63424202905623,6408604342.89068,27241,235255.840200091,0.225975327557458,938459794.177507,FALSE,FALSE
"N00181",0.412601615956117,0.587398384043883,0.0424974868985418,0.35031643564928,0.573568909103105,0.00942354952255281,0.00350379461276901,0.000599975527041017,0.00143622978544895,0.0186536189012616,0.324621645934007,0.675378354065993,0,0.0313460005723292,0.230136562560789,0.00130167749292454,0.000737097645398997,0.195004075849436,0.386716648460363,0.0920484752707607,0.0158257512625359,4.67572734827831e-05,0.000872056840034877,0.0205752522640384,0.0011848336507975,0.00476968898875356,0,0.0129431278342191,0.00649199403413723,0.641296636128571,0.358703363871429,0,0,0.999947597897991,5.24021020085333e-05,0,0,0,0,0,0.668645859127115,0.331354140872885,0.0298359887066895,0.63850290955357,0,0.303289771333287,0.0280643695395984,0.000306960866855775,0,0.112899448278367,0.118281160555275,0.130120756917128,0.0873970573312951,0.462696053134905,0.0375368349059078,0.051068688877122,0,2.70251033073067,3.78333333333333,1.26030201774755,1.43691127742409,203768292.28705,5105,39915.4343363467,0.0362603821483598,111086360.386128,FALSE,FALSE
"N00183",0.781699750985054,0.218300249014946,0.0802957418488495,0.170012681895747,0.747544191243069,0.000649808481099241,8.85770006948626e-05,0,0.00127373893203439,0.000135260598505681,0.849884520792901,0.149919912096143,0.000195567110956147,0.0627210238682905,0.128515899150025,0.00168519496718629,0.0161510422518456,0.00465405930142019,0.0480744474422245,0.0525646855520227,0.00044129690149382,8.65710213913446e-06,0.0284756775486299,0.000113496922410351,0.00127373893203439,0.000551222629985893,0.000195567110956147,0.000118576124165656,0.65445541419517,0.999854104292034,0,0.000132493538637132,1.34021693286414e-05,0.999133053974474,0,0.000436313493934502,5.7239779380959e-06,0.000352357678324135,5.91487060001418e-05,1.34021693286414e-05,0.511964850941643,0.488035149058357,0.361372022927635,0.11837871915356,0.0105450690014335,0.501767356426446,0.000720787453769699,0.00594478719337435,0.00127125784378104,0.0625581399794836,0.0455896395191015,0.410691079698957,0.0907649925233281,0.0697630134678779,0.0579155607140816,0.260589480756831,0.00212809334033852,2.23279147672588,7.79651162790698,0.98083335258021,1.82774634378087,614756440.547234,27079,22702.3317163571,0.0445085179121539,92449148.7996363,FALSE,FALSE
"N00189",0.387996182405418,0.612003817594582,0.253250673726673,0.133634717801617,0.585566684455139,0.00261114964884638,0.00109258145040846,0.000209406445361892,0.0101959391150501,0.0134388473569049,0.118608932069479,0.87518898807832,0.0062020798522006,0.0380845735352826,0.0564127087832044,0.000178537240164025,0.207358741980385,0.0767035275804473,0.519222961993072,0.0413697168176345,0.00254952828962935,0.000835550380432619,0.0305340397067821,0.000595737896079651,0.00346323878244106,0.00130768329713689,0.0062020798522006,0.00413583197232483,0.0110455418927835,0.583662328615829,0.0507280057677054,0.364420609296796,0.00118905631966934,0.639894172436358,0,0.000411160352599727,0.347037252222419,0.0113410152833622,0.000127343385591498,0.00118905631966934,0.698069557197068,0.301930442802932,0.0661527233197183,0.471951774811566,0.001366975009052,0.11156899141712,0.190408270037737,0.157223720974786,0.00132754443002068,0.124362592272238,0.005215586164875,0.127879772000423,0.223276956625205,0.244800688668298,0.147674614901085,0.109968304042809,0.016821485325068,3.68653493423775,9.03225806451613,1.38244667390489,1.89900138506907,14320189381.6142,96202,148855.422773063,0.0696952960722952,2108800126.22862,FALSE,FALSE
"N00203",0.596461408669666,0.403538591330334,0.123260068817839,0.309270889828485,0.563601540701249,0.000480684253272968,4.22133493118068e-05,0,0,0.00334460304984234,0.633777317493881,0.365944940525289,0.000277741980829182,0.0876355251559617,0.154042456728992,0,0.0165532049863334,0.0228313918903442,0.150211124241396,0.166108361394242,0.000940649469977406,0,0.0102408580129732,0.000949135974570066,0,0.000358427203705194,0.000277741980829182,0.00179605590069891,0.388055067059976,0.999646450634594,3.77705101597459e-05,0.000315778855245828,0,0.999333361777775,0,0,0,0.000666638222224721,0,0,0.721383352460536,0.278616647539464,0.514356764658232,0.173026954240576,0.00733635062654008,0.280000271277821,0.0019557424148454,0.0223479742646716,0.00097594251731455,0.0704478572226517,0.031805146184606,0.465344411843758,0.0720160318046521,0.263410530585056,0.0682261695212985,0.0121771685708533,0.0165726842671239,2.41021452597302,3.88429752066116,1.07549998211467,1.39829374325252,82012508.2930496,5008,16376.2995792831,0.115738162831241,19858571.7165899,FALSE,TRUE
"N00204",0.788152085619716,0.211847914380284,0.185503543075426,0.372523825721571,0.441972631203002,0,0,0,0,0,0.0830226751805236,0.916977324819476,0,0.0412728483776099,0.0259747919951849,0.0157750348077288,0.144230694697816,0,0.230592218855466,0.346549033726387,0,0,0.195605377539807,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.265730682452017,0.734269317547983,0.24726119336095,0,0,0.734269317547983,0,0.0184694890910673,0,0,0.174220318339101,0.613931767280615,0.043575611768646,0.0184694890910673,0.14980281352057,0,0,1.8231321975202,2.14285714285714,0.929342960825413,1.06495999276629,377280.614461292,20,18864.0307230646,1.06632225767039,372372.780359909,TRUE,TRUE
"N00206",0.68054321984024,0.31945678015976,0.236075105284074,0.357234131382158,0.37267792612929,0.017713621384566,0,0,0.00389462628985662,0.0124045895300557,0.593292943277655,0.406707056722345,0,0.0250101317896333,0.360239957461633,0.0580752342145316,0.168781373335288,0.0428216113961124,0.125858312091535,0.0692457598994101,0.0163964917191457,0,0,0.0927076179715702,0.00389462628985662,0.00979626183134443,0,0,0.0271726219999395,1,0,0,0,0.927562726343858,0,0.0724372736561419,0,0,0,0,0.481952367211818,0.518047632788182,0.433523923988149,0.0428453072498685,0,0.507643394866064,0.0159873738959184,0,0,0,0.116809460917541,0.535307461654537,0.0439735541893942,0.272545480339775,0.00293774563058999,0.0284262972681624,0,1.71664963266766,2.33333333333333,0.940551063437953,1.09340631836705,1367511.0441734,99,13813.2428704384,0.26499004802896,1152996.06721487,TRUE,TRUE
"N00207",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1.79175946922806,1.79175946922805,742687.406187201,80,9283.59257734001,0.856296596918444,250208.996576808,TRUE,TRUE
"N00211",0.814577577703353,0.185422422296647,0.0876816954265812,0.16334821264678,0.74614911680605,0.00255090595402375,0.00027006916656462,0,0,0,0.960459885544996,0.0389777092093022,0.000562405245701684,0.0809129005064928,0.158233732565457,0,0.00342027957371753,0.00180957178107655,0.0221569240627453,0.0110003083597363,0.000129427086557904,0.00027006916656462,0.000590625432026503,0,0,0.00255090595402375,0.000562405245701684,0,0.718362850265901,1,0,0,0,0.997502004129309,0.00157978158107547,0,0,0.000918214289615424,0,0,0.918660638306743,0.0813393616932568,0.866936256436288,0.0493465496281432,0,0.0818374813620357,0,0.00187971257353272,0,0.229634371302091,0.0314102872767088,0.548860189423655,0.0743125808402396,0.100835982569009,0.010064548501502,0.00488204008679362,0,1.48873073633209,3.11494252873563,0.851930798780784,1.289335217374,31454223.3095621,1282,24535.2755924822,0.1349678991447,8197919.23963134,FALSE,TRUE
"N00231",0.213555215836639,0.786444784163361,0.209711275453121,0.24358305923505,0.52286217032381,0.0238434949880187,0,0,0,0,1,0,0,0.206635615194526,0.355804018008466,0,0,0,0,0,0.00307566025859429,0,0,0,0,0.0238434949880187,0,0,0.410641211550394,1,0,0,0,1,0,0,0,0,0,0,0.982712695015427,0.0172873049845733,0.978889503643923,0.00382319137150394,0,0.0172873049845733,0,0,0,0.177946362634451,0,0.0295682180878604,0.0225898800535184,0.763854904109842,0,0.00385294135394856,0.0021876937603791,2.89984679655377,2.28571428571429,1.35321421357623,1.14715487060965,1670505.90970721,235,7108.53578598815,0.205798428372562,687409.028669234,TRUE,TRUE
