MajorCommandID,pNoEffComp,pEffComp,pPlatOther,pPlatFnC,pPlatEnC,pPlatWnA,pPlatLand,pPlatVessel,pPlatAir,pPlatMnS,pPSRServices,pPSRProducts,pRnD,pPscPAMS,pPscOther,pPscERS,pPscEnC,pPscMED,pPscFRSnC,pPscLnM,pPscICT,pPscRnD,pPscMnS,pPscEngines,pPscCloth,pPscLand,pPscAir,pPscShips,pPscFuels,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeAward,pFeeIncentive,pFeeEffort,pFeeFixed,pAward,pIDV,pVehPur,pVehFSS,pVehMAC,pVehDef,pVehSAC,pVehOIDV,pVehBPA,pCompNo Comp. (Unlabeled),pNoComp1Source,pNoCompOther,pComp2Offers,pComp1Offer,pComp3or4Offers,pComp5pOffers,pNoCompFollowOn,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,TotalThreshold,AnnualThreshold,Exclude
ORG-2785,0.058950331,0.941049669,0.981255544,0.018082683,0.000422717,7.06E-06,0.000123994,2.89E-05,7.61E-05,2.97E-06,5.64E-05,0.999943631,0,1.70E-05,0.018516329,6.83E-06,0.000342627,0,0,6.92E-06,3.25E-05,0,7.44E-06,8.73E-05,0.980781018,0.000126396,3.62E-05,2.89E-05,1.05E-05,0.999820904,0.000166999,1.21E-05,0,0.941748605,8.46E-05,0.057975354,0,0.000191487,0,0,0.014694096,0.985305904,0.005772155,0.002297667,0.044870734,0.008980794,0.937957701,2.12E-05,9.97E-05,0.000326361,0.010030494,0.005473154,0.255320869,0.041406896,0.133305718,0.554083965,5.25E-05,5.204320095,13.59893048,1.609061139,2.138394551,37032214656,1322135,28009.40498,0.000677464,4582924076,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2786,0.057743442,0.942256558,0.952784733,0.034618235,0.000321632,0,4.17E-05,1.11E-06,0.012232575,0,0.001037976,0.998937505,2.45E-05,1.33E-05,0.033713755,2.64E-05,0.000268633,0,0.00097896,0,1.92E-05,2.45E-05,0,3.21E-05,0.952652622,3.64E-05,0.012232575,1.11E-06,3.81E-07,1,0,0,0,0.935635286,0,0.064364714,0,0,0,0,0.0220441,0.9779559,0.008492687,7.38E-05,0.033129013,0.013623675,0.942643634,0.001297072,0.000740103,0.000118424,0.069144529,0.019601102,0.373526678,0.036119261,0.378187857,0.12330215,0,3.217444249,5.396464646,1.353463441,1.666264013,38602410725,668593,57736.78564,0.001766463,6751467263,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2787,0.699574585,0.300425415,0.106674568,0.055365658,0.145789208,0.009328006,0.031714026,0.000543513,0.645646826,0.004938195,0.001775487,0.998236138,-1.16E-05,0.001625192,0.146182425,6.70E-05,0.11984058,2.04E-07,5.74E-05,0.003350706,2.56E-05,-1.16E-05,0.006157239,0.250823948,0.001119086,0.020299302,0.443081718,0.000427515,0.006953618,0.99903663,0.000861091,0.00010207,2.10E-07,0.957725861,0.009560446,0.023096509,0.000154554,0.00937301,2.10E-07,8.94E-05,0.368187108,0.631812892,0.204555208,0.003781614,0.018277972,0.163717412,0.567454287,0.041891173,0.000322334,0.001614392,0.450188331,0.081304399,0.153965475,0.162405757,0.07270317,0.077446619,0.000371858,2.946025757,13.71809623,1.197189555,2.254098032,35073977497,735457,47690.0451,0.003091807,5515072795,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2790,0.326498113,0.673501887,0.991146361,0.008041733,0.000675275,2.16E-07,6.74E-05,1.03E-06,6.80E-05,0,0.024405871,0.975594129,0,0.023789466,0.007468162,0,0.000674424,0,0.000616405,2.16E-07,0,0,0,2.20E-05,0.967244508,6.62E-05,4.80E-05,1.03E-06,6.96E-05,1,0,0,0,0.973074917,0,0.026925083,0,0,0,0,0.102993289,0.897006711,0.012500976,0.001150885,0.204397489,0.090500149,0.691450501,0,0,0.000753692,0.024886145,0.217025177,0.304362657,0.082553288,0.068076884,0.302342156,0,6.606076808,7.237288136,1.644135834,1.86859225,17493730689,30882,566470.1343,0.036918704,2670304157,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2791,0.660010843,0.339989157,0.241173673,0.04425797,0.7115438,0.000409867,0.000846735,7.98E-05,0.001685752,2.36E-06,0.855690154,0.10761689,0.036692956,0.190873756,0.01564906,0.006108175,0.087477175,0.001999808,0.034327239,0.000406539,0.622381176,0.036692956,0.000470152,0.00091474,0.000202974,0.000173296,0.00143599,8.35E-05,0.000803497,0.886327311,0.061966644,0.050134242,0.001571804,0.856931946,4.73E-05,0.00177059,0.000246153,0.106449638,0.001571804,0.032982567,0.187087509,0.812912491,0.021454908,0.358665432,0.197543374,0.166094541,0.16636849,0.019700446,0.07017281,0.004297295,0.111571249,0.053315327,0.155154036,0.480844518,0.073322274,0.111555814,0.009939489,2.609603237,8.171493902,1.0428079,1.735275909,7262264796,21336,340376.1153,0.146001818,1003042056,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2825,0.6607117,0.3392883,0.235497176,0.062019927,0.148261085,0.069223778,0.003628983,0.000269208,0.45015041,0.030949432,0.334683881,0.509832465,0.155483655,0.164015173,0.021149256,0.097696125,0.060179323,0.001053325,0.035850107,0.025917432,0.03606915,0.155483655,0.018843531,0.051893341,0.000945687,0.001458538,0.329068224,0.000237251,0.000139881,0.630855393,0.059142922,0.309362741,0.000638944,0.646010684,0.000718168,0.039638252,0.114840133,0.063484991,0.000638944,0.134668827,0.546171807,0.453828193,0.007608232,0.024270273,0.076169351,0.539435477,0.337371774,0.014897635,0.000247258,0.012333881,0.443846998,0.132271744,0.169563268,0.08101988,0.075998974,0.08218712,0.002778134,5.8972252,29.88627451,1.353808046,2.404427367,6.65681E+11,475340,1400430.867,0.037925251,57137813219,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2834,0.505864225,0.494135775,0.116739456,0.083688676,0.063271594,0.009629903,0.000415427,1.92E-05,0.011647251,0.714588479,0.251836915,0.252030556,0.496132529,0.119122373,0.010743881,0.031089652,0.01386799,0.000870267,0.071926203,8.18E-05,0.02882842,0.496132529,0.214885051,0.000205575,0.000409677,0.000312205,0.01141828,1.85E-05,8.76E-05,0.323953996,0.016327562,0.659142304,0.000576138,0.305396541,0.001466463,0.002155911,0.421392796,0.11982255,0.000576138,0.149189602,0.84905314,0.15094686,0.004694589,0.030732349,0.045111667,0.846351395,0.070814135,0.002203915,9.19E-05,0.012172829,0.276877693,0.159502789,0.257542216,0.047240437,0.181566573,0.060480819,0.004616643,2.978816473,7.390388609,1.284645669,1.740440323,1.13117E+11,53249,2124296.043,0.209449937,10921689079,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2835,0.327840213,0.672159787,0.473367545,0.325495704,0.147123412,0.002803336,0.00695651,0.000360106,0.043838873,5.45E-05,0.601185812,0.159063675,0.239750513,0.202637827,0.06788713,0.052105797,0.069437638,0.023030194,0.252859606,0.001786802,0.070552388,0.239750513,0.000294933,0.001385526,0.009241008,0.005873682,0.002548116,0.000190616,0.000418224,0.581201772,0.024609451,0.382739242,0.011449535,0.589405423,0.00027359,0.006237914,0.078551056,0.003054692,0.011449535,0.31102779,0.307582446,0.692417554,0.057437192,0.116210466,0.111267171,0.251154142,0.456476623,0.006300235,0.001154171,0.010232713,0.02801842,0.118965056,0.291470045,0.18113772,0.194343818,0.172355766,0.003476461,3.725156501,9.571428571,1.337248292,1.982284642,28530287330,103837,274760.3198,0.087659778,4016880662,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2836,0.432374019,0.567625981,0.286884683,0.642157626,0.059627511,0.000720857,0.005684491,0.001047276,0.003869036,8.52E-06,0.879885982,0.118997703,0.001116316,0.254485903,0.069575313,0.033483466,0.030960792,0.009792215,0.561458601,0.000431899,0.020665797,0.001116316,0.000255053,0.000895358,0.007508043,0.00275049,0.003460237,0.000854789,0.002305729,0.877138591,0.074944297,0.047897387,1.97E-05,0.850176449,0,0.008197537,0.141606289,0,1.97E-05,0,0.432930638,0.567069362,0.06627495,0.095597093,0.045926099,0.372272286,0.412649239,0.002009048,0.005271285,0.009268582,0.024715564,0.198253519,0.148211296,0.226891112,0.255478358,0.133960833,0.003220736,3.409236436,7.352281227,1.290509223,1.791897633,11275059733,50966,221227.0873,0.089209813,1601491928,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2837,0.146682528,0.853317472,0.27574813,0.564251975,0.138258788,0.002028452,0.014358847,0.00073928,0.004597525,1.70E-05,0.718865831,0.280791629,0.00034254,0.180751888,0.146190282,0.048520523,0.102886352,0.013150363,0.450830711,0.001049455,0.025612346,0.00034254,0.000597784,0.001801658,0.014906619,0.009085795,0.002577858,0.000381823,0.001314003,0.99851804,0.00148196,0,0,0.999549861,0,0.000177989,0.000272149,0,0,0,0.139046024,0.860953976,0.090027794,0.459471247,0.037824104,0.050572734,0.298894598,0.055647125,0.007562398,0.019837934,0.04590535,0.008076074,0.127458541,0.266949253,0.47068344,0.055750241,0.005339167,2.708472371,7.204,1.202482259,1.552689272,7263049542,48754,148973.4082,0.089616746,749031649.1,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2838,0.308147027,0.691852973,0.246230422,0.616895435,0.125658547,0.000686624,0.003276227,4.12E-05,0.007211553,0,0.799073343,0.199986527,0.00094013,0.246025262,0.081713325,0.014931383,0.101355438,0.000965595,0.516101357,0.000519483,0.021049746,0.00094013,0.000242769,0.000637926,0.009018879,0.002628122,0.00335373,3.33E-05,0.000483523,0.948939384,0.015551348,0.035509268,0,0.967776791,0.001895137,0.004046856,0,0.000405917,0,0.025875299,0.520499654,0.479500346,0.031873554,0.139553653,0.11132939,0.490971375,0.21030205,0.007236269,0.008733707,0.008134572,0.056280687,0.117660155,0.077541185,0.117401423,0.178346662,0.43621313,0.008422187,7.139815041,7.445081967,1.736009918,1.807434266,2512903226,14874,168946.0283,0.225017032,361784803.5,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2839,0.327462311,0.672537689,0.233772055,0.691978824,0.06821235,0.00012806,0.000387588,1.43E-05,0.004699067,0.000807744,0.812745899,0.140306419,0.046947682,0.129292103,0.068256127,0.010357931,0.033661927,0.064393561,0.590774385,8.72E-05,0.01792792,0.046947682,0.000821713,0.000307803,0.034278944,0.000299706,0.002611139,1.99E-06,-2.01E-05,0.960243542,0.024265611,-0.000108184,0.01559903,0.896931998,0.000713255,0.002104922,0.084807308,-0.000156515,0.01559903,0,0.527412891,0.472587109,0.063527932,0.026224192,0.110138972,0.463912673,0.332570357,6.61E-05,0.003559776,0.00810382,0.088104443,0.178554459,0.166069055,0.049657255,0.229654946,0.276900567,0.002955456,4.953566855,6.631520533,1.616906421,1.768192013,2128549621,10959,194228.4534,0.295144631,254286352,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2840,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.25,0.693147181,0.794513458,29102.87233,5,5820.574465,2.055725303,29102.87233,"[0.00e+00,1.00e+06)","[0.00e+00,1.00e+06)",TRUE
ORG-2841,0.336122981,0.663877019,0.607277895,0.023498509,0.079592099,0.289108975,0.000155506,0,6.48E-05,0.000302219,0.943197439,0.056059579,0.000742982,0.895875054,0.014382028,0.000622655,0.041474093,0,0.009018911,0,0.037680819,0.000742982,0,0,1.06E-05,0.000128056,6.48E-05,0,0,0.133928029,-3.36E-05,0.866105579,0,0.134281636,0,0,0,0,0,0.865718364,0.060853083,0.939146917,0.015391043,0.063270313,0.734443123,0.045466724,0.137967113,0.003312946,0.000148739,0.005629139,0.121571759,0.032090903,0.116907374,0.176262434,0.133122025,0.413847621,0.000568746,4.856149627,4.443223443,1.552399568,1.468479458,516745676.3,2034,254053.9215,0.916160408,73436221.95,"[1.00e+08,9.07e+11]","[1.00e+07,1.00e+08)",TRUE
ORG-2842,0.48086232,0.51913768,0.245956446,0.474248479,0.238330788,0.003296572,0.008518607,0.001876787,0.027735903,3.64E-05,0.632074131,0.36806659,-0.000140721,0.194455597,0.144223633,0.033135513,0.154705586,0.009443191,0.319843157,0.002098652,0.075196672,-0.000140721,0.001122837,0.00559361,0.038786763,0.006670448,0.012966684,0.001866628,3.17E-05,0.975952449,0.005172885,0.018874666,0,0.952398091,0.001271691,0.032034188,0.000405197,0.000121455,0,0.013769379,0.436615104,0.563384896,0.070897243,0.237388848,0.103374468,0.366369268,0.19575348,0.025963995,0.000252699,0.004846802,0.042728785,0.259880539,0.073482466,0.154521691,0.258263005,0.187653834,0.018622878,4.521841844,7.001904762,1.478185988,1.807708369,2216725972,17989,123226.7481,0.153109258,256787491.9,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2843,0.299231308,0.700768692,0.263011204,0.544486119,0.091498271,0.000664205,0.002776186,0.000898267,0.096653478,1.23E-05,0.853654948,0.123151464,0.023193589,0.212873809,0.051848504,0.136553814,0.052869128,0.025270782,0.443084333,0.000556462,0.035872209,0.023193589,0.000342005,0.000546286,0.013457674,0.001249547,0.001613512,0.000419725,0.000248621,0.889246762,0.005168892,0.105492366,9.20E-05,0.784352996,0.003263618,0.008210087,0.046459294,0.128118328,8.87E-05,0.029506948,0.412434743,0.587565257,0.060445991,0.113556142,0.137465272,0.356826863,0.322891127,0.007395344,0.001419261,0.016056688,0.036410798,0.164211829,0.150332391,0.108518989,0.183111932,0.33751579,0.003841585,5.831763695,9.783278328,1.639657206,2.0197745,24244758265,97528,248592.7966,0.074064479,2934389199,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2844,0.404999532,0.595000468,0.657042828,0.209993847,0.122760554,0.000467997,0.00168759,0.000158315,0.007872483,1.64E-05,0.90496766,0.091629685,0.003402656,0.36751059,0.032908904,0.283676017,0.04900089,0.011837304,0.173289511,0.000220673,0.068654238,0.003402656,0.000171058,0.000969281,0.004680806,0.000973923,0.002463246,0.000126601,0.000114302,0.974950871,0.01049568,0.01368752,0.00086593,0.977027043,0.000235221,0.007627064,0.013529445,0.000274936,0.00086593,0.000440361,0.160318759,0.839681241,0.04532731,0.093020282,0.573540591,0.115813177,0.15943265,0.011287276,0.001578714,0.019558593,0.067278788,0.159162044,0.090735854,0.153460457,0.198219041,0.307396394,0.004188829,7.278455381,13.866078,1.67356749,2.183213149,28031925613,81360,344541.8586,0.061338174,4720258574,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2845,0.414542102,0.585457898,0.610593199,0.152484229,0.190274082,0.000303753,0.001947359,8.21E-05,0.043554434,0.000760833,0.927356846,0.061705991,0.010937164,0.546751762,0.021003063,0.076314431,0.032759156,0.028785162,0.123632264,9.40E-05,0.151873226,0.010937164,0.000839684,0.000406228,0.00521924,0.000839256,0.000395385,8.06E-05,6.94E-05,0.771443365,0.041135191,0.177734357,0.009687088,0.716374394,-0.00140496,0.03283022,0.100376625,0.0760276,0.009687088,0.066109033,0.530051975,0.469948025,0.03141995,0.136996823,0.103769585,0.499535818,0.221763335,0.003961144,0.002553344,0.006373943,0.070608379,0.149576414,0.081409286,0.175164492,0.233183984,0.275917523,0.00776598,4.472924614,6.826593557,1.489221132,1.7143407,7297435388,19285,378399.5534,0.282864262,1199614947,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2848,0.425649145,0.574350855,0.099908919,0.769418834,0.117691973,0.0070134,0.003781002,0.000680077,0.001505795,0,0.840552538,0.159447462,0,0.061434078,0.068275219,0.053417688,0.081385363,0.00453273,0.696031144,0,0.025136898,0,0,0.00143902,0.003509505,0.002925647,0.000497751,0.000526766,0.000888191,0.977151841,0,0.022848159,0,0.989026314,0.000198721,0.000996818,0.008276778,0,0,0.001501368,0.264371341,0.735628659,0.060788512,0.066169147,0.02813728,0.203824629,0.639549725,0.001530706,0,0.213833399,0.03036572,0.14349915,0.088446227,0.032785105,0.185269969,0.30580043,0,6.257590463,5.54787234,1.809214579,1.721044207,635348045.9,3559,178518.6979,0.071753003,252430725.1,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
