MajorCommandID,pNoEffComp,pEffComp,pPlatOther,pPlatFnC,pPlatEnC,pPlatWnA,pPlatLand,pPlatVessel,pPlatAir,pPlatMnS,pPSRServices,pPSRProducts,pRnD,pPscPAMS,pPscOther,pPscERS,pPscEnC,pPscMED,pPscFRSnC,pPscLnM,pPscICT,pPscRnD,pPscMnS,pPscEngines,pPscCloth,pPscLand,pPscAir,pPscShips,pPscFuels,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeAward,pFeeIncentive,pFeeEffort,pFeeFixed,pAward,pIDV,pVehPur,pVehFSS,pVehMAC,pVehDef,pVehSAC,pVehOIDV,pVehBPA,pCompNo Comp. (Unlabeled),pNoComp1Source,pNoCompOther,pComp2Offers,pComp1Offer,pComp3or4Offers,pComp5pOffers,pNoCompFollowOn,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,TotalThreshold,AnnualThreshold,Exclude
ORG-2849,0.217481331,0.782518669,0.256440018,0.590023036,0.114889551,0.008034244,0.022696185,0.00755222,0.000364746,0,0.717486081,0.281478325,0.001035594,0.198663203,0.152179153,0.022635411,0.076872618,0.002557401,0.474035528,0.008034244,0.019594539,0.001035594,0,0.011613597,0.01017801,0.014683737,0.000364746,0.00755222,0,0.733937348,0.003108573,0.262954079,0,0.737045921,0,0,0.251517678,0,0,0.011436401,0.604314684,0.395685316,0.186183233,0.201916458,0.012700374,0.426508257,0.171873659,0,0.000818019,0.088124253,0.013127612,0.112062036,0.398207995,0.112222215,0.187692447,0.088563442,0,2.78741851,3.5,1.246189917,1.352804301,90763654.81,597,152032.9226,0.337663278,32686185.5,"[1.00e+07,1.00e+08)","[1.00e+07,1.00e+08)",TRUE
ORG-2854,0.220285763,0.779714237,0.364192418,0.330455809,0.173655376,0.000997278,0.001613168,0.012214657,0.116666189,0.000205106,0.855253823,0.117769922,0.026976255,0.298092179,0.056603514,0.140474015,0.052506264,0.001988495,0.295378429,0.000508115,0.119320706,0.026976255,0.000277055,0.000787831,0.005654888,0.00066314,0.000206312,0.000158057,0.000404746,0.652391116,0.028376124,0.319232761,0,0.679480128,0.00025166,0.006417495,0.291580819,0.001139928,0,0.021129971,0.438995653,0.561004347,0.041757512,0.132272264,0.055167603,0.398410531,0.370973266,0.001112898,0.000305925,0.083963751,0.038222313,0.027368263,0.462698933,0.070642637,0.163646876,0.153427241,3.00E-05,3.492249889,9.74368932,1.339385158,1.819871729,6196352708,24055,257591.05,0.018234926,2208425427,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2855,0.292915499,0.707084501,0.283382701,0.604574819,0.043889462,0.003644908,0.059137177,0.000122205,0.00516171,8.70E-05,0.815507768,0.18432435,0.000167882,0.127197495,0.119997474,0.180984475,0.027287459,0.001822465,0.491599708,0.001441598,0.013903625,0.000167882,0.000174701,0.010625162,0.009850765,0.006911942,0.000775985,6.22E-05,0.007197035,0.82963779,0.000787599,0.16957461,0,0.96153303,0,0,0.03846697,0,0,0,0.245204272,0.754795728,0.182270115,0.508620463,0.076656045,0.083587583,0.145311931,0.003553862,0,0.081237362,0.069236917,0,0.14448149,0.264157979,0.382171453,0.058714799,0,2.748198625,3.294117647,1.228565115,1.31162787,3635419775,9318,390150.2227,0.040054573,1332936506,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2856,0.513526869,0.486473131,0.136557614,0.505894005,0.353050807,0.001210512,0.000968804,0.000129294,0.002181795,7.17E-06,0.642829013,0.35642898,0.000742007,0.115776394,0.052502684,0.017659949,0.292849712,0.006786725,0.445406016,0.000586136,0.05719993,0.000742007,0.000148016,0.001255908,0.006333853,0.00071707,0.001101971,0.000125192,0.000808437,0.859747543,0.000734004,0.139518453,0,0.860532878,0,0,0.139467122,0,0,0,0.403858151,0.596141849,0.162283827,0.187792692,0.035973704,0.243332914,0.3682635,0.002315007,3.84E-05,0.168232063,0.00453563,0.086982265,0.323615196,0.251742936,0.049789913,0.115101996,0,11.19420794,10.70621469,1.277831107,1.801291802,811868987.5,6524,124443.4377,0.045513885,294032299,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2858,0.404015801,0.595984199,0.886799893,0.015290182,0.093638244,0.000897066,0.003086727,0.000281732,6.16E-06,0,0.946738461,0.052652416,0.000609123,0.037659249,0.027068065,0.825128767,0.021038558,0,0.011511061,0.000525959,0.072439384,0.000609123,0,0.000147046,0.000889041,0.002723443,0,0.000259127,1.18E-06,0.976176611,0.013514262,0.010309127,0,0.744406069,1.37E-06,0.248383351,0.002110933,0,0,0.005098273,0.06245413,0.93754587,0.014040775,0.029118368,0.54415187,0.048861857,0.36118455,0.002595761,4.68E-05,0.01485864,0.006066448,0.003372115,0.150076691,0.348315181,0.073759688,0.358102479,0.045448758,5.890589178,8.723214286,1.520045666,1.609050438,3517013404,2935,1198300.989,0.164616381,1104803210,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2860,0.083247016,0.916752984,0.583229036,0.154672468,0.035551282,0.003694189,0.219323874,0,0.003529151,0,0.88981575,0.11018425,0,0.586874108,0.050909131,0.237320294,0.024346213,0.001254029,0.059726624,0.003428611,0.004640696,0,0,0.001247985,0.007894599,0.01882856,0.003529151,0,0,1,0,0,0,1,0,0,0,0,0,0,0.319649456,0.680350544,0.306225835,0.680350544,0,0.013423621,0,0,0,0.050426993,0,0,0.176997733,0.249597879,0.458638316,0.064339079,0,2.685140115,3,1.211417246,1.231044971,514146396.5,718,716081.3322,0.338619321,270273052.3,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2861,0.620157992,0.379842008,0.71573425,0.011652356,0.264760548,0.007548144,0.000148743,0.000155959,0,0,0.761586557,0.098998541,0.139414902,0.283630302,0.00929044,0.000213833,0.088232475,0.299785583,0.001443736,0.000119657,0.176513103,0.139414902,0,0,0.001053321,0.000132073,0,0.000155959,1.46E-05,0.539063794,0.0290997,0.431836506,0,0.56611443,0.002347247,0.003431974,0.003022866,0,0,0.425083483,0.43929893,0.56070107,0.013958274,0.17089177,0.200846869,0.431180047,0.180722936,0.002008484,0.000391619,0.283989988,0.03018577,0.124294171,0.300602432,0.181703326,0.042365171,0.036859142,0,2.269844114,3.488235294,1.073077553,1.318016949,4417893472,4976,887840.328,0.081410168,2260116623,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2862,0.286061983,0.713938017,0.043221566,0.775043218,0.170177809,0.002403852,0.007267869,7.69E-05,0.001538037,0.000270797,0.804070818,0.195929182,0,0.022108389,0.103421706,0.03739814,0.074953186,0.004335766,0.648177143,0.001646388,0.09205138,0,0.000556875,0.002938588,0.007148743,0.003902141,0.00107773,0,0.000283825,0.993552216,0.006447784,0,0,0.997950792,0,0,0,0.002049208,0,0,0.120859255,0.879140745,0.080450741,0.528419398,0.021957989,0.040934315,0.323726819,0.004510738,0,0.043077439,0.050608899,0.020136114,0.31199121,0.465802815,0.054772552,0.053610971,0,1.848018137,3.838235294,0.966157393,1.397127476,977925646.2,4515,216594.8275,0.06298194,353745974.9,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2863,0.346768943,0.653231057,0.25070517,0.597749754,0.096698095,0.024846181,0.027336542,0.000310721,0.002353537,0,0.862266496,0.137603338,0.000130166,0.219197369,0.050520983,0.082452825,0.060703344,0.002187947,0.525936138,0.000855514,0.032492216,0.000130166,0.001218975,0.00247241,0.011698725,0.00766801,0.001529363,0.00027423,0.000661785,0.663691339,0.016778494,0.312834632,0.006695535,0.670737475,0.000366957,0.025300371,0.233976238,0.001525217,0,0.068093742,0.487481998,0.512518002,0.073568121,0.13609477,0.072243849,0.417393064,0.298620243,0.001841841,0.000238113,0.135774084,0.044063246,0.060049972,0.176442246,0.10678812,0.126068726,0.350796843,1.68E-05,5.227305533,8.458158996,1.628014631,1.880521003,4069135044,23366,174147.6951,0.017490974,1530148864,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2869,0.332205809,0.667794191,0.342684169,0.459110911,0.162273292,0.001790186,0.019374239,0.000498984,0.012976103,0.001292116,0.696399227,0.300471553,0.00312922,0.323088264,0.103541407,0.015821949,0.136924774,0.01150796,0.324604945,0.001484872,0.021376108,0.00312922,0.002491343,0.008865913,0.025119712,0.011863885,0.008246274,0.000477283,0.001456088,0.978207325,0.014343774,0.004802297,0.002646604,0.986003139,0.000109576,0.00289338,0.004607567,0.003406501,0.002646604,0.000333233,0.37389317,0.62610683,0.10475349,0.219989949,0.12314331,0.269832568,0.253374516,0.018776937,0.01012923,0.015455813,0.043380754,0.08695313,0.110321558,0.175601867,0.263162687,0.294704199,0.010419993,5.34660642,12.83246569,1.554917756,2.174141948,32840908946,370131,88727.79893,0.016880584,3596940686,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2870,0.198396985,0.801603015,0.900707075,0.016898505,0.073185541,0.001244434,0.003098809,0.004785313,8.03E-05,0,0.958587966,0.041397921,1.41E-05,0.069495246,0.003883112,0.834938934,0.029937344,1.71E-05,0.011152589,-3.49E-05,0.042984101,1.41E-05,1.01E-06,0.000452131,7.79E-05,0.002193349,2.74E-05,0.004725345,0.000135214,0.997326999,0.002520643,1.52E-07,0.000152206,0.553760877,0.00094033,0.445146588,0,0,0.000152206,0,0.071681505,0.928318495,0.015819395,0.038763408,0.603881934,0.055954028,0.275295328,0.010203633,8.23E-05,0.010925038,0.027909599,0.015937047,0.117370194,0.146030782,0.384880739,0.292363087,0.004583514,8.610358937,7.733333333,1.702487343,1.530793828,4388438197,4156,1055928.344,0.242445203,1815163268,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2871,0.449924536,0.550075464,0.206600308,0.019760727,0.031157272,0.00862599,0.000823597,0.00107638,0.002603122,0.729352604,0.195882645,0.047425901,0.756691454,0.159553158,0.005235343,0.008719164,0.013379326,1.25E-05,0.01009772,0.002562181,0.017500072,0.756691454,0.000293728,4.06E-05,0.023037605,0.000810284,0.001174924,0.000891766,1.04E-07,0.124829767,0.09401455,0.756555207,0.024600476,0.256564417,1.72E-06,3.71E-05,0.334031301,0.090520128,0.024600476,0.294244886,0.63772961,0.36227039,0.006272812,0.007041404,0.214904378,0.631469753,0.140130347,0.0001006,8.07E-05,0.016076127,0.236433967,0.108522222,0.219871456,0.095881299,0.176828702,0.144405135,0.001981092,6.858046647,24.67310345,1.440485537,2.050619476,33396688508,20295,1645562.38,0.399304515,3300491152,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2872,0.215098313,0.784901687,0.089186873,0.869728431,0.035381107,0.000481718,0.000945878,0.004080626,0.000148427,4.69E-05,0.932423016,0.047981702,0.019595282,0.131006635,0.026606657,0.015997417,0.013279812,0.000227771,0.773711025,0.000200658,0.011480167,0.019595282,0.000152881,0.002139355,0.001864209,0.000659617,0.00013333,0.002472382,0.000472802,0.918661164,0.007903852,0.073068277,0.000366706,0.925028402,6.60E-05,0.0052748,0.023180634,0.010605058,0.000365688,0.035479397,0.527484265,0.472515735,0.018456294,0.019010564,0.200611099,0.509175861,0.249966145,0.001918505,0.000861533,0.006689371,0.02590154,0.094050036,0.146247803,0.08567444,0.251280971,0.382653332,0.007502507,6.292153621,14.16671563,1.709068967,2.239203499,2.68495E+11,549229,488857.1532,0.025813309,33990464498,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2873,0.563174422,0.436825578,0.740003566,0.098211144,0.160563262,9.33E-05,0.00106275,4.83E-05,1.77E-05,0,0.57270737,0.190696066,0.236596564,0.341857376,0.056361759,0.004219422,0.043162422,0.064243443,0.04718034,3.95E-05,0.11520679,0.236596564,9.79E-05,0.000335901,0.089574186,0.000975579,1.58E-05,3.42E-05,9.89E-05,0.545545431,0.084097585,0.370356984,0,0.731942959,0.00018364,3.81E-05,0.023170596,0,0,0.244664732,0.449486709,0.550513291,0.08984069,0.200375987,0.082555478,0.35991841,0.265661619,0.001547927,9.99E-05,0.091459288,0.080497839,0.049801068,0.19340088,0.341603959,0.117977061,0.124726726,0.000533178,39.03518537,70.19061166,1.364627098,1.995464082,3379648051,11958,282626.5304,0.069774396,1134903835,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2874,0.680842068,0.319157932,0.850056926,0.106756704,0.027159567,0.004446471,0.009927328,0.000261877,0.001390532,5.96E-07,0.123053587,0.860749208,0.016197205,0.033886449,0.797995618,0.020992315,0.017570964,0.000746283,0.064954805,0.004445413,0.002473735,0.016197205,0.000176793,0.003527798,0.015321004,0.00833642,0.001364016,0.000259741,0.011751441,1,0,0,0,0.9977576,0,0.0022424,0,0,0,0,0.414785193,0.585214807,0.15079931,0.156448239,0.049850442,0.290566392,0.351989189,0.000346428,0,0,0.295060876,0.009067782,0.045025165,0.343967138,0.086418573,0.220196566,0.0002639,3.989846741,8.596774194,1.286513634,1.875380943,37439366367,120514,310664.0421,0.015479381,8213802446,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2875,0.528617086,0.471382914,0.821898148,0.141131221,0.036349238,0.000168192,0.000150631,0.000247789,5.40E-05,7.61E-07,0.745508314,0.2535667,0.000924985,0.103424442,0.073439622,0.018110111,0.016245441,0.504865184,0.099494137,0.000113456,0.01961444,0.000924985,1.64E-05,0.000175859,0.163225998,0.000119888,5.36E-05,0.000174675,1.75E-06,0.979555894,0.005544367,0.014868197,3.15E-05,0.960419473,0.000291041,0.029346801,0.001485775,0.000125202,3.15E-05,0.008300166,0.421973535,0.578026465,0.236312206,0.145359491,0.125725718,0.19356684,0.291614361,0.002079309,0.005342076,0.050127353,0.115315286,0.154747444,0.155131726,0.208549271,0.084612561,0.213843853,0.017672506,5.644790559,10.57410882,1.467059629,1.95565681,17454616780,132901,131335.4811,0.062867548,1738532721,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2876,0.396573115,0.603426885,0.354461182,0.388863259,0.20967742,0.004422155,0.032518322,0.003301631,0.006646725,0.000109307,0.765247699,0.225255528,0.009496772,0.289859193,0.07146029,0.067013669,0.118873698,0.003746609,0.320148037,0.00161438,0.084480192,0.009496772,0.000599004,0.002180848,0.015909101,0.011018587,0.001587819,0.000619684,0.001392118,0.767977972,0.046774309,0.184507138,0.000740581,0.797909698,0.001616982,0.007922975,0.13113879,0.009984377,8.29E-05,0.051344236,0.397330679,0.602669321,0.103789442,0.132398212,0.12830484,0.294146978,0.33360248,0.007741863,1.62E-05,0.042368782,0.069435297,0.130621433,0.169520747,0.175189513,0.193071456,0.212365293,0.007427478,6.967433346,19.65232358,1.456123054,2.112726367,92640799449,539099,171843.7605,0.012233619,17919135900,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2877,0.588648376,0.411351624,0.303176308,0.094959298,0.142766519,0.095663308,0.179531183,0.000947996,0.129707527,0.053247861,0.338441222,0.569765764,0.091793014,0.224472777,0.043730788,0.032259563,0.092735923,0.000465122,0.05701083,0.075721698,0.024232931,0.091793014,0.054178449,0.024980149,0.014104505,0.162694991,0.100832762,0.000561189,0.00022531,0.69318017,0.084988859,0.219365241,0.00246573,0.779968901,0.004725146,0.013717938,0.034478124,0.036553273,0.002464505,0.128092113,0.511027161,0.488972839,0.015004516,0.018896162,0.135011856,0.496383517,0.330035015,0.003387866,0.001281067,0.030767172,0.420808077,0.080147861,0.125401526,0.108222964,0.118776711,0.112069471,0.003806217,8.372298936,49.4382481,1.415242011,2.448566487,9.07434E+11,965907,939462.9847,0.01777215,1.04643E+11,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2878,0.280529467,0.719470533,0.60785375,0.116847174,0.257036157,0.007989029,0.003136567,7.12E-05,0.006832973,0.000233194,0.675513934,0.131312562,0.193173504,0.407216216,0.039216861,0.005226552,0.071609717,0.000219363,0.083991334,0.007815257,0.178860468,0.193173504,0.000263213,0.002112856,0.002502575,0.002910139,0.004767354,7.12E-05,4.34E-05,0.219432022,0.029182435,0.751226097,0.000159446,0.332788077,0,0.000631265,0.497266129,0,0.000159446,0.169155083,0.639460963,0.360539037,0.049902454,0.038355959,0.073702716,0.589806643,0.239925451,0.008132286,0.000174491,0.036098538,0.054514745,0.060443185,0.459861368,0.102517896,0.197564701,0.087592349,0.001407219,5.223820408,4.822259136,1.324993596,1.388228032,2258602267,6435,350987.1433,0.359462363,621399236.3,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2879,0.713463024,0.286536976,0.703145091,0.022750528,0.263749488,0.009985809,0.00030996,-1.12E-06,5.93E-05,9.42E-07,0.821243817,0.062295552,0.116460631,0.353321519,0.009743644,0.00059841,0.051038679,0.242532855,0.012663508,7.43E-05,0.212127525,0.116460631,0,1.77E-06,0.001144681,0.000256637,2.83E-05,7.48E-06,0,0.646085902,0.055569018,0.298324923,2.02E-05,0.710328591,0.000159384,0.000276158,0.012521393,0.005463002,2.02E-05,0.271231317,0.409103296,0.590896704,0.02743891,0.232674588,0.129354002,0.382446481,0.223850682,0.004218636,1.67E-05,0.020831399,0.132282243,0.295752248,0.117361142,0.266426209,0.060874437,0.101663911,0.00480841,3.396612431,7.867241379,1.185609971,1.554320193,10560704195,11704,902315.8062,0.171928368,3034956564,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2880,0.303968406,0.696031594,0.787870359,0.007343177,0.20338074,0.00042041,0.000308792,2.73E-05,0.000624878,2.44E-05,0.838832406,0.117236359,0.043931235,0.734717442,0.012480995,0.000698815,0.103335448,3.04E-05,0.003513113,0.000167657,0.099872609,0.043931235,2.90E-05,4.09E-05,0.000237623,0.000278535,0.000624537,2.73E-05,1.44E-05,0.144166104,0.101201933,0.652223713,0.10240825,0.273889183,0.000417697,0.002389672,0.394648052,0.00038486,0.10240825,0.225862286,0.100996439,0.899003561,0.018592676,0.037489369,0.12162464,0.082542502,0.738851514,0.00083526,6.40E-05,0.007312635,0.043997465,0.13962662,0.12910806,0.107103479,0.27267595,0.298823346,0.001352445,3.966821338,5.021084337,1.48532344,1.451281839,14677043065,12840,1143071.89,0.452649434,2299955219,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2882,0.362060064,0.637939936,0.714994138,0.049782649,0.234768464,5.35E-05,0.000253776,6.42E-05,6.51E-05,1.82E-05,0.796452669,0.098213165,0.105334166,0.474745185,0.021655449,0.005523038,0.035740708,0.09254642,0.025675645,5.83E-06,0.197962381,0.105334166,1.73E-05,0.000336599,0.040105653,0.000162389,6.51E-05,6.42E-05,5.98E-05,0.433273134,0.112600754,0.450123005,0.004003107,0.698173884,1.32E-05,0.000506093,0.005508055,0.000311682,0.004003107,0.291483999,0.269700255,0.730299745,0.052867549,0.159718674,0.272099724,0.216922935,0.283784992,0.012877613,0.001728513,0.004384285,0.098547621,0.0441328,0.187997758,0.207683334,0.281650647,0.170598221,0.005005334,8.143741908,36.46802326,1.397370641,2.119041273,14159620579,34548,409853.5539,0.218575393,2291426006,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2936,0.734695608,0.265304392,0.137586402,0.011911167,0.066207136,0.01238952,0.00402337,0.00014838,0.728037365,0.039696659,0.148527055,0.589792168,0.261680777,0.070740127,0.037540796,0.066323259,0.031991947,0.000375813,0.001027617,0.004231328,0.010060239,0.261680777,0.033597784,0.0376562,0.000486766,0.002761184,0.441440507,8.28E-05,2.86E-06,0.563781753,0.015719491,0.42048939,9.37E-06,0.353339151,0.000684883,0.039479448,0.214433837,0.274576424,9.37E-06,0.117476892,0.794110945,0.205889055,0.003287648,0.005290648,0.051410652,0.791004387,0.134772507,0.014158088,7.61E-05,0.022148,0.597340217,0.026860271,0.193359919,0.085875211,0.043365867,0.029402158,0.001648356,2.587220345,9.892633229,1.140331695,1.979887088,3.34124E+11,127767,2615100.206,0.110248691,36373167362,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2937,0.633786747,0.366213253,0.320743398,0.113834484,0.285854141,0.023041078,0.010855058,0.034326756,0.208997309,0.002347776,0.503346395,0.486870683,0.009782922,0.196212842,0.088680681,0.050986644,0.111042539,0.044966392,0.048789387,0.017516035,0.16239113,0.009782922,0.00285664,0.082039739,0.025029716,0.006790346,0.141717867,0.01069794,0.000499179,0.793496439,0.04927438,0.156438178,0.000791002,0.82579942,0.002938512,0.007518094,0.023071362,0.0203395,0.000791002,0.119542109,0.230940295,0.769059705,0.081203648,0.097562765,0.091141991,0.150536239,0.56724751,0.010862292,0.001445554,0.047574235,0.369875098,0.08422164,0.11441084,0.125952361,0.160873631,0.081892458,0.015199738,3.726696206,10.40095508,1.34089798,1.965502308,1.24206E+11,982297,126444.4719,0.011524829,10049967112,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2939,0.141363162,0.858636838,0.75196356,0.056837244,0.032586787,0.000104279,0.003456095,0.155010405,4.16E-05,0,0.943261501,0.056254425,0.000484074,0.03675852,0.010473196,0.82448716,0.002704231,0.000108688,0.05256402,3.48E-05,0.029343113,0.000484074,3.88E-05,0.002786183,8.63E-05,0.001163179,1.32E-05,0.032198114,0.006756547,0.981089435,0.000164363,0.014075324,0.004670879,0.76719547,0.001337912,0.169522401,0.050194865,0.000666,0.004670879,0.006412473,0.911245632,0.088754368,0.032269072,0.007800296,0.006810636,0.878976708,0.073449657,0.000534529,0.000159102,0.008945618,0.010630305,0.02449787,0.361218597,0.096605402,0.135181581,0.36248232,0.000438308,5.020443531,6.209039548,1.579901987,1.770339753,25536480996,44640,572053.7857,0.120334703,2240438149,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2940,0.197642137,0.802357863,0.045173262,0.936885204,0.009976414,0.000643596,0.003194899,0.00404388,8.16E-05,1.16E-06,0.98086902,0.014973258,0.004157721,0.116081872,0.005422526,0.016067898,0.002575658,4.34E-05,0.843359113,0.000285726,0.005316721,0.004157721,0.000651207,0.000844943,1.61E-05,0.001450651,6.59E-05,0.003659154,1.36E-06,0.928561605,0.001347731,0.069894856,0.000195808,0.906941487,0.000710384,0.003309048,0.077253341,0.002792084,0.000127886,0.00886577,0.376072332,0.623927668,0.007844555,0.005110582,0.239523012,0.368333667,0.37787197,0.0009625,0.000353713,0.007271318,0.019362042,0.122466666,0.130491331,0.062137418,0.215192015,0.442697935,0.000381275,8.085927472,15.71792619,1.816562348,2.235049132,1.15912E+11,433183,267582.1295,0.023822585,11393649638,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2941,0.697539241,0.302460759,0.193191159,0.027391486,0.098568261,0.071697682,0.00151811,0.544868258,0.002056682,0.060708363,0.278806745,0.59453923,0.126654025,0.140298547,0.00878519,0.107630906,0.059819671,0.000104463,0.018559293,0.059080093,0.012213536,0.126654025,0.04763135,0.042415007,0.00057078,0.000395352,0.001514438,0.37431653,1.08E-05,0.380746171,0.005219414,0.613898958,0.000135457,0.207925175,0.001571041,9.53E-05,0.173740834,0.26291795,0.000135457,0.353614249,0.775738539,0.224261461,0.00728973,0.017077758,0.087054612,0.768623565,0.116106512,0.003592104,0.000255718,0.020746153,0.472810879,0.113866377,0.163449355,0.089996063,0.090750045,0.047653794,0.000727333,3.541205673,12.34823848,1.242141058,1.949097207,3.73851E+11,294832,1268012.171,0.060758681,38191635824,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2942,0.982781092,0.017218908,0.151056123,0.00226221,0.007356132,0.196320188,4.40E-05,0.046911485,7.81E-05,0.59597173,0.385579413,0.565381228,0.049039359,0.175982397,0.000416107,0.20516778,0.004736413,5.38E-07,0.001997364,0.013241346,0.002431334,0.049039359,0.546891709,9.77E-06,1.35E-05,4.31E-05,1.37E-05,1.52E-05,4.00E-07,0.19043071,3.41E-05,0.80500423,0.004530995,0.032344913,2.60E-05,0,0.004172911,0.748588068,0.004530995,0.210337075,0.993626207,0.006373793,0.000895365,0.00246555,0.001499662,0.9927382,0.002256905,0.000134251,1.01E-05,0.018961329,0.784924178,0.023285294,0.009975113,0.155548955,0.004582216,0.002661622,6.13E-05,1.30961003,3.844298246,0.764238832,1.32133014,26439489851,3759,7033649.867,1.345738266,2324776849,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2943,0.347057383,0.652942617,0.238133533,0.110919976,0.20570768,0.032594088,0.399133643,0.00113645,0.011396862,0.000977769,0.278631943,0.657668465,0.063699592,0.149549992,0.091448083,0.02564564,0.116494916,0.000725696,0.036232953,0.02670511,0.066477661,0.063699592,0.005091203,0.005454391,0.03438163,0.373195497,0.003612653,0.001075499,0.000209482,0.882694967,0.029140283,0.087827377,0.000337373,0.893211776,0.00253901,0.00137258,0.045611044,0.017780105,0.000337373,0.039148112,0.243580008,0.756419992,0.032104728,0.099330879,0.024906045,0.211617516,0.625065244,0.002996444,0.003979145,0.013334603,0.162813537,0.054595201,0.097698649,0.113892908,0.159012252,0.396547883,0.002104968,6.031207798,9.778303199,1.745221299,1.928326979,82290968743,201301,408795.6282,0.043426934,15230484103,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2944,0.432221736,0.567778264,0.211661371,0.014857058,0.648009879,0.003233301,0.000288103,0.004779132,0.045540726,0.07163043,0.53651947,0.281755108,0.181725421,0.173917736,0.011258049,0.034355774,0.213222926,1.86E-05,0.003718717,0.000332009,0.324508598,0.181725421,0.008885546,0.001531135,0.000196296,0.000197722,0.044985945,0.001143326,2.16E-06,0.319174754,0.022909813,0.657886933,2.85E-05,0.337840138,3.88E-05,0.005989155,0.127762439,0.099821866,2.85E-05,0.428519128,0.288512231,0.711487769,0.020202455,0.035242737,0.20540797,0.268591425,0.457982928,0.012017422,0.000555063,0.031589447,0.139742953,0.057665668,0.301344996,0.198638171,0.149047925,0.114397344,0.007573495,3.546620995,12.36110367,1.249140189,1.903757785,76948337173,207463,370901.4965,0.0505775,8282892995,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2945,0.447110903,0.552889097,0.832437633,0.027312043,0.09885029,0.005199996,0.000305666,0.005365065,0.003565997,0.026963311,0.149938248,0.049238055,0.800823697,0.127170504,0.024781842,0.003708082,0.021083411,0.000171313,0.002058584,2.17E-05,0.016829765,0.800823697,0.000170734,0.000449293,0.000795527,0.00024457,0.001246514,0.000434197,1.03E-05,0.108492728,0.008993152,0.88210837,0.000405751,0.154229388,7.34E-05,9.04E-05,0.064908281,0.006909512,0.000405751,0.773383297,0.698929805,0.301070195,0.03839002,0.027108088,0.089637812,0.663837085,0.174976147,0.005919033,0.000131815,0.012622357,0.048667004,0.089062329,0.266338288,0.296185641,0.077465536,0.209458555,0.000200289,178.2441889,128.6255265,2.131162272,2.463343445,19525464843,62859,310623.2177,0.156583978,1538563383,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
