MajorCommandID,pNoEffComp,pEffComp,pPlatOther,pPlatFnC,pPlatEnC,pPlatWnA,pPlatLand,pPlatVessel,pPlatAir,pPlatMnS,pPSRServices,pPSRProducts,pRnD,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeAward,pFeeIncentive,pFeeEffort,pFeeFixed,pAward,pIDV,pVehPur,pVehFSS,pVehMAC,pVehDef,pVehSAC,pVehOIDV,pVehBPA,pCompNo Comp. (Unlabeled),pNoComp1Source,pNoCompOther,pNoCompFollowOn,pComp1Offer,pComp2Offers,pComp3or4Offers,pComp5pOffers,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,pPscPAMS,pPscOther,pPscERS,pPscEnC,pPscMED,pPscFRSnC,pPscLnM,pPscICT,pPscRnD,pPscMnS,pPscEngines,pPscCloth,pPscLand,pPscAir,pPscShips,pPscFuels,TotalThreshold,AnnualThreshold,Exclude
ORG-2854,0.220285763,0.779714237,0.363656641,0.331093435,0.173692912,0.000993443,0.001521103,0.012214657,0.116622704,0.000205106,0.855253823,0.117769922,0.026976255,0.652391116,0.028376124,0.319232761,0,0.679480128,0.00025166,0.006417495,0.291580819,0.001139928,0,0.021129971,0.438995653,0.561004347,0.041757512,0.132272264,0.055167603,0.398410531,0.370973266,0.001112898,0.000305925,0.083963751,0.038222313,0.027368263,3.00E-05,0.070642637,0.462698933,0.163646876,0.153427241,3.492249889,9.74368932,1.339385158,1.819871729,6196352708,24055,257591.05,0.018234926,2208425427,0.298092179,0.056603514,0.140474015,0.052506264,0.001988495,0.295378429,0.000508115,0.119320706,0.026976255,0.000277055,0.000787831,0.005654888,0.00066314,0.000206312,0.000158057,0.000404746,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2855,0.292915499,0.707084501,0.282611492,0.605811405,0.044016546,0.003580309,0.058841441,0.000122205,0.004929586,8.70E-05,0.815507768,0.18432435,0.000167882,0.82963779,0.000787599,0.16957461,0,0.96153303,0,0,0.03846697,0,0,0,0.245204272,0.754795728,0.182270115,0.508620463,0.076656045,0.083587583,0.145311931,0.003553862,0,0.081237362,0.069236917,0,0,0.264157979,0.14448149,0.382171453,0.058714799,2.748198625,3.294117647,1.228565115,1.31162787,3635419775,9318,390150.2227,0.040054573,1332936506,0.127197495,0.119997474,0.180984475,0.027287459,0.001822465,0.491599708,0.001441598,0.013903625,0.000167882,0.000174701,0.010625162,0.009850765,0.006911942,0.000775985,6.22E-05,0.007197035,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2856,0.513526869,0.486473131,0.133448064,0.509077885,0.353113083,0.001210512,0.000921968,0.000129294,0.002092025,7.17E-06,0.642829013,0.35642898,0.000742007,0.859747543,0.000734004,0.139518453,0,0.860532878,0,0,0.139467122,0,0,0,0.403858151,0.596141849,0.162283827,0.187792692,0.035973704,0.243332914,0.3682635,0.002315007,3.84E-05,0.168232063,0.00453563,0.086982265,0,0.251742936,0.323615196,0.049789913,0.115101996,11.19420794,10.70621469,1.277831107,1.801291802,811868987.5,6524,124443.4377,0.045513885,294032299,0.115776394,0.052502684,0.017659949,0.292849712,0.006786725,0.445406016,0.000586136,0.05719993,0.000742007,0.000148016,0.001255908,0.006333853,0.00071707,0.001101971,0.000125192,0.000808437,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2858,0.404015801,0.595984199,0.887291972,0.016368339,0.093638244,0.000404987,0.00200857,0.000281732,6.16E-06,0,0.946738461,0.052652416,0.000609123,0.976176611,0.013514262,0.010309127,0,0.744406069,1.37E-06,0.248383351,0.002110933,0,0,0.005098273,0.06245413,0.93754587,0.014040775,0.029118368,0.54415187,0.048861857,0.36118455,0.002595761,4.68E-05,0.01485864,0.004047985,0.005390579,0.045448758,0.348315181,0.150076691,0.073759688,0.358102479,5.890589178,8.723214286,1.520045666,1.609050438,3517013404,2935,1198300.989,0.164616381,1104803210,0.037659249,0.027068065,0.825128767,0.021038558,0,0.011511061,0.000525959,0.072439384,0.000609123,0,0.000147046,0.000889041,0.002723443,0,0.000259127,1.18E-06,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2860,0.083247016,0.916752984,0.583148271,0.155711109,0.035551282,0.00361081,0.218449377,0,0.003529151,0,0.88981575,0.11018425,0,1,0,0,0,1,0,0,0,0,0,0,0.319649456,0.680350544,0.306225835,0.680350544,0,0.013423621,0,0,0,0.050426993,0,0,0,0.249597879,0.176997733,0.458638316,0.064339079,2.685140115,3,1.211417246,1.231044971,514146396.5,718,716081.3322,0.338619321,270273052.3,0.586874108,0.050909131,0.237320294,0.024346213,0.001254029,0.059726624,0.003428611,0.004640696,0,0,0.001247985,0.007894599,0.01882856,0.003529151,0,0,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2861,0.620157992,0.379842008,0.715150861,0.012235745,0.264760548,0.007548144,0.000148743,0.000155959,0,0,0.761586557,0.098998541,0.139414902,0.539063794,0.0290997,0.431836506,0,0.56611443,0.002347247,0.003431974,0.003022866,0,0,0.425083483,0.43929893,0.56070107,0.013958274,0.17089177,0.200846869,0.431180047,0.180722936,0.002008484,0.000391619,0.283989988,0.03018577,0.124294171,0,0.181703326,0.300602432,0.042365171,0.036859142,2.269844114,3.488235294,1.073077553,1.318016949,4417893472,4976,887840.328,0.081410168,2260116623,0.283630302,0.00929044,0.000213833,0.088232475,0.299785583,0.001443736,0.000119657,0.176513103,0.139414902,0,0,0.001053321,0.000132073,0,0.000155959,1.46E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2862,0.286061983,0.713938017,0.041465182,0.776975478,0.170561624,0.002403852,0.007091992,7.69E-05,0.001154222,0.000270797,0.804070818,0.195929182,0,0.993552216,0.006447784,0,0,0.997950792,0,0,0,0.002049208,0,0,0.120859255,0.879140745,0.080450741,0.528419398,0.021957989,0.040934315,0.323726819,0.004510738,0,0.043077439,0.050608899,0.020136114,0,0.465802815,0.31199121,0.054772552,0.053610971,1.848018137,3.838235294,0.966157393,1.397127476,977925646.2,4515,216594.8275,0.06298194,353745974.9,0.022108389,0.103421706,0.03739814,0.074953186,0.004335766,0.648177143,0.001646388,0.09205138,0,0.000556875,0.002938588,0.007148743,0.003902141,0.00107773,0,0.000283825,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2863,0.346768943,0.653231057,0.249853352,0.600162406,0.096996544,0.024800484,0.026008693,0.000301661,0.00187686,0,0.862266496,0.137603338,0.000130166,0.663691339,0.016778494,0.312834632,0.006695535,0.670737475,0.000366957,0.025300371,0.233976238,0.001525217,0,0.068093742,0.487481998,0.512518002,0.073568121,0.13609477,0.072243849,0.417393064,0.298620243,0.001841841,0.000238113,0.135774084,0.043995687,0.060117531,1.68E-05,0.10678812,0.176442246,0.126068726,0.350796843,5.227305533,8.458158996,1.628014631,1.880521003,4069135044,23366,174147.6951,0.017490974,1530148864,0.219197369,0.050520983,0.082452825,0.060703344,0.002187947,0.525936138,0.000855514,0.032492216,0.000130166,0.001218975,0.00247241,0.011698725,0.00766801,0.001529363,0.00027423,0.000661785,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2869,0.332205809,0.667794191,0.342271193,0.462384718,0.163970587,0.001648759,0.017562928,0.000498985,0.010370713,0.001292117,0.696398989,0.300471789,0.003129223,0.978207325,0.014343774,0.004802297,0.002646604,0.986003139,0.000109576,0.00289338,0.004607567,0.003406501,0.002646604,0.000333233,0.37389317,0.62610683,0.10475349,0.219989949,0.12314331,0.269832568,0.253374516,0.018776937,0.01012923,0.015455813,0.029768024,0.10056586,0.010419993,0.175601867,0.110321558,0.263162687,0.294704199,5.34660642,12.83246569,1.554917756,2.174141948,32840908946,370131,88727.79893,0.016880584,3596940686,0.323822602,0.102839111,0.016638881,0.134383782,0.013097201,0.324512305,0.001532421,0.022555461,0.003095316,0.002368272,0.008587338,0.024770459,0.011575362,0.008263023,0.00046548,0.001492987,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2870,0.198396985,0.801603015,0.900632732,0.018672113,0.073212971,0.001305654,0.001338324,0.004785313,5.29E-05,0,0.958587966,0.041397921,1.41E-05,0.997326999,0.002520643,1.52E-07,0.000152206,0.553760877,0.00094033,0.445146588,0,0,0.000152206,0,0.071681505,0.928318495,0.015819395,0.038763408,0.603881934,0.055954028,0.275295328,0.010203633,8.23E-05,0.010925038,0.024896497,0.018950149,0.004583514,0.146030782,0.117370194,0.384880739,0.292363087,8.610358937,7.733333333,1.702487343,1.530793828,4388438197,4156,1055928.344,0.242445203,1815163268,0.069495246,0.003883112,0.834938934,0.029937344,1.71E-05,0.011152589,-3.49E-05,0.042984101,1.41E-05,1.01E-06,0.000452131,7.79E-05,0.002193349,2.74E-05,0.004725345,0.000135214,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2871,0.449924536,0.550075464,0.206598347,0.019762881,0.031158851,0.008627685,0.000823405,0.00107638,0.002601543,0.729350908,0.195882645,0.047425901,0.756691454,0.124829767,0.09401455,0.756555207,0.024600476,0.256564417,1.72E-06,3.71E-05,0.334031301,0.090520128,0.024600476,0.294244886,0.63772961,0.36227039,0.006272812,0.007041404,0.214904378,0.631469753,0.140130347,0.0001006,8.07E-05,0.016076127,0.235057768,0.109898422,0.001981092,0.095881299,0.219871456,0.176828702,0.144405135,6.858046647,24.67310345,1.440485537,2.050619476,33396688508,20295,1645562.38,0.399304515,3300491152,0.165868553,0.005085309,0.008467773,0.013468708,1.22E-05,0.010811759,0.002486697,0.018215996,0.749543773,0.000285058,3.94E-05,0.022452664,0.001059316,0.00114032,0.001062369,1.01E-07,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2872,0.215098313,0.784901687,0.089132352,0.869929413,0.035397034,0.000457726,0.000844942,0.004080191,0.000111451,4.69E-05,0.932422877,0.047981801,0.019595322,0.918661164,0.007903852,0.073068277,0.000366706,0.925028402,6.60E-05,0.0052748,0.023180634,0.010605058,0.000365688,0.035479397,0.527484265,0.472515735,0.018456294,0.019010564,0.200611099,0.509175861,0.249966145,0.001918505,0.000861533,0.006689371,0.018510649,0.101440927,0.007502507,0.08567444,0.146247803,0.251280971,0.382653332,6.292153621,14.16671563,1.709068967,2.239203499,2.68495E+11,549229,488857.1532,0.025813309,33990464498,0.129656208,0.0263485,0.016869359,0.013670562,0.000229155,0.774393957,0.000198295,0.011789413,0.018999502,0.00014463,0.002122161,0.001853051,0.000693744,0.000127197,0.002437644,0.000466621,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2873,0.563174422,0.436825578,0.73764451,0.10057618,0.160568021,8.73E-05,0.00106275,4.83E-05,1.30E-05,0,0.57270737,0.190696066,0.236596564,0.545545431,0.084097585,0.370356984,0,0.731942959,0.00018364,3.81E-05,0.023170596,0,0,0.244664732,0.449486709,0.550513291,0.08984069,0.200375987,0.082555478,0.35991841,0.265661619,0.001547927,9.99E-05,0.091459288,0.074533621,0.055765286,0.000533178,0.341603959,0.19340088,0.117977061,0.124726726,39.03518537,70.19061166,1.364627098,1.995464082,3379648051,11958,282626.5304,0.069774396,1134903835,0.341857376,0.056361759,0.004219422,0.043162422,0.064243443,0.04718034,3.95E-05,0.11520679,0.236596564,9.79E-05,0.000335901,0.089574186,0.000975579,1.58E-05,3.42E-05,9.89E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2874,0.680842068,0.319157932,0.849512119,0.107559268,0.027209257,0.004445876,0.009711059,0.000261877,0.001299948,5.96E-07,0.123053587,0.860749208,0.016197205,1,0,0,0,0.9977576,0,0.0022424,0,0,0,0,0.414785193,0.585214807,0.15079931,0.156448239,0.049850442,0.290566392,0.351989189,0.000346428,0,0,0.284478941,0.019649717,0.0002639,0.343967138,0.045025165,0.086418573,0.220196566,3.989846741,8.596774194,1.286513634,1.875380943,37439366367,120514,310664.0421,0.015479381,8213802446,0.033886449,0.797995618,0.020992315,0.017570964,0.000746283,0.064954805,0.004445413,0.002473735,0.016197205,0.000176793,0.003527798,0.015321004,0.00833642,0.001364016,0.000259741,0.011751441,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2875,0.528617086,0.471382914,0.820767616,0.142303108,0.036360159,0.000167844,0.000148563,0.000247789,4.16E-06,7.61E-07,0.745508314,0.2535667,0.000924985,0.979555894,0.005544367,0.014868197,3.15E-05,0.960419473,0.000291041,0.029346801,0.001485775,0.000125202,3.15E-05,0.008300166,0.421973535,0.578026465,0.236312206,0.145359491,0.125725718,0.19356684,0.291614361,0.002079309,0.005342076,0.050127353,0.106818535,0.163244195,0.017672506,0.208549271,0.155131726,0.084612561,0.213843853,5.644790559,10.57410882,1.467059629,1.95565681,17454616780,132901,131335.4811,0.062867548,1738532721,0.102643366,0.070050488,0.018494092,0.015642546,0.504219261,0.101098072,0.000110703,0.020181261,0.000862937,1.57E-05,0.000164967,0.166156309,0.000111613,8.43E-05,0.00016223,2.10E-06,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
