MajorCommandID,pNoEffComp,pEffComp,pPlatOther,pPlatFnC,pPlatEnC,pPlatWnA,pPlatLand,pPlatVessel,pPlatAir,pPlatMnS,pPSRServices,pPSRProducts,pRnD,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeAward,pFeeIncentive,pFeeEffort,pFeeFixed,pAward,pIDV,pVehPur,pVehFSS,pVehMAC,pVehDef,pVehSAC,pVehOIDV,pVehBPA,pCompNo Comp. (Unlabeled),pNoComp1Source,pNoCompOther,pNoCompFollowOn,pComp1Offer,pComp2Offers,pComp3or4Offers,pComp5pOffers,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,pPscPAMS,pPscOther,pPscERS,pPscEnC,pPscMED,pPscFRSnC,pPscLnM,pPscICT,pPscRnD,pPscMnS,pPscEngines,pPscCloth,pPscLand,pPscAir,pPscShips,pPscFuels,TotalThreshold,AnnualThreshold,Exclude
ORG-2757,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.00e+00,1.00e+06)","[0.00e+00,1.00e+06)",TRUE
ORG-2762,0.924959604,0.075040396,0.201993893,0.3672132,0.387284418,0.043508488,0,0,0,0,0.375608186,0.624391814,0,1,0,0,0,0.986615095,0.005916925,0.00746798,0,0,0,0,0.294222528,0.705777472,0.149966038,0.656098521,0.046060821,0.145036203,0.002838417,0,0,0.461314755,0.043393957,0,0,0.420250891,0.016467057,0.029641694,0.028931646,1.519274579,2.3,0.832626198,1.07381343,25029299.12,97,258034.0116,0.940394677,13671894.18,0.094003313,0.262740533,0.101125841,0.318142792,0.100063363,0.013661088,0.043508488,0.066754581,0,0,0,0,0,0,0,0,"[1.00e+07,1.00e+08)","[1.00e+07,1.00e+08)",TRUE
ORG-2773,0.424295172,0.575704828,0.067173819,0.730683021,0.202113481,0,2.97E-05,0,0,0,0.86905327,0.129921515,0.001025215,0.980900034,0.018996673,0.000103293,0,0.999912703,7.33E-05,-1.41E-06,1.54E-05,0,0,0,0.068322186,0.931677814,0.040241164,0.453592374,0.135928178,0.028088911,0.337818733,5.46E-05,0.004275999,0.000712405,0.003453648,0.053252484,0.002870137,0.403687024,0.169607629,0.31166327,0.054753403,2.219683782,4.143266476,1.086084498,1.440139258,1329852020,15939,83433.84277,0.158819433,227609941.2,0.049592387,0.07023983,0.66933198,0.072401508,0,0.000459438,0,0.136891947,0.000988659,3.86E-05,5.56E-05,0,0,0,0,0,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2774,0.259194506,0.740805494,0.173925433,0.635397177,0.187180881,0.000499266,0.002455814,0.000101396,0.000421541,1.85E-05,0.756517975,0.243158461,0.000323564,0.89167127,0.044357003,0.063960527,1.12E-05,0.792502081,0,0.009080051,0,0.171322744,1.12E-05,0.027083924,0.467827258,0.532172742,0.086762018,0.156197418,0.026263353,0.381144844,0.327797126,0.020971695,0.000863547,0.000105666,0.007974249,0.109681772,0.00190516,0.205147997,0.117907902,0.177796778,0.379480476,5.055765237,7.230486685,1.543633422,1.840458365,2170949072,20306,106911.7045,0.10034443,330933773.1,0.041252668,0.153919457,0.032805502,0.067422487,0.003084517,0.575654755,0.000517059,0.111079382,0.000286218,0.000221179,0.003451635,0.004436591,0.002355403,0.002114576,0.000100944,0.001297627,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2775,0.114968542,0.885031458,0.959795851,0.038507322,0.001473243,0,7.62E-05,0.000147125,2.10E-07,0,0.04630218,0.953600311,9.75E-05,0.997119767,0.002815486,6.84E-06,5.79E-05,0.086914837,0.004098853,0.908620381,0.000314634,1.12E-05,3.83E-05,1.80E-06,0.041665367,0.958334633,0.002334047,0.005401289,0.014774237,0.039356045,0.937802675,0.000290688,4.10E-05,0.000696133,0.00313752,0.003618422,6.20E-05,0.015436742,0.029914403,0.043510137,0.903624613,23.60278439,18.7031346,2.940692773,2.253753345,1.64845E+11,31384,5252516.879,0.209433719,22513304569,0.005283294,0.017102961,0.001446298,0.000280931,7.58E-06,0.039915116,0,0.000733034,9.23E-05,1.88E-07,0.000358089,0.003248547,1.16E-07,1.95E-07,0.000136772,0.931394628,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2776,0.59926765,0.40073235,0.628131559,0.331893653,0.038305888,0.001580633,8.83E-05,0,0,0,0.734761088,0.259144047,0.006094865,0.975858029,0.019686864,0.004455107,0,0.998125026,6.24E-05,0,0,0.001812567,0,0,0.622604075,0.377395925,0.099030022,0.201578293,0,0.523574053,0.175420324,0,0.000397308,0.003715175,0.16363798,0.194662177,5.10E-05,0.236468319,0.156344754,0.183708882,0.06141174,2.462713056,3.671957672,1.133705088,1.346881335,127141825.3,689,184530.9511,1.657624587,23511966.39,0.437475334,0.219869992,0.01537465,0.030094111,0.004420145,0.266884617,0.001526269,0.006588055,0.005885239,0,0.011388023,0,0.000493564,0,0,0,"[1.00e+08,9.07e+11]","[1.00e+07,1.00e+08)",TRUE
ORG-2777,0.173466543,0.826533457,0.156960937,0.81846993,0.021486761,1.61E-05,0.002824406,-1.02E-05,0.000252019,0,0.941533449,0.058040088,0.000426463,0.99953871,0.000448335,1.30E-05,0,0.999794915,8.34E-06,0.000196748,0,0,0,0,0.141273964,0.858726036,0.030743626,0.033281221,0.010195084,0.110546364,0.805128,0.002985986,0.007119718,0.000619826,0.00858346,0.134346816,0.003071566,0.048961395,0.131259527,0.298567139,0.374590272,5.502041231,5.455284553,1.695697305,1.652395507,1042535915,53217,19590.27971,0.018534266,138038224.5,0.115050693,0.045260656,0.053753946,0.012766255,0.000589853,0.761033246,1.47E-05,0.006682241,0.000389338,0.000142469,1.32E-05,0.001226182,0.003029095,0,-9.27E-06,5.74E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2778,0.186463065,0.813536935,0.100349811,0.05650929,0.698822884,0.022242929,0.094143916,0.007340079,0.008948481,0.011642611,0.000121492,0.999878508,0,1.000103639,0,-0.000103639,0,0.965160092,0.000965369,0.033978178,0,0,0,-0.000103639,0.489704693,0.510295307,0.413100902,0.003064689,0.061067849,0.076649337,0.446117223,0,0,0.013220505,0.068371205,0.014685281,0,0.090598877,0.606939036,0.093597336,0.11258776,2.962578559,10.31208054,1.241502446,2.115341019,962215706.9,52083,18474.65981,0.004508906,475534541.8,0.000121492,0.152029129,0,0.698188961,0,0,0.022376607,0,0,0.015148321,0.013957066,0.000699551,0.085510861,0.004748558,0.007219453,0,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2779,0.157660577,0.842339423,0.474259063,0.370712183,0.13434548,0.004540317,0.009090771,0.005879898,0.000653612,0.000518676,0.010772476,0.989227524,0,0.999472242,0.000240984,0.000286774,0,0.991570079,0.000123235,0.008019911,0,0,0,0.000286774,0.947117599,0.052882401,0.700386455,0.001976896,0.016443303,0.246731144,0.034462201,0,0,0.022819545,0.009337162,0.028351885,0,0.103759578,0.594624734,0.085259071,0.155848025,3.328459976,13.21311475,1.290052919,2.225113014,829396409.3,37397,22178.15358,0.007022005,551182546.8,1.10E-05,0.832655371,0,0.134265961,0,0.01076145,0.004569775,0,0,0.0004999,8.94E-05,3.94E-05,0.009238337,0.000730755,0.00586817,0.001270395,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2780,0.429549632,0.570450368,0.206093675,0.255419591,0.270879888,0.00207254,0.01595735,0.000146102,0.249367,6.39E-05,0.003956165,0.996043835,0,0.998925419,5.55E-06,0.000292095,0.000776937,0.983031555,0.000371378,0.01564501,0,0,0.000776937,0.000175121,0.556145102,0.443854898,0.332881782,0.047679378,0.009026875,0.223288708,0.387123258,0,0,0.031011119,0.193385716,0.098160076,0,0.107163556,0.410913367,0.080353617,0.07901255,2.816766604,9.606413994,1.208161804,2.04609162,1374651340,42899,32043.90172,0.007985818,751266654.4,0.003931482,0.401176602,0,0.081751489,0,2.08E-05,0.001886807,3.85E-06,0,0.003752461,0.253632004,0.000350775,0.001427936,0.244489063,0.000846274,0.006730424,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2781,0.154197166,0.845802834,0.243805727,0.516217441,0.033786029,8.19E-05,0.001815507,0.197753258,0.006533338,6.75E-06,0.010447734,0.989552266,0,0.894245172,0.105754525,3.03E-07,0,0.776967537,0.000725805,0.221776472,0,0.000530185,0,0,0.157917725,0.842082275,0.147055598,0.001299762,0.118577052,0.011304787,0.721439736,0.000318866,4.20E-06,0.000200006,0.068451451,0.010756692,3.15E-05,0.064869236,0.318392595,0.081282766,0.456015754,6.452509227,12.53928347,1.744509932,2.287731117,22359025461,566444,39472.61417,0.001783837,3115477469,0.000482187,0.737293643,0.000392231,0.032972408,0,0.0088195,8.76E-05,1.94E-05,0,9.25E-06,0.000743049,0.00228472,0.00163188,0.005893656,0.208967878,0.000402575,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2783,0.439864232,0.560135768,0.131254593,0.05234924,0.154517978,0.078349872,0.503373069,0.004507908,0.074593872,0.001053468,0.002622003,0.997233717,0.000144281,0.999943876,2.35E-05,3.26E-05,0,0.942000467,0.002462054,0.053299911,0.001180794,0.001056256,0,5.17E-07,0.443619793,0.556380207,0.286574398,0.002184144,0.028008227,0.158066139,0.524435247,0.00060264,0.000129205,0.002375669,0.188903308,0.041212096,0.000273399,0.198164193,0.280453825,0.147246254,0.141371256,3.607516474,12.55647208,1.281385726,2.276214756,14108838570,471598,29917.08737,0.003546059,2040715292,0.000388338,0.165338372,0.001226153,0.081352559,0,0.000748064,0.079762498,4.37E-05,0.000132408,0.001603288,0.162238226,0.002279716,0.478567007,0.022818716,0.00347067,3.03E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2784,0.428884091,0.571115909,0.345454799,0.069430793,0.463403175,0.015174364,0.064431329,0.030820079,0.009948102,0.001337359,0.000355806,0.999634126,1.01E-05,0.999909141,5.30E-05,3.78E-05,0,0.975901455,0.001128598,0.022855067,7.57E-05,3.92E-05,0,0,0.814755079,0.185244921,0.665140687,0.004347663,0.002615683,0.149871438,0.163797605,0.012734885,0.00149204,0.001620394,0.146951647,0.043319731,0.000888251,0.234300359,0.202972472,0.151599409,0.218347737,3.776535256,14.51380753,1.345392181,2.253668364,9624647961,454742,21165.07374,0.00209161,1726326871,1.02E-05,0.408127452,0.000279978,0.384961875,0,9.77E-05,0.017261493,3.07E-06,8.42E-06,0.004072555,0.086947191,0.001995238,0.059008612,0.008518135,0.028610471,9.76E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2785,0.058950331,0.941049669,0.981255544,0.01810225,0.000431001,7.06E-06,0.000104427,2.16E-05,7.51E-05,2.97E-06,5.64E-05,0.999943631,0,0.999820904,0.000166999,1.21E-05,0,0.941748605,8.46E-05,0.057975354,0,0.000191487,0,0,0.014694096,0.985305904,0.005772155,0.002297667,0.044870734,0.008980794,0.937957701,2.12E-05,9.97E-05,0.000326361,0.009977066,0.005526582,5.25E-05,0.041406896,0.255320869,0.133305718,0.554083965,5.204320095,13.59893048,1.609061139,2.138394551,37032214656,1322135,28009.40498,0.000677464,4582924076,1.65E-05,0.018531122,6.06E-06,0.00030787,0,0,6.14E-06,2.89E-05,0,6.61E-06,8.13E-05,0.980806722,0.000123641,3.21E-05,3.35E-05,1.95E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2786,0.057743442,0.942256558,0.952784733,0.034618235,0.012537228,0,4.17E-05,1.11E-06,1.70E-05,0,0.001037976,0.998937505,2.45E-05,1,0,0,0,0.935635286,0,0.064364714,0,0,0,0,0.0220441,0.9779559,0.008492687,7.38E-05,0.033129013,0.013623675,0.942643634,0.001297072,0.000740103,0.000118424,0.0691359,0.019609731,0,0.036119261,0.373526678,0.378187857,0.12330215,3.217444249,5.396464646,1.353463441,1.666264013,38602410725,668593,57736.78564,0.001766463,6751467263,1.27E-05,0.032539069,2.61E-05,0.000255044,0,0.000931792,0,1.83E-05,2.33E-05,0,3.04E-05,0.954526179,3.45E-05,0.011601244,1.06E-06,3.61E-07,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2787,0.699574585,0.300425415,0.10683213,0.073337288,0.15748065,0.008550717,0.031572077,0.000375288,0.616913654,0.004938195,0.001775487,0.998236138,-1.16E-05,0.99903663,0.000861091,0.00010207,2.10E-07,0.957725861,0.009560446,0.023096509,0.000154554,0.00937301,2.10E-07,8.94E-05,0.368187108,0.631812892,0.204555208,0.003781614,0.018277972,0.163717412,0.567454287,0.041891173,0.000322334,0.001614392,0.444876506,0.086616224,0.000371858,0.162405757,0.153965475,0.07270317,0.077446619,2.946025757,13.71809623,1.197189555,2.254098032,35073977497,735457,47690.0451,0.003091807,5515072795,0.001496798,0.145448575,6.26E-05,0.123704011,1.81E-07,5.10E-05,0.003683927,2.27E-05,-1.03E-05,0.005886858,0.24584638,0.001097884,0.019239765,0.446828352,0.00046559,0.00617567,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2790,0.326498113,0.673501887,0.991146361,0.008041733,0.000718717,2.16E-07,6.74E-05,1.03E-06,2.45E-05,0,0.024405871,0.975594129,0,1,0,0,0,0.973074917,0,0.026925083,0,0,0,0,0.102993289,0.897006711,0.012500976,0.001150885,0.204397489,0.090500149,0.691450501,0,0,0.000753692,0.019175391,0.222735932,0,0.082553288,0.304362657,0.068076884,0.302342156,6.606076808,7.237288136,1.644135834,1.86859225,17493730689,30882,566470.1343,0.036918704,2670304157,0.023300915,0.007989766,0,0.000993743,0,0.000904713,2.03E-07,0,0,0,2.06E-05,0.966617006,6.20E-05,4.49E-05,9.67E-07,6.51E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2791,0.660010843,0.339989157,0.239498348,0.045973309,0.711602336,0.000385958,0.000834683,7.98E-05,0.001623163,2.36E-06,0.855690154,0.10761689,0.036692956,0.886327311,0.061966644,0.050134242,0.001571804,0.856931946,4.73E-05,0.00177059,0.000246153,0.106449638,0.001571804,0.032982567,0.187087509,0.812912491,0.021454908,0.358665432,0.197543374,0.166094541,0.16636849,0.019700446,0.07017281,0.004297295,0.082476045,0.082410531,0.009939489,0.480844518,0.155154036,0.073322274,0.111555814,2.609603237,8.171493902,1.0428079,1.735275909,7262264796,21336,340376.1153,0.146001818,1003042056,0.220403573,0.01493067,0.006657213,0.094389,0.00193131,0.033689443,0.000359827,0.589115541,0.034828844,0.000416131,0.000809636,0.000261864,0.000153896,0.001270994,7.39E-05,0.000708181,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2825,0.6607117,0.3392883,0.235253515,0.068285284,0.160045524,0.069115497,0.003586228,0.00026904,0.432593997,0.030850915,0.334683879,0.509832466,0.155483655,0.630855393,0.059142922,0.309362741,0.000638944,0.646010684,0.000718168,0.039638252,0.114840133,0.063484991,0.000638944,0.134668827,0.546171807,0.453828193,0.007608232,0.024270273,0.076169351,0.539435477,0.337371774,0.014897635,0.000247258,0.012333881,0.43760292,0.138515822,0.002778134,0.08101988,0.169563268,0.075998974,0.08218712,5.8972252,29.88627451,1.353808046,2.404427367,6.65681E+11,475340,1400430.867,0.037925251,57137813219,0.166164889,0.020834513,0.100990155,0.060175397,0.001062882,0.03524061,0.025416618,0.035488764,0.154606689,0.019177593,0.050968868,0.000963453,0.001479063,0.327064382,0.000227133,0.000138991,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2834,0.505864225,0.494135775,0.116651487,0.083979488,0.074654201,0.009655682,0.000230781,1.92E-05,0.000257291,0.714551856,0.251836915,0.252030556,0.496132529,0.323953996,0.016327562,0.659142304,0.000576138,0.305396541,0.001466463,0.002155911,0.421392796,0.11982255,0.000576138,0.149189602,0.84905314,0.15094686,0.004694589,0.030732349,0.045111667,0.846351395,0.070814135,0.002203915,9.19E-05,0.012172829,0.275307704,0.161072779,0.004616643,0.047240437,0.257542216,0.181566573,0.060480819,2.978816473,7.390388609,1.284645669,1.740440323,1.13117E+11,53249,2124296.043,0.209449937,10921689079,0.118392439,0.01061512,0.049682598,0.014673273,0.000918457,0.072042908,7.74E-05,0.028121153,0.478714272,0.215056377,0.000195989,0.000392085,0.000298094,0.01072037,1.75E-05,8.20E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2835,0.327840213,0.672159787,0.472713847,0.327586502,0.147716936,0.002092079,0.006742501,0.000354034,0.042739589,5.45E-05,0.601185812,0.159063675,0.239750513,0.581201772,0.024609451,0.382739242,0.011449535,0.589405423,0.00027359,0.006237914,0.078551056,0.003054692,0.011449535,0.31102779,0.307582446,0.692417554,0.057437192,0.116210466,0.111267171,0.251154142,0.456476623,0.006300235,0.001154171,0.010232713,0.02147469,0.125508787,0.003476461,0.18113772,0.291470045,0.194343818,0.172355766,3.725156501,9.571428571,1.337248292,1.982284642,28530287330,103837,274760.3198,0.087659778,4016880662,0.2051359,0.066365198,0.054078737,0.069045841,0.024837037,0.260028649,0.001751591,0.072390732,0.226195545,0.000311623,0.001438948,0.009108294,0.006096708,0.002519864,0.000251869,0.000443464,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2836,0.432374019,0.567625981,0.286136859,0.643665219,0.06020146,0.000659387,0.005427337,0.001034548,0.002866671,8.52E-06,0.879885982,0.118997703,0.001116316,0.877138591,0.074944297,0.047897387,1.97E-05,0.850176449,0,0.008197537,0.141606289,0,1.97E-05,0,0.432930638,0.567069362,0.06627495,0.095597093,0.045926099,0.372272286,0.412649239,0.002009048,0.005271285,0.009268582,0.020453061,0.202516022,0.003220736,0.226891112,0.148211296,0.255478358,0.133960833,3.409236436,7.352281227,1.290509223,1.791897633,11275059733,50966,221227.0873,0.089209813,1601491928,0.25212818,0.069450557,0.034551446,0.032211326,0.010542915,0.561338834,0.000476138,0.02046947,0.001144949,0.000282156,0.00088577,0.007277772,0.002823652,0.003409641,0.000804603,0.002202591,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2837,0.146682528,0.853317472,0.273736151,0.566911218,0.138471959,0.001846291,0.014012238,0.00073928,0.004265859,1.70E-05,0.718865831,0.280791629,0.00034254,0.99851804,0.00148196,0,0,0.999549861,0,0.000177989,0.000272149,0,0,0,0.139046024,0.860953976,0.090027794,0.459471247,0.037824104,0.050572734,0.298894598,0.055647125,0.007562398,0.019837934,0.011633151,0.042348273,0.005339167,0.266949253,0.127458541,0.47068344,0.055750241,2.708472371,7.204,1.202482259,1.552689272,7263049542,48754,148973.4082,0.089616746,749031649.1,0.177477203,0.14409011,0.048352403,0.102084312,0.01393053,0.456933821,0.001036178,0.025501975,0.000322905,0.000583238,0.001782863,0.014852845,0.008810032,0.002583225,0.000383541,0.001274817,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2838,0.308147027,0.691852973,0.245858305,0.617958638,0.126093765,0.000596409,0.003080009,4.12E-05,0.006371683,0,0.799073343,0.199986527,0.00094013,0.948939384,0.015551348,0.035509268,0,0.967776791,0.001895137,0.004046856,0,0.000405917,0,0.025875299,0.520499654,0.479500346,0.031873554,0.139553653,0.11132939,0.490971375,0.21030205,0.007236269,0.008733707,0.008134572,0.029850334,0.144090508,0.008422187,0.117401423,0.077541185,0.178346662,0.43621313,7.139815041,7.445081967,1.736009918,1.807434266,2512903226,14874,168946.0283,0.225017032,361784803.5,0.25719561,0.078491073,0.014286287,0.110771322,0.000901723,0.49809498,0.000532392,0.022829735,0.000861265,0.000265565,0.000623285,0.008945512,0.002528375,0.003193368,3.05E-05,0.000448972,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2839,0.327462311,0.672537689,0.233044534,0.692786614,0.068375242,0.00012806,0.000385591,1.43E-05,0.004457904,0.000807744,0.812745899,0.140306419,0.046947682,0.960243542,0.024265611,-0.000108184,0.01559903,0.896931998,0.000713255,0.002104922,0.084807308,-0.000156515,0.01559903,0,0.527412891,0.472587109,0.063527932,0.026224192,0.110138972,0.463912673,0.332570357,6.61E-05,0.003559776,0.00810382,0.085900621,0.180758281,0.002955456,0.049657255,0.166069055,0.229654946,0.276900567,4.953566855,6.631520533,1.616906421,1.768192013,2128549621,10959,194228.4534,0.295144631,254286352,0.129880347,0.066746066,0.010186431,0.03368968,0.06495421,0.585586748,8.13E-05,0.020732019,0.050645735,0.000775194,0.000318097,0.033461459,0.000371647,0.002581055,1.85E-06,-1.19E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2840,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.25,0.693147181,0.794513458,29102.87233,5,5820.574465,2.055725303,29102.87233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.00e+00,1.00e+06)","[0.00e+00,1.00e+06)",TRUE
ORG-2841,0.336122981,0.663877019,0.607277895,0.023498509,0.079656896,0.289108975,0.000155506,0,0,0.000302219,0.943197439,0.056059579,0.000742982,0.133928029,-3.36E-05,0.866105579,0,0.134281636,0,0,0,0,0,0.865718364,0.060853083,0.939146917,0.015391043,0.063270313,0.734443123,0.045466724,0.137967113,0.003312946,0.000148739,0.005629139,0.008935684,0.144726978,0.000568746,0.176262434,0.116907374,0.133122025,0.413847621,4.856149627,4.443223443,1.552399568,1.468479458,516745676.3,2034,254053.9215,0.916160408,73436221.95,0.897522413,0.014071653,0.000603803,0.041598569,0,0.00874584,0,0.036539937,0.000720486,0,0,1.03E-05,0.000124179,6.28E-05,0,0,"[1.00e+08,9.07e+11]","[1.00e+07,1.00e+08)",TRUE
ORG-2842,0.48086232,0.51913768,0.245306482,0.47936595,0.24051559,0.003164981,0.007013669,0.001876787,0.022728538,2.80E-05,0.632074131,0.36806659,-0.000140721,0.975952449,0.005172885,0.018874666,0,0.952398091,0.001271691,0.032034188,0.000405197,0.000121455,0,0.013769379,0.436615104,0.563384896,0.070897243,0.237388848,0.103374468,0.366369268,0.19575348,0.025963995,0.000252699,0.004846802,0.035133578,0.267475746,0.018622878,0.154521691,0.073482466,0.258263005,0.187653834,4.521841844,7.001904762,1.478185988,1.807708369,2216725972,17989,123226.7481,0.153109258,256787491.9,0.190228661,0.144114036,0.033247434,0.152752978,0.010885548,0.321321607,0.001996682,0.076398903,-0.00012981,0.001163867,0.00561577,0.037621032,0.006769902,0.016157236,0.001826866,2.93E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2843,0.299231308,0.700768692,0.262432531,0.545424205,0.091826408,0.000591299,0.00269988,0.000898267,0.096115139,1.23E-05,0.853654948,0.123151464,0.023193589,0.889246762,0.005168892,0.105492366,9.20E-05,0.784352996,0.003263618,0.008210087,0.046459294,0.128118328,8.87E-05,0.029506948,0.412434743,0.587565257,0.060445991,0.113556142,0.137465272,0.356826863,0.322891127,0.007395344,0.001419261,0.016056688,0.028962013,0.171660614,0.003841585,0.108518989,0.150332391,0.183111932,0.33751579,5.831763695,9.783278328,1.639657206,2.0197745,24244758265,97528,248592.7966,0.074064479,2934389199,0.219104899,0.05091271,0.137996241,0.053747497,0.025967844,0.435997554,0.000574112,0.035511264,0.022576022,0.000330313,0.000542106,0.013250866,0.001248487,0.001594716,0.000399065,0.000246304,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2844,0.404999532,0.595000468,0.656652707,0.210706743,0.124298776,0.000396433,0.001577565,0.000158315,0.006193075,1.64E-05,0.90496766,0.091629685,0.003402656,0.974950871,0.01049568,0.01368752,0.00086593,0.977027043,0.000235221,0.007627064,0.013529445,0.000274936,0.00086593,0.000440361,0.160318759,0.839681241,0.04532731,0.093020282,0.573540591,0.115813177,0.15943265,0.011287276,0.001578714,0.019558593,0.059741932,0.166698899,0.004188829,0.153460457,0.090735854,0.198219041,0.307396394,7.278455381,13.866078,1.67356749,2.183213149,28031925613,81360,344541.8586,0.061338174,4720258574,0.35816883,0.033617567,0.274618267,0.051619053,0.013464299,0.182736838,0.00022895,0.072153324,0.003693045,0.000177824,0.000951585,0.004812476,0.001050525,0.002443274,0.000145332,0.000118811,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2845,0.414542102,0.585457898,0.604244294,0.15898375,0.190330303,0.000298052,0.00189938,8.21E-05,0.043401277,0.000760833,0.927356846,0.061705991,0.010937164,0.771443365,0.041135191,0.177734357,0.009687088,0.716374394,-0.00140496,0.03283022,0.100376625,0.0760276,0.009687088,0.066109033,0.530051975,0.469948025,0.03141995,0.136996823,0.103769585,0.499535818,0.221763335,0.003961144,0.002553344,0.006373943,0.06140208,0.158782713,0.00776598,0.175164492,0.081409286,0.233183984,0.275917523,4.472924614,6.826593557,1.489221132,1.7143407,7297435388,19285,378399.5534,0.282864262,1199614947,0.542482721,0.020497918,0.085535965,0.033991465,0.028923016,0.122156728,0.00013094,0.148284344,0.010395087,0.00080029,0.000404345,0.005014987,0.000840206,0.000399445,7.66E-05,6.59E-05,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2848,0.425649145,0.574350855,0.097261014,0.772276797,0.117898218,0.006803342,0.003781002,0.000680077,0.001299549,0,0.840552538,0.159447462,0,0.977151841,0,0.022848159,0,0.989026314,0.000198721,0.000996818,0.008276778,0,0,0.001501368,0.264371341,0.735628659,0.060788512,0.066169147,0.02813728,0.203824629,0.639549725,0.001530706,0,0.213833399,0.03036572,0.14349915,0,0.032785105,0.088446227,0.185269969,0.30580043,6.257590463,5.54787234,1.809214579,1.721044207,635348045.9,3559,178518.6979,0.071753003,252430725.1,0.061434078,0.068275219,0.053417688,0.081385363,0.00453273,0.696031144,0,0.025136898,0,0,0.00143902,0.003509505,0.002925647,0.000497751,0.000526766,0.000888191,"[1.00e+08,9.07e+11]","[1.00e+08,1.05e+11]",FALSE
ORG-2849,0.217481331,0.782518669,0.254367368,0.592095686,0.114889551,0.008034244,0.022696185,0.00755222,0.000364746,0,0.717486081,0.281478325,0.001035594,0.733937348,0.003108573,0.262954079,0,0.737045921,0,0,0.251517678,0,0,0.011436401,0.604314684,0.395685316,0.186183233,0.201916458,0.012700374,0.426508257,0.171873659,0,0.000818019,0.088124253,0.013127612,0.112062036,0,0.112222215,0.398207995,0.187692447,0.088563442,2.78741851,3.5,1.246189917,1.352804301,90763654.81,597,152032.9226,0.337663278,32686185.5,0.198663203,0.152179153,0.022635411,0.076872618,0.002557401,0.474035528,0.008034244,0.019594539,0.001035594,0,0.011613597,0.01017801,0.014683737,0.000364746,0.00755222,0,"[1.00e+07,1.00e+08)","[1.00e+07,1.00e+08)",TRUE
