ContractingOfficeID,pNoEffComp,pEffComp,pPlatEnC,pPlatFnC,pPlatOther,pPlatLand,pPlatWnA,pPaltMnS,pPlatAir,pPlatVessel,pProducts,pServices,pRnD,pPscEnC,pPscOther,pPscFuels,pPscICT,pPscFRSnC,pPscPAMS,pPscERS,pPscEngines,pPscLnM,pPscMED,pPscMnS,pPscAir,pPscLand,pPscRnD,pPscShips,pPscCloth,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeFixed,pFeeAward,pFeeIncentive,pFeeEffort,pIDV,pAward,pVehFSS,pVehSAC,pVehBPA,pVehPur,pVehDef,pVehMAC,pVehOIDV,pNoCompOther,pNoCompFollowOn,pNoComp1Source,pComp1Offer,pCompNo Comp. (Unlabeled),pComp2Offers,pComp3or4Offers,pComp5pOffers,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,Exclude,ExcludeLow,ExcludeHigh
A8460,1,0,0,0.004009451,0.995990549,0,0,0,0,0,0.004009451,0.995990549,0,0,0.004009451,0,0,0,0.992243692,0.003746857,0,0,0,0,0,0,0,0,0,0.00403782,0.99596218,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.017515357,0,0.882614979,0.099869664,0,0,0,0,1,1,0.693147181,0.693147181,108149836.7,236,458262.0199,0.537479878,67753480.89,FALSE,FALSE,FALSE
A8550,0.609514843,0.390485157,0.013406196,0.011026353,0.8897526,0.001226548,0,0.002778726,0.081809577,0,0.037967946,0.896948277,0.065083777,0.004952494,0.011026353,0,0.008453702,0,0.886538735,0.00195584,0,0,0,0.002778726,0.017983825,0.001226548,0.065083777,0,0,0.110331536,0.004923105,0.884745359,0,0.115254641,0,0,0.805868018,0.07887734,0,0,0.944009793,0.055990207,0,0.759384541,0,0,0.05595864,0.184656819,0,0.036645288,0,0.472869509,0.094712904,0,0.330376872,0.04217129,0.023224137,2.102258856,2.837837838,1.092682493,1.284643068,175119392.9,456,384033.7564,0.629731583,44557101.1,FALSE,FALSE,TRUE
A8551,0.247326203,0.752673797,0.230074217,0.00185176,0.711291781,0,0.004892242,0,0.044096186,0.007793814,0.200502695,0.752988511,0.046508793,0.166909466,-0.000800851,0,0.03609478,0.000337623,0.652351415,0.064204693,0.001250487,0,0,0,0.025349779,0,0.046508793,0.007793814,0,0.227614554,0.032058462,0.740326983,0,0.256970993,0.001873755,0.000828269,0.350921023,0.38940596,0,0,0.749646727,0.250353273,0.011351918,0.658818686,0,0,0.250661189,0.078451379,0.000716829,0.012300986,0,0.02542578,0.113633742,0.104332612,0.297971547,0.368515879,0.077819454,3.071070555,3.311926606,1.334930469,1.319151969,331080599.1,703,470953.9105,0.567864518,92132365.56,FALSE,FALSE,FALSE
A8552,0.808232005,0.191767995,0.568075116,0.223321026,0.160900696,0.001058857,0.006632015,0.009516502,0.022009263,0.008486525,0.716819373,0.281690349,0.001490278,0.434282222,0.216789546,0,0.10746459,0.002010957,0.135079786,0.037135015,0.024736148,0,0,0.009516502,0.021272551,0.001058857,0.001490278,0.008486525,0.000677022,0.991058078,0.005574736,0.003367186,0,0.98518897,0.011443844,0,0.003367186,0,0,0,0.613389751,0.386610249,0.610423821,0.00271623,0,0.382774051,0.004085898,0,0,0,0,0.001832088,0.362385362,0.445443956,0.071682884,0.090363839,0.02829187,2.281040824,5.75862069,0.960280522,1.533444837,52471217.16,535,98077.04143,0.337307896,12748479.65,FALSE,FALSE,TRUE
A8553,0.574505321,0.425494679,0,0,0.992696545,0,0,0,0.007303455,0,0,1,0,0,0,0,0,0,0.95423021,0.04576979,0,0,0,0,0,0,0,0,0,0,0.059518881,0.940481119,0,0.059518881,0,0,0.078630112,0.861851007,0,0,0.995947235,0.004052765,0,0.986250908,0,0,0.004052765,0.009696327,0,0.521971812,0,0.002407448,0.050126061,0,0.275767722,0.149726957,0,2.521574498,2.142857143,1.216100192,1.096837643,25482593.09,82,310763.3304,0.749387739,25482593.09,FALSE,FALSE,TRUE
AA03,0.387698409,0.612301591,0.11634833,0.548081862,0.300408558,0,0.035161249,0,0,0,0.392297235,0.607702765,0,0.101203404,0.213475566,0,0.01008583,0.367265211,0.135179166,0.095172558,0.005059096,0.035161249,0,0.012101555,0,0,0,0,0.025296364,0.95210089,0,0.04789911,0,1,0,0,0,0,0,0,0.676911121,0.323088879,0.170814227,0.506096894,0,0.359205549,-0.03611667,0,0,0,0,0.102305757,0.109234806,0.176157846,0.507394026,0.052781093,0.052126472,1.988102387,3.5,1.031299174,1.37258097,9231466.594,115,80273.62256,0.383224014,9231466.594,FALSE,FALSE,TRUE
AA08,0.44171795,0.55828205,0.246619953,0.397569317,0.233280173,0.011119584,0.109062141,0,0.000106567,0.002242264,0.760336739,0.239663261,0,0.20517892,0.414663414,0.004789905,0.037313796,0.097211351,0.083827038,0.018000155,0.005748897,0.107077204,0.003310922,0.006153294,-0.000111512,0.007816408,0,0.002242264,0.006777945,0.99328229,0.00671771,0,0,1,0,0,0,0,0,0,0.405427103,0.594572897,0.287335924,0.114355184,0,0.499949736,0.095986652,0.002372505,0,0.053355379,0,0.001357643,0.166749117,0.216062638,0.363570782,0.157480343,0.041424097,2.335307594,4.454545455,1.125454131,1.473958298,76252654.36,1490,51176.2781,0.109593984,44879421.74,FALSE,FALSE,TRUE
AA09,0.30151115,0.69848885,0.008970973,0.316205558,0.241292818,0.000408759,0.426875402,0.000235927,0.005934693,7.59E-05,0.412220908,0.542949434,0.044829658,0.001226988,0.005180058,0,0.007167219,0.305779315,0.210034027,0.019968873,0.000549341,0.329090818,0,0.072134259,0.003545648,0.000373732,0.044829658,7.59E-05,4.42E-05,0.647651678,0.005390526,0.346957796,0,0.645730135,0.002587621,0.002113778,0.052946401,0.248494618,0.048127446,0,0.426787376,0.573212624,0.005569275,0.398716072,0,0.00355732,0.569759642,0.021836043,0.000561648,0.069418667,0.000191807,0.093146271,0.075623117,0.084787282,0.467780695,0.197283933,0.011768228,2.274304423,3.868613139,1.158298522,1.445744043,14139716374,3691,3830863.282,0.169097599,6030942256,FALSE,FALSE,FALSE
AA10,0.809739375,0.190260625,0.071912466,0.756261689,0.152611269,0.006590889,0.001644474,0,0,0.010979212,0.325435106,0.671708982,0.002855912,0.052902702,0.246266917,0,0.005226335,0.609194131,0.013949516,0.043006096,0.002112837,0.001321879,0.000332904,0.000269637,0,0.004804863,0.002855912,0.000242791,0.017513482,0.866712691,0.133287309,0,0,1,0,0,0,0,0,0,0.309323556,0.690676444,0.043980635,0.262041122,0,0.214262028,0.478488546,0,0.001227669,0.256377088,0,0.029737797,0.450956946,0.072667544,0.084186249,0.094653635,0.011420741,1.549812167,3.785714286,0.874720655,1.413365618,39733674.02,380,104562.3001,0.397856131,28895809.19,FALSE,FALSE,TRUE
AA12,0.545821926,0.454178074,0.098916538,0.658534514,0.220108822,0.016576391,0.000339842,0,0.005523894,0,0.461817741,0.538182259,0,0.084498075,0.299810567,0,0.002450275,0.444722163,0.043559632,0.045594901,0.010251093,0,0.001855287,0.000508401,0.000252959,0.020172555,0,0,0.046324092,1,0,0,0,1,0,0,0,0,0,0,0.296386199,0.703613801,0.173152234,0.121193193,0,0.451528877,0.253452492,0,0.000673205,0.216209212,0,0,0.209428414,0.120184299,0.235048134,0.162168656,0.056961285,2.501081403,3.756097561,1.15062072,1.435033738,18691095.96,454,41169.8149,0.233465552,7099701.379,FALSE,FALSE,TRUE
AA14,0.666074654,0.333925346,0.103978281,0.722912042,0.119346322,0.020282998,0.024418042,0.000254882,0.000264928,0.008542506,0.335008988,0.664315051,0.000675961,0.058948735,0.213461639,0.000200898,0.014716618,0.528543299,0.028282755,0.090391842,0.011683081,4.71E-05,0.002380536,0.003063746,0.000264928,0.015804991,0.000675961,0.008061029,0.023472871,0.999418375,0.000581625,0,0,1,0,0,0,0,0,0,0.394166568,0.605833432,0.096919269,0.27519628,0,0.312087498,0.315436687,0,0.000360266,0.226666098,0,0.055838068,0.11959992,0.263840094,0.175992814,0.111950064,0.046112941,2.699568685,5.772151899,1.200722258,1.686164885,70097608.32,1411,49679.38223,0.156442644,24206657.56,FALSE,FALSE,TRUE
AA22,0.78549859,0.21450141,0.052886852,0.67625322,0.05005458,0,0.219217781,0,0,0.001587567,0.279073898,0.720926102,0,0.01535343,0.050444944,0.006921183,0.037533422,0.622459659,0.024447614,0.032555977,0,0.206354341,0.00392943,0,0,0,0,0,0,0.998656496,0,0.001343504,0,0.998656496,0,0,0.001343504,0,0,0,0.341560479,0.658439521,0.016399068,0.325161412,0,0.285669882,0.372769638,0,0,0.149165624,0,0.055398205,0.122437229,0.461064201,0.177614646,0.031891594,0.002428501,2.041559634,2.85,1.05146341,1.250083428,48557653.46,454,106955.1838,0.510363211,16150950.27,FALSE,FALSE,TRUE
AA31,0.245069351,0.754930649,0.147591827,0.655677148,0.108039458,0.048863935,0.033348328,0.00168045,0,0.004798855,0.486676462,0.513323538,0,0.122539852,0.273595251,0,0.002572588,0.461790085,0.017914708,0.031046156,0.022479387,0.016860784,0,0.006803991,0,0.03524462,0,0.004798855,0.004353722,1,0,0,0,1,0,0,0,0,0,0,0.237858292,0.762141708,0.175164108,0.058620808,0,0.298077567,0.465559039,0,0.002578478,0.008907459,0,0.065266936,0.071810676,0.09908428,0.159101387,0.077222992,0.51860627,7.972333489,5.666666667,1.967630117,1.664573787,33181837.89,264,125688.7799,0.744615755,13550806.02,FALSE,FALSE,TRUE
AA33,0.381198995,0.618801005,0.547502904,0.276002062,0.126064825,0.050430209,0,0,0,0,0.769614821,0.230385179,0,0.494267753,0.224160113,0,0.053235151,0.002680902,0.021312163,0.153156962,0.048328138,0,0,0,0,0.002102071,0,0,0.000756746,0.884833279,0.115166721,0,0,1,0,0,0,0,0,0,0.407831822,0.592168178,0.3975696,0,0,0.6024304,0,0,0,0,0,0,0.273256863,0.107942132,0.136099043,0.479251434,0.003450527,2.259339055,2.285714286,1.135397616,1.130409331,2076728.424,49,42382.21273,0.897306546,931450.0822,TRUE,TRUE,TRUE
AA34,0.607674709,0.392325291,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.660758385,0.339241615,0,0,0,0,0,0,0.607674709,0.144540897,0.247784395,0,2.631578947,2.5,1.280306229,1.242453325,328824.0087,4,82206.00217,3.17582025,328824.0087,TRUE,TRUE,TRUE
AA410,0.702178894,0.297821106,0.599906328,0.000658524,0.066593349,0,0,0,0.3328418,0,0.431272387,0.297198994,0.271528618,0.125261431,0,0,0.232609202,0,0.045134348,0.019455445,0,0,0,0,0.306010956,0,0.271528618,0,0,0.675969933,0.086785612,0.237244455,0,0.632205555,0,0,0.080232226,0.113391624,0.174170594,0,0.245081939,0.754918061,0,0.245081939,0,0.000255405,0.754662656,0,0,0,0,0.504018571,0.178229158,0.019931165,0.297821106,0,0,1.625608529,1.620689655,0.946809611,0.944815179,795570514.5,143,5563430.172,3.008153123,234287002.3,FALSE,FALSE,FALSE
AA411,0.670759638,0.329240362,0.183497118,0,0.038269972,0,0,0,0.77823291,0,0.581164714,0.066681119,0.352154167,0.177718044,0,0,0.005779074,0,0.016050027,0.044852019,0.012994605,0,0,0,0.390452065,0,0.352154167,0,0,0.582584277,0.017063119,0.400352604,0,0.552967324,0,0,0.074427417,0.172042397,0.200562862,0,0.051732475,0.948267525,0.001533654,0.050198821,0,0.00165026,0.946617265,0,0,0.043675706,0,0.399348736,0.002075616,0.22200172,0.332749261,9.96E-05,4.93E-05,1.994987588,2.041666667,1.0963766,1.07072887,1088190602,96,11335318.77,4.662857177,373550344.2,FALSE,FALSE,FALSE
AA412,0.996524169,0.003475831,0.001088247,7.70E-05,0.094479097,0.028303125,0.004291708,0,0.871760816,0,0.561924554,0.136229605,0.301845841,0.000493459,0.002102165,0,0.000367784,0,0.085131731,0.05073009,0.042312261,0,0,0,0.517016669,0,0.301845841,0,0,0.694237131,0,0.305762869,0,0.682544688,0.011491373,0,0.053470271,0.24728934,0.005204327,0,0.25626486,0.74373514,0,0.25606144,0,8.77E-05,0.743850882,0,0,0.055295267,0,0.77855383,0.002735365,0.159939708,0.003248827,0,0.000227004,1.742344844,2.285714286,0.955895288,1.064959993,2430662954,414,5871166.556,1.291834148,599027738.7,FALSE,FALSE,FALSE
AA413,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,359264368.8,2,179632184.4,18.99500763,206618866.1,FALSE,FALSE,FALSE
AA423,0.481998068,0.518001932,5.84E-05,0.000443019,0.036510054,0.004860112,0.53605021,0.42360718,-0.001528972,0,0.427594531,0.051307845,0.521097624,5.84E-05,0.000443019,0,0,0,0.036510054,0.014797791,0.005103632,0.000154795,0,0.42360718,-0.001772492,0,0.521097624,0,0,0.439640912,0,0.560359088,0,0.441258609,0,0,0.031046984,0,0.527694407,0,0.044307976,0.955692024,0,0.044307976,0,0,0.955692024,0,0,0.0302826,0,0.212544599,0.191107125,0.048063744,0.5159629,0.000517816,0.001521216,1.737662834,2.2,0.991035214,1.121491344,651209700,75,8682796,5.007516652,231860134.4,FALSE,FALSE,FALSE
AA424,1,0,0,0,0.058258131,0,0.632199644,0.309542225,0,0,0.941741869,0.058258131,0,0,0,0,0,0,0.058258131,0,0,0.632199644,0,0.309542225,0,0,0,0,0,0.837941393,0.022058237,0.14000037,0,0.906357439,0,0,0.006041643,0,0.087600919,0,0.040457651,0.959542349,0,0.040457651,0,0,0.959542349,0,0,0,0,0.936167077,0.00373879,0.060094133,0,0,0,1,1,0.693147181,0.693147181,295850911.5,18,16436161.75,8.347467979,202203022.8,FALSE,FALSE,FALSE
AA427,1,0,6.80E-05,0,0.015325371,0,0,0,0.984606675,0,0.907323012,0.015728165,0.076948823,6.80E-05,0,0,0,0,0.013612455,0.00211571,0.904930154,0,0,0,0.002324904,0,0.076948823,0,0,0.911844601,0,0.088155399,0,0.504092818,0,0.397058126,0.049883266,0,0.04896579,0,0.021984077,0.978015923,0,0.020249306,0,0,0.978015923,0,0.00173477,0.005266898,0,0.736747653,0,0.257985449,0,0,0,NA,NA,NA,NA,2375318981,49,48475897.57,7.707922862,972030030.4,FALSE,FALSE,FALSE
AA430,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.243745828,0.756254172,0,0,0.243745828,0.756254172,0,0.243745828,0,0,0.756254172,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,58319002.47,2,29159501.23,17.03593507,58319002.47,FALSE,FALSE,FALSE
AA434,0.823877058,0.176122942,0,0,0,0,0,1,0,0,0,0.003451124,0.996548876,0,0,0,0,0,0.003451124,0,0,0,0,0,0,0,0.996548876,0,0,0,0,1,0,0,0,0,0.257980573,0,0.742019427,0,0.004957971,0.995042029,0,0.004957971,0,0,0.995042029,0,0,0.225655347,0,0,0,0.521322051,0.253022602,0,0,2,2,1.098612289,1.098612289,39348269.97,7,5621181.425,8.65947488,33167709.13,FALSE,FALSE,TRUE
AA4D0,0.639858856,0.360141144,0.043677858,0.004155757,0.487583252,0,0,0,0.464583133,0,0.440573364,0.188012156,0.37141448,0.044850984,0.003071298,0,-0.003547114,0.003803487,0.101945242,0.085810541,0,0,0,0,0.392651082,0,0.37141448,0,0,0.519041594,0.035872448,0.445085958,0,0.550289406,0.004624636,0,0.121045111,0.321906991,0.002133856,0,0.276858149,0.723141851,0.013342509,0.263515639,0,0,0.723141851,0,0,0,0,0.242939902,0,0.378076335,0.307155074,0.071828689,0,2.379059454,3,1.19542893,1.354025101,127421857.8,66,1930634.208,3.438619591,49001265.62,FALSE,FALSE,TRUE
AA4E0,0.997546881,0.002453119,0.040229807,0,0.025859696,0,0,0,0.933910497,0,0.83504748,0.028870803,0.136081718,0.018078244,0,0,0,0,0.022372501,0.006498301,-0.003567691,0,0,0,0.820536927,0,0.136081718,0,0,0.913922696,0,0.086077304,0,0.115484805,0.000979131,-0.001090413,0.028549517,0,0.85607696,0,0.043819146,0.956180854,0,0.042239917,0,0,0.956180854,0,0.001579228,0.000867071,0,0.955819723,0.005996832,0.034863254,0,0.002453119,0,1.58062327,2,0.894375872,1.039720771,5420858673,101,53671868.05,4.72322859,2406310345,FALSE,FALSE,FALSE
AA4F0,1,0,-0.000166217,0,0.212034563,0,0,0,0.788131654,0,0.556712255,0.44281579,0.000471956,-0.000166217,0,0,0,0,0.208502792,0.234312997,0.124363263,0,0,0,0.432515208,0,0.000471956,0,0,0.480380783,0,0.519619217,0,0.262708573,0,0,0.203306093,0,0.533985333,0,0.00490738,0.99509262,0,0.000581423,0,0,0.99509262,0,0.004325957,0,0,0.979365977,0,0.020634023,0,0,0,NA,NA,NA,NA,489154826.3,20,24457741.31,9.950325472,267043660.6,FALSE,FALSE,FALSE
AA4G0,1,0,0.007809525,0,0.082650978,0,0,0,0.909539497,0,0.922038137,0.096069603,-0.01810774,0.007809525,0,0,0,0,0.053304373,0.04276523,0,0,0,0,0.914228612,0,-0.01810774,0,0,0.662152462,0.012369236,0.325478302,0,0.674521698,0,0,0.082245057,0,0.243233245,0,0.784969872,0.215030128,0,0.78521823,0,0,0.21478177,0,0,0.296029156,0,0.10054133,0,0.603429515,0,0,0,NA,NA,NA,NA,459630021.7,89,5164382.266,4.478466385,276244922.6,FALSE,FALSE,FALSE
AA4H0,1,0,0.683715077,0,0.044275135,0,0.007498442,0,0.264511347,0,0.232982221,0.051635277,0.715382502,6.26E-07,0,0,0.000304628,0,0.043687076,0.007643573,0,0,0,0,0.232981595,0,0.715382502,0,0,0.347033925,0.000145131,0.652820943,0,0.150160446,0,0,0.652820943,0,0.197018611,0,0.108149833,0.891850167,0.000145757,0.108004076,0,0.000304628,0.891545539,0,0,0.001386337,0,0.998309035,0,0.000304628,0,0,0,NA,NA,NA,NA,705402799.8,32,22043837.49,6.275499305,370811916.2,FALSE,FALSE,FALSE
AA4J0,0.241088368,0.758911632,0.099378122,0,0.00101029,0,0,0,0.899611588,0,0.099378122,0.000818042,0.899803836,0.099378122,0,0,0,0,0.000818042,0,0,0,0,0,0,0,0.899803836,0,0,0.285699973,0.000192248,0.714107779,0,0.100388412,0.185503809,0,0.593751678,0.120356101,0,0,0.000192248,0.999807752,0,0.000192248,0,0,0.999807752,0,0,0,0,0.017127075,0,0.223961293,0.099378122,0.659341263,0.000192248,3.738356895,3.833333333,1.542592396,1.554687235,485091638.6,11,44099239.87,7.28344375,447904323.7,FALSE,FALSE,FALSE
AA4L0,0.044034569,0.955965431,0,0,0.370496266,0,0.574788634,0.065930027,-0.011214927,0,0.0547151,0.315246769,0.630038131,0,0,0,0,0,0.315246769,0,0,0,0,0.065930027,-0.011214927,0,0.630038131,0,0,0.0547151,0,0.9452849,0,0.0547151,0,0,0,0.055249497,0.890035403,0,0,1,0,0,0,0,1,0,0,0,0,0.055249497,0,-0.011214927,0.890035403,0,0.065930027,2.206900872,3.5,1.146416541,1.445185879,57721867.58,6,9620311.264,10.21042129,54532763.44,FALSE,FALSE,FALSE
AA4M0,1,0,0,0.000515208,0.004940952,0,0,0,0.994543841,0,0.977417335,0.005092483,0.017490182,0,0.000499486,0,0,0,0.004956674,0.000135809,0,0,0,0,0.976917849,0,0.017490182,0,0,0.959054164,0,0.040945836,0,0.027012934,0,0.02539647,0.018659583,0.013707079,0.915223934,0,0.022043145,0.977956855,0,0.022043145,0,0,0.977956855,0,0,0,0,0.951446471,0,0.048553529,0,0,0,NA,NA,NA,NA,8110082023,82,98903439.3,5.892067145,2592504524,FALSE,FALSE,FALSE
AB07,0.410172967,0.589827033,0.680609922,0.01056558,0.270495314,0.001008751,0.011272174,7.15E-05,0.025974792,1.95E-06,0.477114308,0.33501144,0.187874252,0.377587094,0.012825018,0,0.057669203,0.00066824,0.274469806,0.002204191,0.04973806,0.01054423,0,0.000536936,0.025401059,0.00043435,0.187874252,1.95E-06,4.56E-05,0.562489617,0.233232462,0.204277921,0,0.821929018,0.006814238,0.018126614,0.056786037,0.059866246,0.036477847,0,0.567483234,0.432516766,0.027122914,0.33252995,2.10E-07,0.002236384,0.433634141,0.204019495,0.000456906,0.099650312,0.000150565,0.169844246,0.068861757,0.077555406,0.263607232,0.181945504,0.138384977,4.088760802,13.5884101,1.394937999,1.713695058,22465594728,12052,1864055.321,0.047892913,6730188899,FALSE,FALSE,FALSE
AB08,0.19800854,0.80199146,0.275007375,0.698252091,0.026339778,6.35E-05,0.000330312,0,0,6.99E-06,0.106226477,0.893773523,0,0.085575023,0.019917143,8.62E-06,0.189341627,0.662989375,0.03598934,0.002209962,9.07E-05,0.000316339,0.003243218,0.000128785,0,6.35E-05,0,6.99E-06,0.000119398,0.424870282,0.028687445,0.546442273,0,0.453557727,0,0,0,0.546442273,0,0,0.499561695,0.500438305,0.170580933,0.285380277,0.000176031,0.025818884,0.47942971,0.032763088,0.005851078,0.038056716,0,0.041205011,0.026916943,0.091829869,0.635718211,0.037842612,0.128430637,3.121746796,5.204918033,1.276556391,1.446481058,452757800.7,2918,155160.3155,0.110961863,121900833.3,FALSE,FALSE,FALSE
AB15,0.294315534,0.705684466,0.622103273,0.031579163,0.338697558,0.000832315,0.006680996,0,0.000106695,0,0.171705944,0.723553809,0.104740248,0.13225101,0.031594978,-3.95E-07,0.478715036,0.000173364,0.244571232,9.03E-05,0.000738911,0.006073176,3.92E-06,0,0.000106695,0.000814884,0.104740248,0,0.000126684,0.361021907,0.262432465,0.376545628,0,0.630616688,0,0,0.102687435,0.206232003,0.060463874,0,0.750944646,0.249055354,0.089589021,0.61511206,0.000131241,0.006834154,0.250886477,0.035249984,0.002197065,0.010832317,0.002787654,0.077054752,0.125010219,0.073604493,0.384529406,0.106174034,0.220007125,12.36190763,23.3628692,1.687974038,1.875970169,2858474631,3160,904580.5796,0.137856827,1085124668,FALSE,FALSE,FALSE
AB17,0.166024405,0.833975595,0.436197006,0.424288445,0.122882803,0.002862481,0.005741569,0.000969202,0.00525735,0.001801143,0.586633647,0.413366353,0,0.380287115,0.167411246,0.001638969,0.030292969,0.280033619,0.022540638,0.07880846,0.020906923,0.001948213,0.001690669,0.003114687,0.004621459,0.00308624,0,8.65E-05,0.003532296,0.993549138,0.006189165,0.000261697,0,0.997085644,0,0.002652659,0.000261697,0,0,0,0.430262292,0.569737708,0.301291236,0.113921721,0,0.352880729,0.227230807,0.003822458,0.00085305,0.001919928,0,0.027476289,0.108494982,0.023185698,0.305754209,0.285978024,0.24719087,4.571146271,4.973913043,1.480323803,1.594370974,161702865.3,3083,52449.84277,0.078372652,58167741.36,FALSE,FALSE,FALSE
AB18,0.684496726,0.315503274,0.947922012,0.023336362,0.022009914,0.000167909,0,0,0.006563803,0,0.467040269,0.532959731,0,0.434956096,0.023939125,0,0.382305634,0,0.149954292,0.000699806,0.001413335,0,0,0,0.006563803,0.000167909,0,0,0,0.991905334,0.004102581,0.003992086,0,0.996007914,0,0,0,0.003992086,0,0,0.640058674,0.359941326,0.307733892,0.293766929,0.00056882,0.101569611,0.261477673,0.009418407,0.025464669,0.433825309,0.000252885,0.018300543,0.144624585,0.087493403,0.051653437,0.212497881,0.051351956,5.806717592,20.4,1.322770719,1.690071774,236159118.8,1531,154251.5472,0.154692229,96273567,FALSE,FALSE,FALSE
AB22,0.280933087,0.719066913,0.722000711,0.009166961,0.268832328,0,0,0,0,0,0.590523233,0.409476767,0,0.581154995,0.009166961,0,0.140644439,0,-0.003996759,0.272829088,0.000201277,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.995455812,0.004544188,0.725742492,0.208497694,0.000817235,0.00534,0,0.008048394,0.051554185,0,0,0,0.039980518,0.000650731,0.379541003,0.072927877,0.506899871,4.952242306,4.708333333,1.65211283,1.631189512,311122066.2,984,316180.9616,0.25844718,114690547.3,FALSE,FALSE,FALSE
AB32,0.403119363,0.596880637,0.411044849,0.115278075,0.473435304,9.35E-05,8.43E-05,0,6.39E-05,0,0.189853063,0.809874204,0.000272733,0.163405425,0.025365136,0,0.24009754,0.093422326,0.476327237,4.86E-05,0.000625791,0,-2.15E-05,0,6.39E-05,8.05E-05,0.000272733,0,0.000312244,0.899873487,0.099599235,0.000527278,0,0.993969555,6.64E-06,0.006106363,0,-8.26E-05,0,0,0.733855607,0.266144393,0.076254997,0.122165243,0,0.108086374,0.158859788,0.495493573,0.039140024,0.019296311,0.265158777,0.013442507,0.098533932,0.058850617,0.241956428,0.062508818,0.240252612,4.72608017,4.050761421,1.52105536,1.4295207,881439920.8,3183,276921.1187,0.116870607,322759949.3,FALSE,FALSE,FALSE
AC01,0.621604384,0.378395616,0.141783064,0.754807688,0.095042287,0.004282363,0.000447049,0,0.003637548,0,0.28032935,0.71967065,0,0.131020602,0.100843028,0,0.005966391,0.661918652,0.032742149,0.0163344,0.00400561,0.000447049,0.002709058,0.001221854,0.002077399,0.004897446,0,0,0.035816362,1,0,0,0,1,0,0,0,0,0,0,0.646805207,0.353194793,0.211263012,0.403073185,0,0.074182429,0.297702678,9.68E-05,0.013681929,0.493849078,0,0,0.035991384,0.091763922,0.098454883,0.119983558,0.159957175,4.782242935,9.378787879,1.60617071,1.872884633,115144685.1,847,135944.1383,0.209927732,70067115.45,FALSE,FALSE,FALSE
